"",BBFB1.M.N.DE.W1.S1.S1.T.LD.FA.D.F5___ES._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.LD.FA.D.F5___ES._Z._T._X.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Direct investment / Equity / Equity in the narrower sense / Disinvestment / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:50:18,
1991-01,1265.973,
1991-02,193.503,
1991-03,28.195,
1991-04,92.152,
1991-05,249.536,
1991-06,188.642,
1991-07,862.636,
1991-08,67.192,
1991-09,377.981,
1991-10,114.975,
1991-11,54.731,
1991-12,1402.520,
1992-01,1036.755,
1992-02,622.575,
1992-03,559.397,
1992-04,298.445,
1992-05,486.813,
1992-06,487.176,
1992-07,312.279,
1992-08,80.373,
1992-09,401.585,
1992-10,800.698,
1992-11,403.840,
1992-12,3757.325,
1993-01,650.541,
1993-02,193.843,
1993-03,203.925,
1993-04,65.671,
1993-05,260.322,
1993-06,231.398,
1993-07,248.370,
1993-08,374.609,
1993-09,850.255,
1993-10,295.166,
1993-11,470.729,
1993-12,2173.112,
1994-01,841.639,
1994-02,362.160,
1994-03,69.401,
1994-04,221.937,
1994-05,205.013,
1994-06,137.454,
1994-07,445.718,
1994-08,241.650,
1994-09,293.068,
1994-10,393.996,
1994-11,214.030,
1994-12,2052.892,
1995-01,563.719,
1995-02,718.451,
1995-03,429.587,
1995-04,88.427,
1995-05,47.226,
1995-06,193.988,
1995-07,698.108,
1995-08,661.603,
1995-09,607.969,
1995-10,278.727,
1995-11,460.143,
1995-12,1639.623,
1996-01,1145.953,
1996-02,282.495,
1996-03,499.516,
1996-04,140.437,
1996-05,118.855,
1996-06,660.739,
1996-07,843.576,
1996-08,174.859,
1996-09,821.299,
1996-10,1725.819,
1996-11,318.580,
1996-12,6982.756,
1997-01,756.018,
1997-02,55.916,
1997-03,1377.404,
1997-04,333.631,
1997-05,103.255,
1997-06,1039.049,
1997-07,510.900,
1997-08,171.723,
1997-09,200.713,
1997-10,277.946,
1997-11,354.260,
1997-12,5065.626,
1998-01,613.860,
1998-02,871.003,
1998-03,1392.805,
1998-04,663.961,
1998-05,1640.076,
1998-06,2770.586,
1998-07,1312.822,
1998-08,42.148,
1998-09,1004.303,
1998-10,112.284,
1998-11,172.515,
1998-12,7554.172,
1999-01,163.856,
1999-02,285.632,
1999-03,517.261,
1999-04,334.116,
1999-05,169.111,
1999-06,1685.537,
1999-07,642.788,
1999-08,315.050,
1999-09,1526.827,
1999-10,2113.018,
1999-11,1929.215,
1999-12,26194.301,
2000-01,306.881,
2000-02,20581.329,
2000-03,7714.802,
2000-04,1703.753,
2000-05,3834.556,
2000-06,3461.892,
2000-07,2754.808,
2000-08,1671.801,
2000-09,805.544,
2000-10,2861.474,
2000-11,7639.669,
2000-12,154690.082,
2001-01,7066.845,
2001-02,6856.308,
2001-03,290.605,
2001-04,1738.458,
2001-05,486.938,
2001-06,1550.688,
2001-07,2972.880,
2001-08,12413.569,
2001-09,2421.029,
2001-10,756.415,
2001-11,4857.513,
2001-12,13319.882,
2002-01,1402.356,
2002-02,1792.715,
2002-03,2072.972,
2002-04,4047.017,
2002-05,619.215,
2002-06,3375.230,
2002-07,3273.567,
2002-08,638.551,
2002-09,299.714,
2002-10,1587.973,
2002-11,670.218,
2002-12,12565.610,
2003-01,491.722,
2003-02,391.065,
2003-03,620.996,
2003-04,675.110,
2003-05,340.451,
2003-06,1720.254,
2003-07,1127.423,
2003-08,8791.200,
2003-09,2675.738,
2003-10,309.018,
2003-11,312.716,
2003-12,14389.528,
2004-01,3508.137,
2004-02,590.938,
2004-03,2514.996,
2004-04,804.395,
2004-05,1442.102,
2004-06,6747.714,
2004-07,1475.555,
2004-08,2316.654,
2004-09,2295.423,
2004-10,261.596,
2004-11,1549.752,
2004-12,3047.742,
2005-01,1826.481,
2005-02,206.091,
2005-03,169.418,
2005-04,76.385,
2005-05,4407.769,
2005-06,2041.852,
2005-07,1665.163,
2005-08,1001.889,
2005-09,710.053,
2005-10,3817.050,
2005-11,1220.546,
2005-12,29426.635,
2006-01,1615.305,
2006-02,1817.153,
2006-03,400.649,
2006-04,2041.025,
2006-05,262.792,
2006-06,1455.512,
2006-07,5018.939,
2006-08,409.296,
2006-09,5000.824,
2006-10,394.337,
2006-11,886.712,
2006-12,19829.313,
2007-01,258.826,
2007-02,2933.365,
2007-03,7780.204,
2007-04,296.575,
2007-05,1390.076,
2007-06,2134.566,
2007-07,5899.685,
2007-08,4691.845,
2007-09,1292.835,
2007-10,1306.198,
2007-11,4800.283,
2007-12,22412.791,
2008-01,1050.346,
2008-02,1084.103,
2008-03,1071.442,
2008-04,1194.209,
2008-05,481.983,
2008-06,2023.222,
2008-07,1972.670,
2008-08,1875.289,
2008-09,3107.473,
2008-10,1918.044,
2008-11,750.215,
2008-12,10087.762,
2009-01,1911.575,
2009-02,2711.414,
2009-03,1900.300,
2009-04,701.074,
2009-05,124.249,
2009-06,3278.473,
2009-07,3347.965,
2009-08,198.046,
2009-09,697.785,
2009-10,880.048,
2009-11,988.735,
2009-12,5062.171,
2010-01,2616.086,
2010-02,1148.026,
2010-03,1601.403,
2010-04,517.773,
2010-05,715.697,
2010-06,1365.338,
2010-07,7762.383,
2010-08,1009.680,
2010-09,602.398,
2010-10,1585.582,
2010-11,481.232,
2010-12,5331.750,
2011-01,1945.408,
2011-02,4991.011,
2011-03,3836.525,
2011-04,1191.113,
2011-05,906.814,
2011-06,1614.030,
2011-07,1460.967,
2011-08,420.508,
2011-09,885.948,
2011-10,1153.582,
2011-11,1240.514,
2011-12,4348.138,
2012-01,637.009,
2012-02,421.724,
2012-03,610.479,
2012-04,493.524,
2012-05,1675.279,
2012-06,457.667,
2012-07,154.123,
2012-08,128.656,
2012-09,7451.382,
2012-10,1016.525,
2012-11,68.966,
2012-12,1675.818,
2013-01,836.440,
2013-02,205.065,
2013-03,1884.020,
2013-04,596.930,
2013-05,2359.967,
2013-06,707.512,
2013-07,171.332,
2013-08,246.324,
2013-09,383.578,
2013-10,68.354,
2013-11,395.566,
2013-12,438.618,
2014-01,136.035,
2014-02,1877.301,Provisional value
2014-03,686.650,Provisional value
2014-04,70.498,Provisional value
2014-05,306.396,Provisional value
2014-06,331.738,Provisional value
2014-07,92.654,Provisional value
2014-08,64.319,Provisional value
2014-09,549.994,
2014-10,933.522,
2014-11,240.831,
2014-12,2458.301,Provisional value
