"",BBK01.PC3787,BBK01.PC3787_FLAGS
"","Lending to chemical industry, manufacture of coke, refined petroleum products and nuclear fuel / Total / Foreign banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:36,
1985-10,0.935,
1986-01,1.029,
1986-04,0.916,
1986-07,0.936,
1986-10,0.823,
1987-01,0.827,
1987-04,0.819,
1987-07,0.847,
1987-10,0.769,
1988-01,0.856,
1988-04,0.850,
1988-07,0.811,
1988-10,0.836,
1989-01,0.891,
1989-04,0.939,
1989-07,0.907,
1989-10,0.935,
1990-01,1.155,
1990-04,1.141,
1990-07,1.079,
1990-10,0.954,
1991-01,1.051,
1991-04,1.192,
1991-07,0.973,
1991-10,0.881,
1992-01,0.894,
1992-04,1.013,
1992-07,0.882,
1992-10,0.879,
1993-01,0.802,
1993-04,0.999,
1993-07,0.863,
1993-10,0.722,
1994-01,0.713,
1994-04,0.801,
1994-07,0.763,
1994-10,0.759,
1995-01,0.926,
1995-04,0.977,
1995-07,0.751,
1995-10,0.739,
1996-01,0.685,
1996-04,0.713,
1996-07,0.674,
1996-10,0.762,
1997-01,0.924,
1997-04,1.149,
1997-07,1.103,
1997-10,0.980,
1998-01,0.855,
1998-04,0.908,
1998-07,1.039,
1998-10,0.855,
1999-01,0.723,
1999-04,0.742,
1999-07,0.896,
1999-10,1.085,
2000-01,1.227,
2000-04,1.189,
2000-07,1.046,
2000-10,0.952,
2001-01,1.066,
2001-04,1.211,
2001-07,1.201,
2001-10,0.981,
2002-01,1.084,
2002-04,1.036,
2002-07,1.192,
2002-10,1.121,
2003-01,1.027,
2003-04,1.095,
2003-07,1.167,
2003-10,0.934,
2004-01,1.023,
2004-04,0.847,
2004-07,0.904,
2004-10,0.973,
2005-01,0.968,
2005-04,2.292,
2005-07,2.054,
2005-10,4.085,
2006-01,2.664,
2006-04,3.239,
2006-07,3.058,
2006-10,2.506,
2007-01,4.270,
2007-04,3.534,
2007-07,3.020,
2007-10,1.863,
2008-01,2.101,
2008-04,3.297,
2008-07,3.304,
2008-10,2.977,
2009-01,2.279,
2009-04,2.302,
2009-07,2.364,
2009-10,1.471,
2010-01,1.489,
2010-04,1.468,
2010-07,1.300,
2010-10,1.130,
2011-01,1.199,
2011-04,1.127,
2011-07,1.032,
2011-10,0.919,
2012-01,1.068,
2012-04,1.302,
2012-07,1.357,
2012-10,1.269,
2013-01,1.247,
2013-04,1.205,
2013-07,1.182,
2013-10,1.213,
2014-01,1.297,
2014-04,1.223,
2014-07,1.158,
2014-10,0.951,
