"",BBEX3.D.NZD.EUR.BB.AC.000,BBEX3.D.NZD.EUR.BB.AC.000_FLAGS
2010-09-17,1.7940,
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,1.7937,
2010-09-21,1.7985,
2010-09-22,1.8122,
2010-09-23,1.8313,
2010-09-24,1.8351,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,1.8344,
2010-09-28,1.8337,
2010-09-29,1.8388,
2010-09-30,1.8436,
2010-10-01,1.8550,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,1.8456,
2010-10-05,1.8515,
2010-10-06,1.8423,
2010-10-07,1.8445,
2010-10-08,1.8598,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,1.8523,
2010-10-12,1.8334,
2010-10-13,1.8407,
2010-10-14,1.8538,
2010-10-15,1.8565,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,1.8442,
2010-10-19,1.8491,
2010-10-20,1.8489,
2010-10-21,1.8637,
2010-10-22,1.8636,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,1.8623,
2010-10-26,1.8549,
2010-10-27,1.8500,
2010-10-28,1.8459,
2010-10-29,1.8280,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,1.8130,
2010-11-02,1.8154,
2010-11-03,1.8093,
2010-11-04,1.7889,
2010-11-05,1.7747,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,1.7680,
2010-11-09,1.7681,
2010-11-10,1.7680,
2010-11-11,1.7495,
2010-11-12,1.7653,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,1.7601,
2010-11-16,1.7655,
2010-11-17,1.7569,
2010-11-18,1.7577,
2010-11-19,1.7620,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,1.7669,
2010-11-23,1.7626,
2010-11-24,1.7546,
2010-11-25,1.7547,
2010-11-26,1.7653,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,1.7640,
2010-11-30,1.7557,
2010-12-01,1.7589,
2010-12-02,1.7553,
2010-12-03,1.7519,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,1.7469,
2010-12-07,1.7450,
2010-12-08,1.7630,
2010-12-09,1.7710,
2010-12-10,1.7628,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,1.7630,
2010-12-14,1.7788,
2010-12-15,1.7861,
2010-12-16,1.7921,
2010-12-17,1.7976,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,1.7718,
2010-12-21,1.7666,
2010-12-22,1.7650,
2010-12-23,1.7531,
2010-12-24,1.7508,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,1.7569,
2010-12-28,1.7450,
2010-12-29,1.7272,
2010-12-30,1.7207,
2010-12-31,1.7200,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,1.7183,
2011-01-04,1.7483,
2011-01-05,1.7281,
2011-01-06,1.7269,
2011-01-07,1.7112,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,1.7011,
2011-01-11,1.7064,
2011-01-12,1.7113,
2011-01-13,1.7153,
2011-01-14,1.7396,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,1.7189,
2011-01-18,1.7326,
2011-01-19,1.7377,
2011-01-20,1.7684,
2011-01-21,1.7844,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,1.7871,
2011-01-25,1.7810,
2011-01-26,1.7834,
2011-01-27,1.7738,
2011-01-28,1.7643,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,1.7763,
2011-02-01,1.7671,
2011-02-02,1.7657,
2011-02-03,1.7821,
2011-02-04,1.7685,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,1.7582,
2011-02-08,1.7587,
2011-02-09,1.7687,
2011-02-10,1.7737,
2011-02-11,1.7869,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,1.7797,
2011-02-15,1.7925,
2011-02-16,1.7931,
2011-02-17,1.7951,
2011-02-18,1.7891,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,1.7899,
2011-02-22,1.8243,
2011-02-23,1.8394,
2011-02-24,1.8450,
2011-02-25,1.8337,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,1.8390,
2011-03-01,1.8397,
2011-03-02,1.8634,
2011-03-03,1.8581,
2011-03-04,1.8965,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,1.8985,
2011-03-08,1.8793,
2011-03-09,1.8808,
2011-03-10,1.8795,
2011-03-11,1.8678,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,1.8918,
2011-03-15,1.9086,
2011-03-16,1.8991,
2011-03-17,1.9391,
2011-03-18,1.9434,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,1.9286,
2011-03-22,1.9120,
2011-03-23,1.9096,
2011-03-24,1.8893,
2011-03-25,1.8749,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,1.8707,
2011-03-29,1.8731,
2011-03-30,1.8544,
2011-03-31,1.8598,
2011-04-01,1.8518,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,1.8524,
2011-04-05,1.8412,
2011-04-06,1.8455,
2011-04-07,1.8345,
2011-04-08,1.8446,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,1.8446,
2011-04-12,1.8409,
2011-04-13,1.8360,
2011-04-14,1.8238,
2011-04-15,1.8152,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,1.8130,
2011-04-19,1.8154,
2011-04-20,1.8206,
2011-04-21,1.8200,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,1.8169,
2011-04-27,1.8212,
2011-04-28,1.8495,
2011-04-29,1.8414,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,1.8366,
2011-05-03,1.8468,
2011-05-04,1.8780,
2011-05-05,1.8837,
2011-05-06,1.8424,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,1.8179,
2011-05-10,1.8104,
2011-05-11,1.8074,
2011-05-12,1.7977,
2011-05-13,1.7997,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,1.8158,
2011-05-17,1.8157,
2011-05-18,1.8079,
2011-05-19,1.8071,
2011-05-20,1.7907,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,1.7761,
2011-05-24,1.7608,
2011-05-25,1.7672,
2011-05-26,1.7496,
2011-05-27,1.7479,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,1.7454,
2011-05-31,1.7489,
2011-06-01,1.7502,
2011-06-02,1.7740,
2011-06-03,1.7860,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,1.7900,
2011-06-07,1.7838,
2011-06-08,1.7922,
2011-06-09,1.7685,
2011-06-10,1.7531,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,1.7675,
2011-06-14,1.7663,
2011-06-15,1.7574,
2011-06-16,1.7652,
2011-06-17,1.7650,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,1.7662,
2011-06-21,1.7694,
2011-06-22,1.7640,
2011-06-23,1.7507,
2011-06-24,1.7482,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,1.7677,
2011-06-28,1.7762,
2011-06-29,1.7559,
2011-06-30,1.7468,
2011-07-01,1.7552,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,1.7487,
2011-07-05,1.7457,
2011-07-06,1.7335,
2011-07-07,1.7230,
2011-07-08,1.7111,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,1.6877,
2011-07-12,1.7046,
2011-07-13,1.7041,
2011-07-14,1.6830,
2011-07-15,1.6815,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,1.6640,
2011-07-19,1.6628,
2011-07-20,1.6609,
2011-07-21,1.6579,
2011-07-22,1.6625,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,1.6619,
2011-07-26,1.6568,
2011-07-27,1.6530,
2011-07-28,1.6356,
2011-07-29,1.6491,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,1.6348,
2011-08-02,1.6283,
2011-08-03,1.6531,
2011-08-04,1.6764,
2011-08-05,1.6900,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,1.7141,
2011-08-09,1.7329,
2011-08-10,1.7183,
2011-08-11,1.7353,
2011-08-12,1.7223,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,1.7260,
2011-08-16,1.7338,
2011-08-17,1.7264,
2011-08-18,1.7293,
2011-08-19,1.7404,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,1.7447,
2011-08-23,1.7360,
2011-08-24,1.7403,
2011-08-25,1.7335,
2011-08-26,1.7262,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,1.7155,
2011-08-30,1.6979,
2011-08-31,1.6929,
2011-09-01,1.6793,
2011-09-02,1.6737,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,1.6880,
2011-09-06,1.6972,
2011-09-07,1.6913,
2011-09-08,1.6815,
2011-09-09,1.6665,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,1.6658,
2011-09-13,1.6557,
2011-09-14,1.6677,
2011-09-15,1.6778,
2011-09-16,1.6601,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,1.6581,
2011-09-20,1.6632,
2011-09-21,1.6643,
2011-09-22,1.7185,
2011-09-23,1.7344,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,1.7376,
2011-09-27,1.7228,
2011-09-28,1.7330,
2011-09-29,1.7476,
2011-09-30,1.7660,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,1.7516,
2011-10-04,1.7573,
2011-10-05,1.7536,
2011-10-06,1.7313,
2011-10-07,1.7384,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,1.7415,
2011-10-11,1.7462,
2011-10-12,1.7373,
2011-10-13,1.7352,
2011-10-14,1.7317,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,1.7225,
2011-10-18,1.7360,
2011-10-19,1.7306,
2011-10-20,1.7310,
2011-10-21,1.7304,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,1.7219,
2011-10-25,1.7356,
2011-10-26,1.7479,
2011-10-27,1.7231,
2011-10-28,1.7321,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,1.7223,
2011-11-01,1.7152,
2011-11-02,1.7387,
2011-11-03,1.7325,
2011-11-04,1.7401,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,1.7280,
2011-11-08,1.7351,
2011-11-09,1.7341,
2011-11-10,1.7455,
2011-11-11,1.7536,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,1.7448,
2011-11-15,1.7591,
2011-11-16,1.7588,
2011-11-17,1.7645,
2011-11-18,1.7800,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,1.7945,
2011-11-22,1.8086,
2011-11-23,1.8041,
2011-11-24,1.7971,
2011-11-25,1.7907,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,1.7694,
2011-11-29,1.7519,
2011-11-30,1.7380,
2011-12-01,1.7347,
2011-12-02,1.7296,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,1.7191,
2011-12-06,1.7209,
2011-12-07,1.7193,
2011-12-08,1.7147,
2011-12-09,1.7357,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,1.7293,
2011-12-13,1.7215,
2011-12-14,1.7254,
2011-12-15,1.7299,
2011-12-16,1.7106,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,1.7115,
2011-12-20,1.7139,
2011-12-21,1.6987,
2011-12-22,1.6888,
2011-12-23,1.6862,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,1.6886,
2011-12-28,1.6812,
2011-12-29,1.6815,
2011-12-30,1.6737,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,1.6623,
2012-01-03,1.6541,
2012-01-04,1.6452,
2012-01-05,1.6399,
2012-01-06,1.6347,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,1.6221,
2012-01-10,1.6098,
2012-01-11,1.6016,
2012-01-12,1.5985,
2012-01-13,1.6090,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,1.5982,
2012-01-17,1.5981,
2012-01-18,1.5911,
2012-01-19,1.6102,
2012-01-20,1.6071,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,1.6008,
2012-01-24,1.6092,
2012-01-25,1.6064,
2012-01-26,1.6004,
2012-01-27,1.5949,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,1.6042,
2012-01-31,1.5918,
2012-02-01,1.5839,
2012-02-02,1.5728,
2012-02-03,1.5829,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,1.5721,
2012-02-07,1.5747,
2012-02-08,1.5814,
2012-02-09,1.5896,
2012-02-10,1.5948,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,1.5867,
2012-02-14,1.5822,
2012-02-15,1.5626,
2012-02-16,1.5695,
2012-02-17,1.5730,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,1.5777,
2012-02-21,1.5839,
2012-02-22,1.5933,
2012-02-23,1.5933,
2012-02-24,1.6022,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,1.6046,
2012-02-28,1.6040,
2012-02-29,1.5902,
2012-03-01,1.5909,
2012-03-02,1.5851,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,1.6040,
2012-03-06,1.6150,
2012-03-07,1.6043,
2012-03-08,1.6045,
2012-03-09,1.6020,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,1.6092,
2012-03-13,1.5941,
2012-03-14,1.6082,
2012-03-15,1.5988,
2012-03-16,1.5942,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,1.5967,
2012-03-20,1.6160,
2012-03-21,1.6209,
2012-03-22,1.6294,
2012-03-23,1.6300,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,1.6195,
2012-03-27,1.6203,
2012-03-28,1.6304,
2012-03-29,1.6292,
2012-03-30,1.6254,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,1.6251,
2012-04-03,1.6203,
2012-04-04,1.6136,
2012-04-05,1.6026,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,1.6043,
2012-04-11,1.6029,
2012-04-12,1.6001,
2012-04-13,1.5848,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,1.5925,
2012-04-17,1.6034,
2012-04-18,1.6003,
2012-04-19,1.6031,
2012-04-20,1.6190,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,1.6193,
2012-04-24,1.6170,
2012-04-25,1.6217,
2012-04-26,1.6196,
2012-04-27,1.6168,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,1.6133,
2012-05-01,.,No value available
2012-05-02,1.6165,
2012-05-03,1.6371,
2012-05-04,1.6465,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,1.6378,
2012-05-08,1.6456,
2012-05-09,1.6509,
2012-05-10,1.6434,
2012-05-11,1.6476,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,1.6534,
2012-05-15,1.6573,
2012-05-16,1.6601,
2012-05-17,1.6625,
2012-05-18,1.6741,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,1.6841,
2012-05-22,1.6764,
2012-05-23,1.6871,
2012-05-24,1.6660,
2012-05-25,1.6563,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,1.6477,
2012-05-29,1.6481,
2012-05-30,1.6402,
2012-05-31,1.6439,
2012-06-01,1.6422,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,1.6430,
2012-06-05,1.6482,
2012-06-06,1.6366,
2012-06-07,1.6272,
2012-06-08,1.6314,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,1.6217,
2012-06-12,1.6097,
2012-06-13,1.6094,
2012-06-14,1.6143,
2012-06-15,1.6046,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,1.5947,
2012-06-19,1.5854,
2012-06-20,1.5928,
2012-06-21,1.5857,
2012-06-22,1.5899,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,1.5881,
2012-06-26,1.5784,
2012-06-27,1.5804,
2012-06-28,1.5728,
2012-06-29,1.5746,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,1.5667,
2012-07-03,1.5681,
2012-07-04,1.5635,
2012-07-05,1.5448,
2012-07-06,1.5443,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,1.5484,
2012-07-10,1.5408,
2012-07-11,1.5369,
2012-07-12,1.5463,
2012-07-13,1.5403,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,1.5338,
2012-07-17,1.5394,
2012-07-18,1.5397,
2012-07-19,1.5273,
2012-07-20,1.5237,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,1.5301,
2012-07-24,1.5288,
2012-07-25,1.5409,
2012-07-26,1.5353,
2012-07-27,1.5287,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,1.5133,
2012-07-31,1.5166,
2012-08-01,1.5145,
2012-08-02,1.5164,
2012-08-03,1.5038,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,1.5112,
2012-08-07,1.5139,
2012-08-08,1.5177,
2012-08-09,1.5171,
2012-08-10,1.5162,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,1.5205,
2012-08-14,1.5259,
2012-08-15,1.5253,
2012-08-16,1.5201,
2012-08-17,1.5301,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,1.5230,
2012-08-21,1.5286,
2012-08-22,1.5387,
2012-08-23,1.5372,
2012-08-24,1.5435,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,1.5455,
2012-08-28,1.5552,
2012-08-29,1.5612,
2012-08-30,1.5671,
2012-08-31,1.5708,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,1.5753,
2012-09-04,1.5818,
2012-09-05,1.5847,
2012-09-06,1.5830,
2012-09-07,1.5787,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,1.5770,
2012-09-11,1.5690,
2012-09-12,1.5739,
2012-09-13,1.5675,
2012-09-14,1.5719,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,1.5786,
2012-09-18,1.5787,
2012-09-19,1.5720,
2012-09-20,1.5729,
2012-09-21,1.5601,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,1.5742,
2012-09-25,1.5684,
2012-09-26,1.5675,
2012-09-27,1.5534,
2012-09-28,1.5536,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,1.5533,
2012-10-02,1.5521,
2012-10-03,1.5709,
2012-10-04,1.5788,
2012-10-05,1.5775,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,1.5854,
2012-10-09,1.5770,
2012-10-10,1.5732,
2012-10-11,1.5796,
2012-10-12,1.5815,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,1.5895,
2012-10-16,1.6023,
2012-10-17,1.6009,
2012-10-18,1.5983,
2012-10-19,1.5910,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,1.5972,
2012-10-23,1.6002,
2012-10-24,1.5887,
2012-10-25,1.5775,
2012-10-26,1.5740,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,1.5717,
2012-10-30,1.5765,
2012-10-31,1.5810,
2012-11-01,1.5685,
2012-11-02,1.5533,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,1.5515,
2012-11-06,1.5451,
2012-11-07,1.5403,
2012-11-08,1.5591,
2012-11-09,1.5622,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,1.5591,
2012-11-13,1.5544,
2012-11-14,1.5658,
2012-11-15,1.5727,
2012-11-16,1.5739,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,1.5621,
2012-11-20,1.5684,
2012-11-21,1.5741,
2012-11-22,1.5809,
2012-11-23,1.5760,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,1.5770,
2012-11-27,1.5743,
2012-11-28,1.5710,
2012-11-29,1.5763,
2012-11-30,1.5865,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,1.5891,
2012-12-04,1.5866,
2012-12-05,1.5826,
2012-12-06,1.5693,
2012-12-07,1.5506,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,1.5501,
2012-12-11,1.5515,
2012-12-12,1.5504,
2012-12-13,1.5476,
2012-12-14,1.5564,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,1.5604,
2012-12-18,1.5660,
2012-12-19,1.5889,
2012-12-20,1.5882,
2012-12-21,1.6029,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,1.6071,
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,1.6183,
2012-12-28,1.6053,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,1.6045,
2013-01-01,.,No value available
2013-01-02,1.5859,
2013-01-03,1.5728,
2013-01-04,1.5806,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,1.5614,
2013-01-08,1.5660,
2013-01-09,1.5579,
2013-01-10,1.5550,
2013-01-11,1.5801,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,1.5860,
2013-01-15,1.5886,
2013-01-16,1.5826,
2013-01-17,1.5921,
2013-01-18,1.5931,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,1.5925,
2013-01-22,1.5837,
2013-01-23,1.5827,
2013-01-24,1.5881,
2013-01-25,1.6099,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,1.6210,
2013-01-29,1.6072,
2013-01-30,1.6262,
2013-01-31,1.6164,
2013-02-01,1.6191,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,1.6002,
2013-02-05,1.6074,
2013-02-06,1.6061,
2013-02-07,1.6241,
2013-02-08,1.5962,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,1.6081,
2013-02-12,1.6081,
2013-02-13,1.6022,
2013-02-14,1.5715,
2013-02-15,1.5703,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,1.5797,
2013-02-19,1.5803,
2013-02-20,1.5972,
2013-02-21,1.5796,
2013-02-22,1.5736,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,1.5832,
2013-02-26,1.5805,
2013-02-27,1.5895,
2013-02-28,1.5810,
2013-03-01,1.5759,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,1.5818,
2013-03-05,1.5763,
2013-03-06,1.5630,
2013-03-07,1.5704,
2013-03-08,1.5789,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,1.5813,
2013-03-12,1.5807,
2013-03-13,1.5730,
2013-03-14,1.5811,
2013-03-15,1.5888,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,1.5686,
2013-03-19,1.5712,
2013-03-20,1.5740,
2013-03-21,1.5494,
2013-03-22,1.5559,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,1.5465,
2013-03-26,1.5385,
2013-03-27,1.5274,
2013-03-28,1.5308,
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,1.5229,
2013-04-03,1.5198,
2013-04-04,1.5268,
2013-04-05,1.5408,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,1.5405,
2013-04-09,1.5356,
2013-04-10,1.5300,
2013-04-11,1.5140,
2013-04-12,1.5182,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,1.5443,
2013-04-16,1.5468,
2013-04-17,1.5502,
2013-04-18,1.5454,
2013-04-19,1.5486,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,1.5461,
2013-04-23,1.5472,
2013-04-24,1.5366,
2013-04-25,1.5299,
2013-04-26,1.5277,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,1.5322,
2013-04-30,1.5272,
2013-05-01,.,No value available
2013-05-02,1.5540,
2013-05-03,1.5391,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,1.5380,
2013-05-07,1.5524,
2013-05-08,1.5629,
2013-05-09,1.5530,
2013-05-10,1.5623,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,1.5662,
2013-05-14,1.5757,
2013-05-15,1.5662,
2013-05-16,1.5796,
2013-05-17,1.5917,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,1.5760,
2013-05-21,1.5781,
2013-05-22,1.5923,
2013-05-23,1.5932,
2013-05-24,1.5963,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,1.5997,
2013-05-28,1.5927,
2013-05-29,1.5912,
2013-05-30,1.6149,
2013-05-31,1.6265,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,1.6268,
2013-06-04,1.6290,
2013-06-05,1.6331,
2013-06-06,1.6485,
2013-06-07,1.6658,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,1.6728,
2013-06-11,1.7080,
2013-06-12,1.6604,
2013-06-13,1.6696,
2013-06-14,1.6469,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,1.6519,
2013-06-18,1.6756,
2013-06-19,1.6749,
2013-06-20,1.6927,
2013-06-21,1.7004,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,1.6969,
2013-06-25,1.6939,
2013-06-26,1.6730,
2013-06-27,1.6640,
2013-06-28,1.6792,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,1.6774,
2013-07-02,1.6769,
2013-07-03,1.6743,
2013-07-04,1.6655,
2013-07-05,1.6450,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,1.6573,
2013-07-09,1.6359,
2013-07-10,1.6316,
2013-07-11,1.6588,
2013-07-12,1.6752,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,1.6803,
2013-07-16,1.6670,
2013-07-17,1.6725,
2013-07-18,1.6621,
2013-07-19,1.6471,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,1.6600,
2013-07-23,1.6528,
2013-07-24,1.6606,
2013-07-25,1.6423,
2013-07-26,1.6455,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,1.6444,
2013-07-30,1.6606,
2013-07-31,1.6648,
2013-08-01,1.6662,
2013-08-02,1.6765,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,1.7076,
2013-08-06,1.6890,
2013-08-07,1.6826,
2013-08-08,1.6747,
2013-08-09,1.6682,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,1.6580,
2013-08-13,1.6618,
2013-08-14,1.6501,
2013-08-15,1.6479,
2013-08-16,1.6501,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,1.6453,
2013-08-20,1.6780,
2013-08-21,1.6913,
2013-08-22,1.7049,
2013-08-23,1.7185,
