"",BBK01.QUY476,BBK01.QUY476_FLAGS
"",Consolidated German banks: Foreign shares issued by foreign enterprises and households / Switzerland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:38,
2002-03,2.200,
2002-04,3.511,
2002-05,2.741,
2002-06,2.021,
2002-07,1.677,
2002-08,0.890,
2002-09,0.728,
2002-10,0.603,
2002-11,0.509,
2002-12,0.850,
2003-01,0.733,
2003-02,0.731,
2003-03,0.682,
2003-04,0.369,
2003-05,1.072,
2003-06,1.996,
2003-07,2.150,
2003-08,2.227,
2003-09,1.841,
2003-10,1.486,
2003-11,0.864,
2003-12,0.361,
2004-01,0.182,
2004-02,1.131,
2004-03,1.606,
2004-04,-4.041,
2004-05,-1.005,
2004-06,-0.972,
2004-07,0.323,
2004-08,0.157,
2004-09,0.717,
2004-10,1.127,
2004-11,0.421,
2004-12,0.714,
2005-01,0.456,
2005-02,0.733,
2005-03,0.754,
2005-04,1.300,
2005-05,1.805,
2005-06,1.503,
2005-07,2.095,
2005-08,1.953,
2005-09,1.839,
2005-10,1.396,
2005-11,1.040,
2005-12,0.469,
2006-01,0.852,
2006-02,-3.518,
2006-03,-2.878,
2006-04,-2.940,
2006-05,-0.128,
2006-06,0.279,
2006-07,1.379,
2006-08,1.317,
2006-09,1.204,
2006-10,2.044,
2006-11,1.985,
2006-12,3.503,
2007-01,2.994,
2007-02,3.719,
2007-03,-0.243,
2007-04,0.782,
2007-05,3.078,
2007-06,5.184,
2007-07,4.672,
2007-08,5.228,
2007-09,4.787,
2007-10,4.963,
2007-11,4.962,
2007-12,6.006,
2008-01,4.683,
2008-02,2.794,
2008-03,1.614,
2008-04,-0.706,
2008-05,2.112,
2008-06,2.582,
2008-07,2.657,
2008-08,2.768,
2008-09,1.406,
2008-10,1.573,
2008-11,1.321,
2008-12,1.369,
2009-01,1.134,
2009-02,0.035,
2009-03,1.619,
2009-04,2.514,
2009-05,2.067,
2009-06,1.870,
2009-07,1.562,
2009-08,0.918,
2009-09,1.250,
2009-10,1.304,
2009-11,1.351,
2009-12,1.486,
2010-01,1.824,
2010-02,2.416,
2010-03,1.971,
2010-04,1.842,
2010-05,2.548,
2010-06,2.281,
2010-07,2.394,
2010-08,2.171,
2010-09,2.267,
2010-10,2.904,
2010-11,3.036,
2010-12,2.143,
2011-01,1.516,
2011-02,-2.373,
2011-03,1.047,
2011-04,1.020,
2011-05,1.467,
2011-06,2.802,
2011-07,2.018,
2011-08,0.816,
2011-09,1.159,
2011-10,1.321,
2011-11,1.086,
2011-12,1.266,
2012-01,0.866,
2012-02,-1.720,
2012-03,1.255,
2012-04,0.706,
2012-05,0.707,
2012-06,3.364,
2012-07,4.748,
2012-08,3.930,
2012-09,1.931,
2012-10,2.390,
2012-11,1.916,
2012-12,1.379,
2013-01,0.751,
2013-02,-2.093,
2013-03,-0.014,
2013-04,-0.475,
2013-05,0.072,
2013-06,-0.019,
2013-07,0.655,
2013-08,-0.065,
2013-09,0.118,
2013-10,0.821,
2013-11,1.376,
2013-12,1.003,
2014-01,0.691,
2014-02,-5.128,
2014-03,0.067,
2014-04,0.163,
2014-05,0.899,
2014-06,1.229,
2014-07,0.999,
2014-08,0.930,
2014-09,0.176,
2014-10,0.562,
