"",BBK01.TUD416,BBK01.TUD416_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in the home country / General government / Loans / German contribition,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:02,
1979-12,135810,
1980-01,136317,
1980-02,137310,
1980-03,137007,
1980-04,138781,
1980-05,140637,
1980-06,141032,
1980-07,142390,
1980-08,142036,
1980-09,143040,
1980-10,144712,
1980-11,148850,
1980-12,149263,
1981-01,150023,
1981-02,150482,
1981-03,152110,
1981-04,155011,
1981-05,155329,
1981-06,157772,
1981-07,159711,
1981-08,161325,
1981-09,162838,
1981-10,165675,
1981-11,169634,
1981-12,172940,
1982-01,175511,
1982-02,175091,
1982-03,176323,
1982-04,178467,
1982-05,177399,
1982-06,177087,
1982-07,177883,
1982-08,177360,
1982-09,178566,
1982-10,180506,
1982-11,182211,
1982-12,185374,
1983-01,185975,
1983-02,185391,
1983-03,185764,
1983-04,186467,
1983-05,185766,
1983-06,186444,
1983-07,186590,
1983-08,186089,
1983-09,186375,
1983-10,188065,
1983-11,189736,
1983-12,190822,
1984-01,189995,
1984-02,189191,
1984-03,188048,
1984-04,189323,
1984-05,188739,
1984-06,189292,
1984-07,190017,
1984-08,190646,
1984-09,192041,
1984-10,192967,
1984-11,195616,
1984-12,196698,
1985-01,196327,
1985-02,196449,
1985-03,196483,
1985-04,196981,
1985-05,197220,
1985-06,197223,
1985-07,197308,
1985-08,197574,
1985-09,197667,
1985-10,199044,
1985-11,200364,
1985-12,201730,
1986-01,200557,
1986-02,199598,
1986-03,199506,
1986-04,199626,
1986-05,199145,
1986-06,199033,
1986-07,199459,
1986-08,200173,
1986-09,198899,
1986-10,199430,
1986-11,200171,
1986-12,202262,
1987-01,201103,
1987-02,200400,
1987-03,199621,
1987-04,200728,
1987-05,201610,
1987-06,201334,
1987-07,203605,
1987-08,203795,
1987-09,203935,
1987-10,206589,
1987-11,210468,
1987-12,211987,
1988-01,212762,
1988-02,213648,
1988-03,212964,
1988-04,214054,
1988-05,213881,
1988-06,214702,
1988-07,216317,
1988-08,217057,
1988-09,217586,
1988-10,220203,
1988-11,223682,
1988-12,224356,
1989-01,225143,
1989-02,224107,
1989-03,221823,
1989-04,222852,
1989-05,222064,
1989-06,221487,
1989-07,222032,
1989-08,221981,
1989-09,221346,
1989-10,222802,
1989-11,225721,
1989-12,226080,
1990-01,226117,
1990-02,225473,
1990-03,224646,
1990-04,226087,
1990-05,226029,
1990-06,253462,
1990-07,253176,
1990-08,256021,
1990-09,258487,
1990-10,262312,
1990-11,266146,
1990-12,269606,
1991-01,273410,
1991-02,279411,
1991-03,280385,
1991-04,283575,
1991-05,285358,
1991-06,286269,
1991-07,288270,
1991-08,290735,
1991-09,289315,
1991-10,292484,
1991-11,295034,
1991-12,298029,
1992-01,297319,
1992-02,295875,
1992-03,295113,
1992-04,292783,
1992-05,290093,
1992-06,290244,
1992-07,290864,
1992-08,288754,
1992-09,287281,
1992-10,290267,
1992-11,283232,
1992-12,284412,
1993-01,282245,
1993-02,282134,
1993-03,283821,
1993-04,288467,
1993-05,291185,
1993-06,292098,
1993-07,295181,
1993-08,295257,
1993-09,296558,
1993-10,299944,
1993-11,304088,
1993-12,306569,
1994-01,306371,
1994-02,304967,
1994-03,305444,
1994-04,305803,
1994-05,305573,
1994-06,306365,
1994-07,307583,
1994-08,306171,
1994-09,307478,
1994-10,311221,
1994-11,318549,
1994-12,332416,
1995-01,352489,
1995-02,354644,
1995-03,361462,
1995-04,364898,
1995-05,370763,
1995-06,370511,
1995-07,383494,
1995-08,384381,
1995-09,384126,
1995-10,391691,
1995-11,399955,
1995-12,405049,
1996-01,411783,
1996-02,413334,
1996-03,415208,
1996-04,418888,
1996-05,419874,
1996-06,419109,
1996-07,421794,
1996-08,420328,
1996-09,422094,
1996-10,432294,
1996-11,443706,
1996-12,438562,
1997-01,439691,
1997-02,443820,
1997-03,446955,
1997-04,446821,
1997-05,448527,
1997-06,439804,
1997-07,451103,
1997-08,454919,
1997-09,455967,
1997-10,466366,
1997-11,475739,
1997-12,465797,
1998-01,467740,
1998-02,476535,
1998-03,473281,
1998-04,475802,
1998-05,469676,
1998-06,469467,
1998-07,473964,
1998-08,475728,
1998-09,474248,
1998-10,477402,
1998-11,479200,
1998-12,480152,
1999-01,482805,
1999-02,487643,
1999-03,485569,
1999-04,483457,
1999-05,482670,
1999-06,483802,
1999-07,483002,
1999-08,482252,
1999-09,482732,
1999-10,493234,
1999-11,496165,
1999-12,488444,
2000-01,490221,
2000-02,485462,
2000-03,487141,
2000-04,488883,
2000-05,489090,
2000-06,485427,
2000-07,487944,
2000-08,482396,
2000-09,473027,
2000-10,477372,
2000-11,477769,
2000-12,478498,
2001-01,483702,
2001-02,482347,
2001-03,482466,
2001-04,477081,
2001-05,475485,
2001-06,469245,
2001-07,470264,
2001-08,469533,
2001-09,466786,
2001-10,467654,
2001-11,477447,
2001-12,468687,
2002-01,469544,
2002-02,466897,
2002-03,464268,
2002-04,460356,
2002-05,455194,
2002-06,450020,
2002-07,458114,
2002-08,448499,
2002-09,445282,
2002-10,448329,
2002-11,449245,
2002-12,448458,
2003-01,453022,
2003-02,447314,
2003-03,444007,
2003-04,445782,
2003-05,439793,
2003-06,434588,
2003-07,444887,
2003-08,440592,
2003-09,435176,
2003-10,436565,
2003-11,442516,
2003-12,439587,
2004-01,440193,
2004-02,432138,
2004-03,444881,
2004-04,437243,
2004-05,431360,
2004-06,426194,
2004-07,434397,
2004-08,429864,
2004-09,425781,
2004-10,430860,
2004-11,426623,
2004-12,422996,
2005-01,427467,
2005-02,422218,
2005-03,420673,
2005-04,422837,
2005-05,421702,
2005-06,416239,
2005-07,418949,
2005-08,417002,
2005-09,410684,
2005-10,413161,
2005-11,406905,
2005-12,408740,
2006-01,409813,
2006-02,401112,
2006-03,401287,
2006-04,402821,
2006-05,394948,
2006-06,390957,
2006-07,392057,
2006-08,388959,
2006-09,387932,
2006-10,392633,
2006-11,393158,
2006-12,390246,
2007-01,389031,
2007-02,384752,
2007-03,379162,
2007-04,380606,
2007-05,378515,
2007-06,372322,
2007-07,377976,
2007-08,371575,
2007-09,366139,
2007-10,364590,
2007-11,362892,
2007-12,360740,
2008-01,357066,
2008-02,353390,
2008-03,350940,
2008-04,355874,
2008-05,350672,
2008-06,349384,
2008-07,349593,
2008-08,348993,
2008-09,344776,
2008-10,346678,
2008-11,344205,
2008-12,342765,
2009-01,344254,
2009-02,342446,
2009-03,338140,
2009-04,340515,
2009-05,336636,
2009-06,336471,
2009-07,348518,
2009-08,342885,
2009-09,340027,
2009-10,351716,
2009-11,340939,
2009-12,335082,
2010-01,337972,
2010-02,334768,
2010-03,335462,
2010-04,337708,
2010-05,343794,
2010-06,349102,
2010-07,344740,
2010-08,344892,
2010-09,346586,
2010-10,350911,
2010-11,427258,
2010-12,418445,
2011-01,421742,
2011-02,410107,
2011-03,399435,
2011-04,388425,
2011-05,377853,
2011-06,374591,
2011-07,374486,
2011-08,365211,
2011-09,365164,
2011-10,361313,
2011-11,358153,
2011-12,359830,
2012-01,363572,
2012-02,361280,
2012-03,359882,
2012-04,365252,
2012-05,359847,
2012-06,370217,
2012-07,367022,
2012-08,359611,
2012-09,359790,
2012-10,366455,
2012-11,360199,
2012-12,350288,
2013-01,352163,
2013-02,347281,
2013-03,345177,
2013-04,355206,
2013-05,344634,
2013-06,342303,
2013-07,347308,
2013-08,340561,
2013-09,339957,
2013-10,347203,
2013-11,342633,
2013-12,339198,
2014-01,345444,
2014-02,341104,
2014-03,336659,
2014-04,336692,
2014-05,338174,
2014-06,330249,
2014-07,333002,
2014-08,327381,
2014-09,326889,
2014-10,333253,
2014-11,330808,
2014-12,327850,
2015-01,336743,
