"",BBK01.PQC359,BBK01.PQC359_FLAGS
"",Lending to domestic self-employed persons / Short-term / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:03,
1968-10,0.812,
1969-01,0.900,
1969-04,0.969,
1969-07,0.978,
1969-10,1.143,
1970-01,1.181,
1970-04,1.235,
1970-07,1.263,
1970-10,1.209,
1971-01,1.243,
1971-04,1.273,
1971-07,1.348,
1971-10,1.374,
1972-01,1.366,
1972-04,1.476,
1972-07,1.495,
1972-10,1.625,
1973-01,1.759,
1973-04,1.902,
1973-07,1.970,
1973-10,1.885,
1974-01,1.910,
1974-04,1.957,
1974-07,2.021,
1974-10,1.947,
1975-01,1.767,
1975-04,1.765,
1975-07,1.566,
1975-10,1.530,
1976-01,1.449,
1976-04,1.548,
1976-07,1.558,
1976-10,1.691,
1977-01,1.577,
1977-04,1.738,
1977-07,1.777,
1977-10,1.836,
1978-01,1.766,
1978-04,1.873,
1978-07,1.846,
1978-10,2.002,
1979-01,1.957,
1979-04,2.115,
1979-07,2.127,
1979-10,2.378,
1980-01,2.200,
1980-04,2.370,
1980-07,2.368,
1980-10,2.588,
1981-01,2.404,
1981-04,2.448,
1981-07,2.561,
1981-10,2.828,
1982-01,2.836,
1982-04,2.872,
1982-07,3.021,
1982-10,3.380,
1983-01,3.318,
1983-04,3.335,
1983-07,3.368,
1983-10,3.750,
1984-01,3.739,
1984-04,3.911,
1984-07,4.040,
1984-10,4.289,
1985-01,4.197,
1985-04,4.251,
1985-07,4.240,
1985-10,4.803,
1986-01,4.660,
1986-04,4.691,
1986-07,4.726,
1986-10,5.079,
1987-01,4.691,
1987-04,4.690,
1987-07,4.934,
1987-10,5.123,
1988-01,4.946,
1988-04,5.286,
1988-07,5.232,
1988-10,5.545,
1989-01,5.364,
1989-04,5.542,
1989-07,5.635,
1989-10,6.178,
1990-01,6.227,
1990-04,6.446,
1990-07,6.625,
1990-10,7.430,
1991-01,7.192,
1991-04,7.393,
1991-07,7.448,
1991-10,7.975,
1992-01,7.779,
1992-04,7.848,
1992-07,7.680,
1992-10,8.033,
1993-01,7.570,
1993-04,7.495,
1993-07,7.325,
1993-10,7.531,
1994-01,7.182,
1994-04,7.120,
1994-07,7.237,
1994-10,8.024,
1995-01,7.424,
1995-04,7.653,
1995-07,7.597,
1995-10,8.162,
1996-01,7.432,
1996-04,7.437,
1996-07,7.401,
1996-10,8.301,
1997-01,7.721,
1997-04,7.794,
1997-07,7.612,
1997-10,7.731,
1998-01,7.308,
1998-04,7.308,
1998-07,7.384,
1998-10,7.859,
1999-01,9.151,
1999-04,10.314,
1999-07,8.850,
1999-10,8.971,
2000-01,8.579,
2000-04,8.297,
2000-07,8.062,
2000-10,8.398,
2001-01,7.881,
2001-04,8.261,
2001-07,7.852,
2001-10,8.114,
2002-01,7.626,
2002-04,7.485,
2002-07,7.261,
2002-10,7.226,
2003-01,6.400,
2003-04,6.313,
2003-07,6.087,
2003-10,6.222,
2004-01,5.425,
2004-04,5.333,
2004-07,5.199,
2004-10,6.621,
2005-01,5.752,
2005-04,5.704,
2005-07,5.552,
2005-10,5.612,
2006-01,5.200,
2006-04,4.997,
2006-07,4.762,
2006-10,4.605,
2007-01,4.185,
2007-04,4.069,
2007-07,3.815,
2007-10,4.075,
2008-01,3.815,
2008-04,3.740,
2008-07,3.556,
2008-10,3.632,
2009-01,3.409,
2009-04,3.260,
2009-07,3.205,
2009-10,3.122,
2010-01,3.175,
2010-04,3.200,
2010-07,3.301,
2010-10,3.342,
2011-01,3.151,
2011-04,3.093,
2011-07,2.911,
2011-10,2.899,
2012-01,2.937,
2012-04,2.878,
2012-07,2.800,
2012-10,2.842,
2013-01,2.826,
2013-04,2.701,
2013-07,2.634,
2013-10,2.597,
2014-01,2.553,
2014-04,2.549,
2014-07,2.501,
2014-10,2.496,
