"",BBK01.OEAH04G,BBK01.OEAH04G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:06,
2002-01,42.872,
2002-04,43.336,
2002-07,45.414,
2002-10,43.840,
2003-01,41.812,
2003-04,40.473,
2003-07,39.940,
2003-10,39.891,
2004-01,37.573,
2004-04,34.758,
2004-07,33.135,
2004-10,34.709,
2005-01,30.124,
2005-04,31.058,
2005-07,30.616,
2005-10,35.514,
2006-01,35.681,
2006-04,34.124,
2006-07,37.580,
2006-10,40.286,
2007-01,41.936,
2007-04,46.831,
2007-07,52.271,
2007-10,58.880,
2008-01,61.049,
2008-04,69.498,
2008-07,85.810,
2008-10,83.917,
2009-01,79.002,
2009-04,69.443,
2009-07,61.568,
2009-10,61.753,
2010-01,48.080,
2010-04,48.696,
2010-07,54.974,
2010-10,49.297,
2011-01,55.315,
2011-04,53.590,
2011-07,51.233,
2011-10,50.621,
2012-01,48.131,
2012-04,49.354,
2012-07,47.614,
2012-10,45.540,
2013-01,38.407,
2013-04,31.727,
2013-07,29.467,
2013-10,32.314,
2014-01,30.624,
2014-04,32.381,
2014-07,34.433,
