"",BBK01.BQ1610,BBK01.BQ1610_FLAGS
"",Debt of the ERP Special Fund - total debt,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:56,
1960-10,38.2,
1961-01,-,Nothing exists
1961-04,-,Nothing exists
1961-07,-,Nothing exists
1961-10,38.2,
1962-01,-,Nothing exists
1962-04,-,Nothing exists
1962-07,-,Nothing exists
1962-10,38.1,
1963-01,-,Nothing exists
1963-04,-,Nothing exists
1963-07,-,Nothing exists
1963-10,293.7,
1964-01,-,Nothing exists
1964-04,-,Nothing exists
1964-07,-,Nothing exists
1964-10,289.9,
1965-01,-,Nothing exists
1965-04,-,Nothing exists
1965-07,-,Nothing exists
1965-10,288.6,
1966-01,288.6,
1966-04,287.5,
1966-07,287.5,
1966-10,286.4,
1967-01,286.4,
1967-04,285.2,
1967-07,285.2,
1967-10,360.8,
1968-01,417.0,
1968-04,436.3,
1968-07,505.4,
1968-10,549.4,
1969-01,595.4,
1969-04,590.8,
1969-07,621.5,
1969-10,627.2,
1970-01,655.3,
1970-04,645.7,
1970-07,663.6,
1970-10,662.6,
1971-01,693.3,
1971-04,678.5,
1971-07,706.6,
1971-10,697.5,
1972-01,697.5,
1972-04,774.8,
1972-07,778.9,
1972-10,753.8,
1973-01,730.8,
1973-04,692.9,
1973-07,672.4,
1973-10,588.4,
1974-01,568.5,
1974-04,575.9,
1974-07,548.8,
1974-10,591.1,
1975-01,606.4,
1975-04,595.0,
1975-07,556.7,
1975-10,662.9,
1976-01,680.3,
1976-04,754.1,
1976-07,727.5,
1976-10,896.4,
1977-01,894.9,
1977-04,883.3,
1977-07,849.6,
1977-10,835.5,
1978-01,781.8,
1978-04,729.3,
1978-07,696.0,
1978-10,677.6,
1979-01,748.4,
1979-04,836.7,
1979-07,925.7,
1979-10,1077.0,
1980-01,1148.0,
1980-04,1261.9,
1980-07,1448.5,
1980-10,1677.0,
1981-01,1788.5,
1981-04,2028.3,
1981-07,2169.9,
1981-10,2410.2,
1982-01,2504.8,
1982-04,2550.3,
1982-07,2578.4,
1982-10,2697.6,
1983-01,2650.5,
1983-04,2688.9,
1983-07,2706.3,
1983-10,2958.8,
1984-01,3068.3,
1984-04,3199.7,
1984-07,3270.2,
1984-10,3353.1,
1985-01,3373.5,
1985-04,3310.6,
1985-07,3300.4,
1985-10,3419.0,
1986-01,3279.9,
1986-04,3222.2,
1986-07,3180.4,
1986-10,3280.1,
1987-01,3177.2,
1987-04,3090.2,
1987-07,2989.0,
1987-10,3023.3,
1988-01,3095.9,
1988-04,3016.6,
1988-07,3009.0,
1988-10,3052.4,
1989-01,3232.4,
1989-04,3296.3,
1989-07,3396.5,
1989-10,3611.3,
1990-01,3725.8,
1990-04,3684.9,
1990-07,4257.5,
1990-10,4849.6,
1991-01,5611.4,
1991-04,6378.4,
1991-07,7185.2,
1991-10,8368.8,
1992-01,8947.1,
1992-04,10833.7,
1992-07,12175.3,
1992-10,12415.9,
1993-01,12324.8,
1993-04,14575.0,
1993-07,14502.5,
1993-10,14450.5,
1994-01,14360.1,
1994-04,14391.3,
1994-07,14352.1,
1994-10,14338.3,
1995-01,14778.4,
1995-04,15461.2,
1995-07,16938.7,
1995-10,17486.1,
1996-01,17454.9,
1996-04,17190.1,
1996-07,17069.5,
1996-10,17452.7,
1997-01,17278.9,
1997-04,17197.0,
1997-07,17123.6,
1997-10,17204.8,
1998-01,17752.3,
1998-04,17721.4,
1998-07,17740.0,
1998-10,17465.1,
1999-01,17427.7,
1999-04,16995.3,
1999-07,16367.9,
1999-10,16028.1,
2000-01,16033.8,
2000-04,16376.4,
2000-07,17760.9,
2000-10,18386.1,
2001-01,18899.3,
2001-04,18990.1,
2001-07,19439.5,
2001-10,19161.1,
2002-01,19098.1,
2002-04,19308.1,
2002-07,19326.9,
2002-10,19400.2,
2003-01,19369.1,
2003-04,19399.3,
2003-07,19399.3,
2003-10,19261.3,
2004-01,18576.2,
2004-04,18525.0,
2004-07,18525.0,
2004-10,18200.4,
2005-01,18098.1,
2005-04,17269.8,
2005-07,15863.8,
2005-10,15066.1,
2006-01,14810.5,
2006-04,14810.5,
2006-07,14660.5,
2006-10,14357.1,
2007-01,14156.0,
2007-04,14081.0,comment
2007-07,-,Nothing exists
2007-10,-,Nothing exists
2008-01,-,Nothing exists
2008-04,-,Nothing exists
2008-07,-,Nothing exists
2008-10,-,Nothing exists
2009-01,-,Nothing exists
2009-04,-,Nothing exists
2009-07,-,Nothing exists
2009-10,-,Nothing exists
2010-01,-,Nothing exists
2010-04,-,Nothing exists
2010-07,-,Nothing exists
2010-10,-,Nothing exists
2011-01,-,Nothing exists
2011-04,-,Nothing exists
2011-07,-,Nothing exists
2011-10,-,Nothing exists
2012-01,-,Nothing exists
2012-04,-,Nothing exists
2012-07,-,Nothing exists
2012-10,-,Nothing exists
2013-01,-,Nothing exists
2013-04,-,Nothing exists
2013-07,-,Nothing exists
2013-10,-,Nothing exists
2014-01,-,Nothing exists
2014-04,-,Nothing exists
2014-07,-,Nothing exists
"","General: On 1 July 2007, central government assumed joint responsibility for the debts of the ERP Special Fund.",
"",Comment on 2007-04: On 1 July 2007 central government assumed joint responsibility for the debts of the ERP Special Fund.,
