"",BBK01.RJ5554,BBK01.RJ5554_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:23:19,
1989,.,No value available
1990,.,No value available
1991,99,
1992,40,
1993,70,
1994,206,
1995,312,
1996,585,
1997,706,
1998,540,
1999,1039,
2000,1500,
2001,2182,
2002,2173,
2003,2800,
2004,3813,
2005,6962,
2006,10929,
2007,16684,
2008,13240,
2009,13532,
2010,15323,
2011,18907,
2012,21056,
