"",BBK01.QUW391,BBK01.QUW391_FLAGS
"","Foreign branches: Claims on non-residents, total / British Virgin Islands / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:50:19,
2001-12,2.074,
2002-01,2.124,
2002-02,2.027,
2002-03,1.899,
2002-04,1.696,
2002-05,1.679,
2002-06,1.647,
2002-07,1.696,
2002-08,1.728,
2002-09,1.632,
2002-10,1.731,
2002-11,1.499,
2002-12,1.510,
2003-01,1.460,
2003-02,1.484,
2003-03,1.373,
2003-04,1.408,
2003-05,1.365,
2003-06,1.457,
2003-07,1.891,
2003-08,1.927,
2003-09,1.972,
2003-10,2.188,
2003-11,2.025,
2003-12,2.269,
2004-01,1.947,
2004-02,2.306,
2004-03,2.182,
2004-04,1.968,
2004-05,2.011,
2004-06,2.125,
2004-07,2.383,
2004-08,2.130,
2004-09,2.118,
2004-10,2.037,
2004-11,2.061,
2004-12,2.234,
2005-01,2.666,
2005-02,2.607,
2005-03,2.928,
2005-04,3.342,
2005-05,3.000,
2005-06,3.312,
2005-07,5.014,
2005-08,4.387,
2005-09,3.597,
2005-10,3.349,
2005-11,3.089,
2005-12,3.323,
2006-01,3.832,
2006-02,3.644,
2006-03,3.800,
2006-04,3.525,
2006-05,3.614,
2006-06,3.614,
2006-07,4.343,
2006-08,4.878,
2006-09,5.270,
2006-10,5.423,
2006-11,5.181,
2006-12,5.441,
2007-01,5.261,
2007-02,6.193,
2007-03,6.092,
2007-04,5.832,
2007-05,5.238,
2007-06,5.249,
2007-07,6.225,
2007-08,5.925,
2007-09,5.887,
2007-10,5.966,
2007-11,6.239,
2007-12,6.757,
2008-01,6.663,
2008-02,6.602,
2008-03,6.123,
2008-04,6.036,
2008-05,6.507,
2008-06,7.026,
2008-07,7.160,
2008-08,7.572,
2008-09,7.901,
2008-10,7.683,
2008-11,7.136,
2008-12,5.267,
2009-01,5.459,
2009-02,5.295,
2009-03,4.745,
2009-04,4.342,
2009-05,4.762,
2009-06,4.653,
2009-07,4.533,
2009-08,4.699,
2009-09,4.558,
2009-10,4.544,
2009-11,4.705,
2009-12,4.039,
2010-01,4.341,
2010-02,4.564,
2010-03,4.913,
2010-04,4.943,
2010-05,5.088,
2010-06,5.200,
2010-07,4.570,
2010-08,4.870,
2010-09,5.310,
2010-10,4.127,
2010-11,4.458,
2010-12,4.208,
2011-01,4.036,
2011-02,3.598,
2011-03,3.204,
2011-04,4.029,
2011-05,4.576,
2011-06,4.653,
2011-07,5.023,
2011-08,5.478,
2011-09,5.605,
2011-10,5.477,
2011-11,5.623,
2011-12,5.669,
2012-01,5.830,
2012-02,5.319,
2012-03,5.545,
2012-04,5.308,
2012-05,5.910,
2012-06,5.786,
2012-07,5.600,
2012-08,4.832,
2012-09,5.024,
2012-10,4.856,
2012-11,5.228,
2012-12,5.117,
2013-01,4.340,
2013-02,4.801,
2013-03,4.962,
2013-04,4.985,
2013-05,6.279,
2013-06,5.028,
2013-07,4.656,
2013-08,4.634,
2013-09,4.611,
2013-10,5.174,
2013-11,5.143,
2013-12,5.139,
2014-01,5.264,
2014-02,5.332,
2014-03,5.169,
2014-04,5.383,
2014-05,5.650,
2014-06,5.989,
2014-07,6.056,
2014-08,6.012,
2014-09,6.137,
2014-10,6.148,
2014-11,6.567,
