"",BBK01.PQN352,BBK01.PQN352_FLAGS
"",Lending to domestic enterprises and resident individuals / Medium-term / Banks with special functions,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:04,
1958-10,0.166,
1959-01,-,Nothing exists
1959-04,0.209,
1959-07,-,Nothing exists
1959-10,0.211,
1960-01,-,Nothing exists
1960-04,0.238,
1960-07,-,Nothing exists
1960-10,0.294,
1961-01,-,Nothing exists
1961-04,0.357,
1961-07,-,Nothing exists
1961-10,0.355,
1962-01,-,Nothing exists
1962-04,0.297,
1962-07,-,Nothing exists
1962-10,0.311,
1963-01,-,Nothing exists
1963-04,0.325,
1963-07,-,Nothing exists
1963-10,0.363,
1964-01,-,Nothing exists
1964-04,0.570,
1964-07,-,Nothing exists
1964-10,0.628,
1965-01,0.622,
1965-04,0.642,
1965-07,0.641,
1965-10,0.643,
1966-01,0.609,
1966-04,0.623,
1966-07,0.648,
1966-10,0.686,
1967-01,0.696,
1967-04,0.711,
1967-07,0.710,
1967-10,0.737,
1968-01,0.715,
1968-04,0.737,
1968-07,0.713,
1968-10,1.388,
1969-01,1.285,
1969-04,1.332,
1969-07,1.350,
1969-10,1.459,
1970-01,1.481,
1970-04,1.577,
1970-07,1.667,
1970-10,1.944,
1971-01,2.020,
1971-04,2.056,
1971-07,2.181,
1971-10,2.261,
1972-01,2.476,
1972-04,2.533,
1972-07,2.656,
1972-10,2.680,
1973-01,2.623,
1973-04,2.643,
1973-07,2.708,
1973-10,2.725,
1974-01,2.702,
1974-04,2.631,
1974-07,2.608,
1974-10,2.419,
1975-01,2.216,
1975-04,2.086,
1975-07,1.915,
1975-10,1.972,
1976-01,1.950,
1976-04,1.920,
1976-07,1.821,
1976-10,1.895,
1977-01,1.773,
1977-04,1.668,
1977-07,1.621,
1977-10,1.606,
1978-01,1.565,
1978-04,1.481,
1978-07,1.387,
1978-10,1.473,
1979-01,1.511,
1979-04,1.605,
1979-07,1.776,
1979-10,1.919,
1980-01,1.961,
1980-04,2.108,
1980-07,2.145,
1980-10,2.124,
1981-01,2.262,
1981-04,2.381,
1981-07,2.564,
1981-10,2.523,
1982-01,2.576,
1982-04,2.618,
1982-07,2.652,
1982-10,2.608,
1983-01,2.567,
1983-04,2.529,
1983-07,2.629,
1983-10,2.946,
1984-01,2.824,
1984-04,2.754,
1984-07,2.893,
1984-10,2.844,
1985-01,2.636,
1985-04,2.655,
1985-07,2.709,
1985-10,2.646,
1986-01,2.392,
1986-04,2.387,
1986-07,2.321,
1986-10,2.359,
1987-01,2.190,
1987-04,2.152,
1987-07,2.022,
1987-10,1.868,
1988-01,1.755,
1988-04,1.643,
1988-07,1.431,
1988-10,1.320,
1989-01,1.234,
1989-04,1.191,
1989-07,1.172,
1989-10,1.135,
1990-01,1.116,
1990-04,1.165,
1990-07,1.301,
1990-10,1.563,
1991-01,1.655,
1991-04,1.747,
1991-07,1.987,
1991-10,10.524,
1992-01,11.244,
1992-04,11.361,
1992-07,17.324,
1992-10,21.244,
1993-01,20.676,
1993-04,18.860,
1993-07,15.098,
1993-10,13.088,
1994-01,10.786,
1994-04,7.438,
1994-07,4.604,
1994-10,2.716,
1995-01,2.413,
1995-04,2.084,
1995-07,1.823,
1995-10,1.709,
1996-01,1.889,
1996-04,1.979,
1996-07,1.928,
1996-10,1.776,
1997-01,1.813,
1997-04,1.974,
1997-07,2.043,
1997-10,2.119,
1998-01,1.781,
1998-04,1.739,
1998-07,1.730,
1998-10,1.912,
1999-01,2.209,
1999-04,2.152,
1999-07,2.432,
1999-10,2.847,
2000-01,3.050,
2000-04,2.745,
2000-07,2.741,
2000-10,2.716,
2001-01,2.751,
2001-04,2.873,
2001-07,3.459,
2001-10,3.550,
2002-01,3.722,
2002-04,3.703,
2002-07,4.017,
2002-10,3.920,
2003-01,4.197,
2003-04,4.369,
2003-07,4.346,
2003-10,4.482,
2004-01,4.623,
2004-04,5.487,
2004-07,5.680,
2004-10,5.919,
2005-01,5.979,
2005-04,6.015,
2005-07,6.121,
2005-10,5.969,
2006-01,5.823,
2006-04,6.026,
2006-07,6.352,
2006-10,5.823,
2007-01,5.968,
2007-04,5.841,
2007-07,6.018,
2007-10,5.734,
2008-01,5.559,
2008-04,5.584,
2008-07,5.991,
2008-10,6.291,
2009-01,6.155,
2009-04,6.762,
2009-07,6.635,
2009-10,6.732,
2010-01,6.950,
2010-04,7.076,
2010-07,6.681,
2010-10,7.302,
2011-01,7.802,
2011-04,7.222,
2011-07,7.105,
2011-10,7.636,
2012-01,8.389,
2012-04,8.455,
2012-07,8.410,
2012-10,8.938,
2013-01,8.995,
2013-04,7.916,
2013-07,7.647,
2013-10,7.795,
2014-01,7.656,
2014-04,7.542,
2014-07,7.476,
2014-10,7.304,
