"",BBK01.PQP351,BBK01.PQP351_FLAGS
"",Lending to domestic enterprises and resident individuals / Short-term / Foreign Banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:54,
1985-10,13.380,
1986-01,14.042,
1986-04,13.795,
1986-07,13.602,
1986-10,13.298,
1987-01,13.555,
1987-04,13.045,
1987-07,13.029,
1987-10,12.019,
1988-01,13.199,
1988-04,12.866,
1988-07,13.351,
1988-10,13.617,
1989-01,14.344,
1989-04,14.519,
1989-07,14.621,
1989-10,14.318,
1990-01,15.773,
1990-04,15.300,
1990-07,15.278,
1990-10,15.033,
1991-01,15.983,
1991-04,16.805,
1991-07,16.993,
1991-10,16.720,
1992-01,16.873,
1992-04,17.417,
1992-07,17.033,
1992-10,20.157,
1993-01,19.926,
1993-04,20.333,
1993-07,19.764,
1993-10,18.634,
1994-01,20.173,
1994-04,20.563,
1994-07,21.167,
1994-10,20.439,
1995-01,20.711,
1995-04,20.316,
1995-07,20.849,
1995-10,20.283,
1996-01,21.250,
1996-04,22.601,
1996-07,21.525,
1996-10,22.581,
1997-01,22.777,
1997-04,24.634,
1997-07,22.664,
1997-10,22.170,
1998-01,22.162,
1998-04,23.561,
1998-07,23.193,
1998-10,23.254,
1999-01,23.887,
1999-04,23.145,
1999-07,23.734,
1999-10,23.958,
2000-01,31.387,
2000-04,26.958,
2000-07,28.053,
2000-10,27.682,
2001-01,35.479,
2001-04,30.614,
2001-07,29.351,
2001-10,28.765,
2002-01,31.369,
2002-04,27.105,
2002-07,26.802,
2002-10,28.065,
2003-01,31.222,
2003-04,26.864,
2003-07,26.200,
2003-10,24.851,
2004-01,26.261,
2004-04,23.804,
2004-07,24.965,
2004-10,23.397,
2005-01,25.918,
2005-04,27.707,
2005-07,30.894,
2005-10,40.631,
2006-01,48.715,
2006-04,44.112,
2006-07,49.419,
2006-10,43.518,
2007-01,48.885,
2007-04,47.522,
2007-07,49.679,
2007-10,48.555,
2008-01,58.844,
2008-04,66.765,
2008-07,72.015,
2008-10,52.194,
2009-01,54.762,
2009-04,57.680,
2009-07,54.917,
2009-10,48.145,
2010-01,45.442,
2010-04,52.386,
2010-07,42.840,
2010-10,39.116,
2011-01,40.372,
2011-04,40.809,
2011-07,42.778,
2011-10,38.154,
2012-01,47.194,
2012-04,41.789,
2012-07,46.252,
2012-10,41.151,
2013-01,47.493,
2013-04,49.335,
2013-07,34.459,
2013-10,34.068,
2014-01,34.780,
2014-04,35.722,
2014-07,36.164,
2014-10,35.868,
