"",BBFN1.M.DE.N.1.L.W00200.S1P.H1.T.NV00.Z01.BGA.X001.D,BBFN1.M.DE.N.1.L.W00200.S1P.H1.T.NV00.Z01.BGA.X001.D_FLAGS
"",Liabilities of enterprises vis-à-vis foreign affiliated enterprises arising from credit terms used / Total / Industrial countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:06:50,
1994-11,.,No value available
1994-12,.,No value available
1995-01,19.538,
1995-02,19.485,
1995-03,20.766,
1995-04,20.021,
1995-05,20.572,
1995-06,21.265,
1995-07,20.045,
1995-08,19.708,
1995-09,21.082,
1995-10,21.428,
1995-11,21.954,
1995-12,21.297,
1996-01,20.186,
1996-02,20.136,
1996-03,20.703,
1996-04,20.371,
1996-05,20.075,
1996-06,20.139,
1996-07,20.015,
1996-08,18.616,
1996-09,20.171,
1996-10,20.010,
1996-11,20.002,
1996-12,21.300,
1997-01,20.320,
1997-02,19.975,
1997-03,21.049,
1997-04,21.864,
1997-05,21.007,
1997-06,21.281,
1997-07,21.379,
1997-08,19.639,
1997-09,22.087,
1997-10,22.588,
1997-11,23.707,
1997-12,23.782,
1998-01,22.005,
1998-02,22.191,
1998-03,23.750,
1998-04,23.266,
1998-05,22.997,
1998-06,24.263,
1998-07,22.982,
1998-08,21.412,
1998-09,25.117,
1998-10,24.052,
1998-11,23.603,
1998-12,23.644,
1999-01,22.078,
1999-02,22.193,
1999-03,24.466,
1999-04,23.967,
1999-05,23.432,
1999-06,24.255,
1999-07,23.844,
1999-08,22.917,
1999-09,24.668,
1999-10,24.893,
1999-11,25.361,
1999-12,27.164,
2000-01,26.085,
2000-02,26.737,
2000-03,28.641,
2000-04,27.856,
2000-05,27.907,
2000-06,29.026,
2000-07,28.471,
2000-08,27.889,
2000-09,29.786,
2000-10,30.843,
2000-11,31.978,
2000-12,31.780,
2001-01,30.042,
2001-02,29.148,
2001-03,31.006,
2001-04,29.610,
2001-05,30.203,
2001-06,31.572,
2001-07,29.465,
2001-08,28.469,
2001-09,30.023,
2001-10,31.234,
2001-11,31.305,
2001-12,33.631,
2002-01,30.055,
2002-02,29.679,
2002-03,30.548,
2002-04,29.624,
2002-05,29.191,
2002-06,30.008,
2002-07,29.750,
2002-08,28.064,
2002-09,29.768,
2002-10,30.514,
2002-11,31.080,
2002-12,32.150,
2003-01,29.588,
2003-02,29.308,
2003-03,31.415,
2003-04,29.711,
2003-05,28.109,
2003-06,29.869,
2003-07,28.814,
2003-08,26.867,
2003-09,28.992,
2003-10,29.997,
2003-11,28.928,
2003-12,29.937,
2004-01,27.623,
2004-02,26.894,
2004-03,29.642,
2004-04,27.297,
2004-05,29.925,
2004-06,31.577,
2004-07,30.938,
2004-08,29.675,
2004-09,33.164,
2004-10,33.029,
2004-11,33.182,
2004-12,33.210,
2005-01,29.749,
2005-02,29.879,
2005-03,32.224,
2005-04,31.460,
2005-05,30.691,
2005-06,33.732,
2005-07,33.307,
2005-08,32.911,
2005-09,36.082,
2005-10,35.408,
2005-11,37.189,
2005-12,38.859,
2006-01,36.221,
2006-02,36.202,
2006-03,38.842,
2006-04,37.057,
2006-05,37.120,
2006-06,38.559,
2006-07,36.375,
2006-08,34.894,
2006-09,37.600,
2006-10,38.853,
2006-11,39.686,
2006-12,41.106,
2007-01,39.576,
2007-02,38.910,
2007-03,43.108,
2007-04,40.158,
2007-05,39.941,
2007-06,41.706,
2007-07,39.707,
2007-08,38.066,
2007-09,41.958,
2007-10,43.236,
2007-11,43.394,
2007-12,43.082,
2008-01,40.971,
2008-02,43.372,
2008-03,43.590,
2008-04,44.104,
2008-05,44.072,
2008-06,43.019,
2008-07,42.915,
2008-08,40.274,
2008-09,43.598,
2008-10,42.987,
2008-11,42.076,
2008-12,39.405,
2009-01,35.464,
2009-02,34.324,
2009-03,36.063,
2009-04,33.902,
2009-05,33.630,
2009-06,36.962,
2009-07,36.227,
2009-08,33.641,
2009-09,36.725,
2009-10,37.324,
2009-11,38.512,
2009-12,38.927,
2010-01,35.430,
2010-02,36.971,
2010-03,39.531,
2010-04,37.887,
2010-05,38.763,
2010-06,41.305,
2010-07,39.760,
2010-08,37.672,
2010-09,43.024,
2010-10,42.751,
2010-11,43.540,
2010-12,45.305,
2011-01,41.499,
2011-02,42.502,
2011-03,43.679,
2011-04,43.146,
2011-05,42.525,
2011-06,44.393,
2011-07,43.284,
2011-08,39.552,
2011-09,45.229,
2011-10,45.024,
2011-11,45.056,
2011-12,45.908,
2012-01,40.407,
2012-02,42.512,
2012-03,44.292,
2012-04,41.911,
2012-05,42.452,
2012-06,43.532,
2012-07,42.208,
2012-08,38.833,
2012-09,43.031,
2012-10,44.961,
2012-11,46.252,
2012-12,47.341,
2013-01,44.065,
2013-02,44.234,
2013-03,44.837,
2013-04,42.794,
2013-05,43.030,
2013-06,43.363,
2013-07,42.804,
2013-08,41.680,
2013-09,45.709,
2013-10,46.768,
2013-11,45.746,
2013-12,45.717,
2014-01,42.219,
2014-02,43.796,
2014-03,45.382,
2014-04,44.189,
2014-05,44.451,
2014-06,45.666,
2014-07,45.806,
2014-08,42.169,
2014-09,47.684,
2014-10,47.383,
2014-11,47.791,
2014-12,46.257,
"","General: Up to 1994, including the former Yugoslavia and South Africa; from May 2004, including Cyprus, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, the Slovak Republic and Slovenia; from January 2007, including Bulgaria and Romania.",
