"",BBK01.TS5548,BBK01.TS5548_FLAGS
"",Deposits of non-MFIs / Total / With an agreed maturity of over 2 years / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:51,
1995-01,57.91831,
1995-02,58.69276,
1995-03,59.38750,
1995-04,59.83069,
1995-05,60.35736,
1995-06,60.91999,
1995-07,61.36670,
1995-08,61.81224,
1995-09,62.12056,
1995-10,62.44141,
1995-11,62.90131,
1995-12,63.33159,
1996-01,63.57275,
1996-02,64.12620,
1996-03,64.47354,
1996-04,64.93619,
1996-05,65.46003,
1996-06,65.95810,
1996-07,66.54738,
1996-08,66.95020,
1996-09,67.43099,
1996-10,67.94203,
1996-11,68.46553,
1996-12,68.82453,
1997-01,69.29641,
1997-02,69.59761,
1997-03,69.98277,
1997-04,70.38378,
1997-05,70.70597,
1997-06,70.90500,
1997-07,71.15249,
1997-08,71.42602,
1997-09,71.59412,
1997-10,72.15732,
1997-11,72.49264,
1997-12,72.70961,
1998-01,73.05858,
1998-02,73.28390,
1998-03,73.41704,
1998-04,73.72661,
1998-05,73.91816,
1998-06,74.02954,
1998-07,74.27992,
1998-08,74.50889,
1998-09,74.54456,
1998-10,74.45237,
1998-11,74.34890,
1998-12,73.60023,
1999-01,74.00868,
1999-02,73.88238,
1999-03,74.06747,
1999-04,74.01434,
1999-05,74.00369,
1999-06,74.34227,
1999-07,74.70783,
1999-08,75.10978,
1999-09,75.45396,
1999-10,75.74411,
1999-11,76.24279,
1999-12,76.76999,
2000-01,77.05546,
2000-02,77.25058,
2000-03,77.31130,
2000-04,77.44686,
2000-05,77.54221,
2000-06,77.78798,
2000-07,77.86442,
2000-08,78.01343,
2000-09,77.97984,
2000-10,78.04458,
2000-11,77.96585,
2000-12,78.22312,
2001-01,78.31779,
2001-02,78.18503,
2001-03,78.30728,
2001-04,78.23968,
2001-05,78.56812,
2001-06,78.72489,
2001-07,78.51364,
2001-08,78.54814,
2001-09,78.82271,
2001-10,78.88363,
2001-11,78.74673,
2001-12,78.89587,
2002-01,79.10252,
2002-02,79.32868,
2002-03,79.72008,
2002-04,79.73752,
2002-05,79.87120,
2002-06,79.91530,
2002-07,79.98540,
2002-08,79.86232,
2002-09,79.94803,
2002-10,80.40379,
2002-11,80.82378,
2002-12,81.18983,
2003-01,80.91358,
2003-02,81.77389,
2003-03,82.06381,
2003-04,81.96864,
2003-05,81.86092,
2003-06,81.82146,
2003-07,82.65360,
2003-08,83.21912,
2003-09,83.30443,
2003-10,83.45401,
2003-11,83.51747,
2003-12,83.59613,
2004-01,83.70679,
2004-02,83.93225,
2004-03,84.30942,
2004-04,85.03617,
2004-05,85.60772,
2004-06,86.13261,
2004-07,86.46098,
2004-08,86.70469,
2004-09,87.04570,
2004-10,87.42638,
2004-11,87.79557,
2004-12,88.10602,
2005-01,88.21385,
2005-02,88.71049,
2005-03,89.13886,
2005-04,89.41256,
2005-05,89.01598,
2005-06,89.10035,
2005-07,89.30999,
2005-08,89.47017,
2005-09,89.52311,
2005-10,89.64732,
2005-11,89.85828,
2005-12,90.01228,
2006-01,90.14142,
2006-02,90.90696,
2006-03,90.99251,
2006-04,91.51810,
2006-05,91.81327,
2006-06,92.06004,
2006-07,92.34010,
2006-08,92.81307,
2006-09,92.98031,
2006-10,93.10972,
2006-11,93.15246,
2006-12,93.75240,
2007-01,93.95671,
2007-02,94.12899,
2007-03,93.92590,
2007-04,94.16797,
2007-05,94.29939,
2007-06,94.69339,
2007-07,94.75046,
2007-08,94.78127,
2007-09,95.41241,
2007-10,95.22278,
2007-11,95.40451,
2007-12,95.90910,
2008-01,96.03274,
2008-02,96.18088,
2008-03,96.16200,
2008-04,96.24987,
2008-05,96.24465,
2008-06,96.25376,
2008-07,96.28577,
2008-08,96.28792,
2008-09,96.16200,
2008-10,95.92143,
2008-11,96.28989,
2008-12,100.09003,
2009-01,100.46360,
2009-02,101.25076,
2009-03,101.56732,
2009-04,102.06443,
2009-05,102.39114,
2009-06,104.26233,
2009-07,104.32684,
2009-08,104.60397,
2009-09,104.77183,
2009-10,104.94507,
2009-11,105.24071,
2009-12,105.29906,
2010-01,105.27903,
2010-02,105.45501,
2010-03,105.53850,
2010-04,105.55113,
2010-05,104.93973,
2010-06,105.07496,
2010-07,104.91473,
2010-08,105.31237,
2010-09,105.18171,
2010-10,105.12820,
2010-11,105.12350,
2010-12,105.16682,
2011-01,104.80957,
2011-02,104.81061,
2011-03,104.62429,
2011-04,104.45766,
2011-05,104.43926,
2011-06,104.37467,
2011-07,104.41160,
2011-08,104.52968,
2011-09,104.07011,
2011-10,104.07612,
2011-11,104.06816,
2011-12,103.68978,
2012-01,103.16397,
2012-02,102.87354,
2012-03,102.41581,
2012-04,102.23099,
2012-05,101.88828,
2012-06,101.56234,
2012-07,100.97787,
2012-08,100.81202,
2012-09,100.43000,
2012-10,99.45603,
2012-11,98.89257,
2012-12,98.43237,
2013-01,98.15257,
2013-02,97.74175,
2013-03,97.66185,
2013-04,97.15273,
2013-05,97.05869,
2013-06,96.89182,
2013-07,96.39720,
2013-08,95.96849,
2013-09,95.49737,
2013-10,95.27222,
2013-11,95.09413,
2013-12,94.54260,
2014-01,94.28298,
2014-02,93.93048,
2014-03,93.57665,
2014-04,93.17113,
2014-05,92.77896,
2014-06,92.45590,
2014-07,91.99701,
2014-08,91.73193,
2014-09,91.88841,
2014-10,91.50943,
2014-11,91.20790,
2014-12,89.93376,Provisional value
2015-01,89.45042,
"",General: 1 Statistical changes have been eliminated.,
