"",BBK01.OEYB03H,BBK01.OEYB03H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:29,
2002-01,14.032,
2002-04,13.601,
2002-07,13.233,
2002-10,12.546,
2003-01,11.823,
2003-04,11.868,
2003-07,11.661,
2003-10,13.969,
2004-01,13.384,
2004-04,12.956,
2004-07,13.017,
2004-10,12.045,
2005-01,11.520,
2005-04,10.710,
2005-07,10.905,
2005-10,11.434,
2006-01,11.508,
2006-04,12.622,
2006-07,13.292,
2006-10,12.964,
2007-01,12.747,
2007-04,13.221,
2007-07,14.210,
2007-10,15.639,
2008-01,25.449,
2008-04,29.385,
2008-07,32.160,
2008-10,35.528,
2009-01,34.970,
2009-04,34.401,
2009-07,35.762,
2009-10,34.770,
2010-01,33.956,
2010-04,32.403,
2010-07,30.648,
2010-10,27.060,
2011-01,25.686,
2011-04,23.765,
2011-07,23.714,
2011-10,23.732,
2012-01,22.480,
2012-04,22.481,
2012-07,21.804,
2012-10,20.992,
2013-01,20.298,
2013-04,19.468,
2013-07,18.654,
2013-10,18.285,
2014-01,18.839,
2014-04,19.267,
2014-07,20.093,
