"",BBK01.OUE365,BBK01.OUE365_FLAGS
"",Loans to foreign non-banks for over five years / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:26,
1999-01,1.659,
1999-02,1.742,
1999-03,1.775,
1999-04,1.853,
1999-05,1.910,
1999-06,1.981,
1999-07,1.941,
1999-08,2.002,
1999-09,1.925,
1999-10,1.970,
1999-11,2.021,
1999-12,2.043,
2000-01,2.238,
2000-02,2.163,
2000-03,2.109,
2000-04,2.150,
2000-05,2.100,
2000-06,1.985,
2000-07,2.038,
2000-08,2.024,
2000-09,2.011,
2000-10,2.079,
2000-11,2.015,
2000-12,1.991,
2001-01,1.911,
2001-02,1.882,
2001-03,1.869,
2001-04,1.810,
2001-05,1.952,
2001-06,1.864,
2001-07,1.879,
2001-08,1.778,
2001-09,1.750,
2001-10,1.843,
2001-11,1.977,
2001-12,2.022,
2002-01,2.090,
2002-02,2.055,
2002-03,2.102,
2002-04,2.216,
2002-05,2.173,
2002-06,1.964,
2002-07,2.023,
2002-08,2.034,
2002-09,2.035,
2002-10,2.131,
2002-11,2.159,
2002-12,2.086,
2003-01,2.099,
2003-02,2.142,
2003-03,2.130,
2003-04,2.140,
2003-05,1.993,
2003-06,1.896,
2003-07,1.903,
2003-08,1.992,
2003-09,2.078,
2003-10,2.123,
2003-11,2.152,
2003-12,2.011,
2004-01,2.033,
2004-02,2.128,
2004-03,2.231,
2004-04,2.186,
2004-05,2.226,
2004-06,2.655,
2004-07,2.611,
2004-08,2.677,
2004-09,2.867,
2004-10,2.773,
2004-11,2.788,
2004-12,2.886,
2005-01,2.902,
2005-02,2.817,
2005-03,2.893,
2005-04,3.749,
2005-05,3.421,
2005-06,3.833,
2005-07,3.551,
2005-08,3.674,
2005-09,3.716,
2005-10,3.997,
2005-11,3.975,
2005-12,3.612,
2006-01,2.824,
2006-02,2.867,
2006-03,2.882,
2006-04,2.891,
2006-05,2.786,
2006-06,2.988,
2006-07,3.329,
2006-08,3.306,
2006-09,3.203,
2006-10,3.381,
2006-11,3.301,
2006-12,3.456,
2007-01,3.722,
2007-02,3.905,
2007-03,4.112,
2007-04,4.102,
2007-05,4.259,
2007-06,4.218,
2007-07,4.587,
2007-08,4.744,
2007-09,4.796,
2007-10,4.952,
2007-11,5.645,
2007-12,5.637,
2008-01,5.784,
2008-02,6.613,
2008-03,6.792,
2008-04,6.956,
2008-05,7.073,
2008-06,6.937,
2008-07,6.907,
2008-08,6.883,
2008-09,7.067,
2008-10,6.855,
2008-11,6.840,
2008-12,6.904,
2009-01,7.173,
2009-02,7.290,
2009-03,7.506,
2009-04,7.456,
2009-05,7.205,
2009-06,7.185,
2009-07,7.109,
2009-08,7.092,
2009-09,7.136,
2009-10,7.114,
2009-11,7.111,
2009-12,6.860,
2010-01,6.774,
2010-02,6.980,
2010-03,6.834,
2010-04,6.766,
2010-05,6.832,
2010-06,7.005,
2010-07,6.977,
2010-08,6.963,
2010-09,6.919,
2010-10,6.568,
2010-11,6.998,
2010-12,7.003,
2011-01,6.859,
2011-02,6.957,
2011-03,6.855,
2011-04,6.582,
2011-05,6.612,
2011-06,7.872,
2011-07,8.025,
2011-08,7.226,
2011-09,7.232,
2011-10,7.148,
2011-11,7.196,
2011-12,7.255,
2012-01,7.111,
2012-02,6.987,
2012-03,6.869,
2012-04,5.275,
2012-05,5.380,
2012-06,5.133,
2012-07,5.084,
2012-08,5.015,
2012-09,4.949,
2012-10,4.885,
2012-11,4.764,
2012-12,4.731,
2013-01,4.658,
2013-02,4.826,
2013-03,4.799,
2013-04,4.731,
2013-05,4.736,
2013-06,4.539,
2013-07,4.443,
2013-08,4.321,
2013-09,4.323,
2013-10,4.179,
2013-11,4.106,
2013-12,4.139,
2014-01,4.145,
2014-02,4.307,
2014-03,4.182,
2014-04,3.761,
2014-05,3.815,
2014-06,3.657,
2014-07,3.937,
2014-08,3.863,
2014-09,3.829,
2014-10,3.813,
2014-11,3.850,
2014-12,3.446,Provisional value
