"",BBK01.OUU352,BBK01.OUU352_FLAGS
"",Loans to the federal states / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:30,
1999-01,0.049,
1999-02,0.044,
1999-03,0.033,
1999-04,0.033,
1999-05,0.028,
1999-06,0.028,
1999-07,0.028,
1999-08,0.028,
1999-09,0.023,
1999-10,0.023,
1999-11,0.023,
1999-12,0.023,
2000-01,0.051,
2000-02,0.077,
2000-03,0.072,
2000-04,0.072,
2000-05,0.072,
2000-06,0.072,
2000-07,0.068,
2000-08,0.051,
2000-09,0.051,
2000-10,0.091,
2000-11,0.091,
2000-12,0.107,
2001-01,0.106,
2001-02,0.147,
2001-03,0.146,
2001-04,0.216,
2001-05,0.216,
2001-06,0.216,
2001-07,0.236,
2001-08,0.256,
2001-09,0.257,
2001-10,0.258,
2001-11,0.269,
2001-12,0.298,
2002-01,0.319,
2002-02,0.319,
2002-03,0.319,
2002-04,0.334,
2002-05,0.334,
2002-06,0.335,
2002-07,0.334,
2002-08,0.334,
2002-09,0.326,
2002-10,0.292,
2002-11,0.292,
2002-12,0.292,
2003-01,0.240,
2003-02,0.285,
2003-03,0.285,
2003-04,0.309,
2003-05,0.294,
2003-06,0.294,
2003-07,0.294,
2003-08,0.309,
2003-09,0.309,
2003-10,0.309,
2003-11,0.309,
2003-12,0.297,
2004-01,0.297,
2004-02,0.295,
2004-03,0.274,
2004-04,0.324,
2004-05,0.314,
2004-06,0.344,
2004-07,0.344,
2004-08,0.344,
2004-09,0.344,
2004-10,0.344,
2004-11,0.354,
2004-12,0.351,
2005-01,0.351,
2005-02,0.349,
2005-03,0.349,
2005-04,0.349,
2005-05,0.359,
2005-06,0.379,
2005-07,0.405,
2005-08,0.412,
2005-09,0.462,
2005-10,0.482,
2005-11,0.559,
2005-12,0.589,
2006-01,0.589,
2006-02,0.609,
2006-03,1.143,
2006-04,1.318,
2006-05,1.568,
2006-06,1.565,
2006-07,1.565,
2006-08,1.560,
2006-09,1.560,
2006-10,1.560,
2006-11,1.560,
2006-12,1.635,
2007-01,1.685,
2007-02,1.795,
2007-03,1.801,
2007-04,1.832,
2007-05,1.882,
2007-06,1.882,
2007-07,1.882,
2007-08,1.882,
2007-09,1.883,
2007-10,1.883,
2007-11,1.889,
2007-12,1.889,
2008-01,1.724,
2008-02,1.724,
2008-03,1.702,
2008-04,1.702,
2008-05,1.702,
2008-06,1.702,
2008-07,1.702,
2008-08,1.691,
2008-09,1.691,
2008-10,1.641,
2008-11,1.641,
2008-12,1.641,
2009-01,1.605,
2009-02,1.555,
2009-03,1.435,
2009-04,1.365,
2009-05,1.405,
2009-06,1.405,
2009-07,1.405,
2009-08,1.405,
2009-09,1.435,
2009-10,1.535,
2009-11,1.605,
2009-12,1.646,
2010-01,1.667,
2010-02,1.662,
2010-03,1.732,
2010-04,2.063,
2010-05,2.062,
2010-06,2.397,
2010-07,2.397,
2010-08,2.567,
2010-09,2.847,
2010-10,2.917,
2010-11,2.928,
2010-12,2.959,
2011-01,3.023,
2011-02,3.033,
2011-03,3.013,
2011-04,3.063,
2011-05,3.388,
2011-06,3.378,
2011-07,3.278,
2011-08,3.478,
2011-09,3.363,
2011-10,3.513,
2011-11,3.540,
2011-12,3.737,
2012-01,3.737,
2012-02,3.586,
2012-03,3.636,
2012-04,3.626,
2012-05,3.682,
2012-06,3.682,
2012-07,3.586,
2012-08,3.577,
2012-09,3.559,
2012-10,3.589,
2012-11,3.595,
2012-12,3.591,
2013-01,3.657,
2013-02,3.800,
2013-03,3.870,
2013-04,3.938,
2013-05,4.182,
2013-06,4.145,
2013-07,4.229,
2013-08,4.227,
2013-09,4.227,
2013-10,4.178,
2013-11,4.217,
2013-12,4.200,
2014-01,4.189,
2014-02,4.189,
2014-03,4.189,
2014-04,4.189,
2014-05,4.199,
2014-06,4.160,
2014-07,4.108,
2014-08,4.108,
2014-09,4.108,
2014-10,4.098,
2014-11,4.108,
2014-12,4.278,Provisional value
