"",BBK01.OUE192,BBK01.OUE192_FLAGS
"",Time deposits of domestic non-banks (non-MFIs) / for up and including 1 year / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:17:05,
1968-12,0.101,
1969-01,0.106,
1969-02,0.130,
1969-03,0.139,
1969-04,0.173,
1969-05,0.251,
1969-06,0.324,
1969-07,0.293,
1969-08,0.410,
1969-09,0.614,
1969-10,0.652,
1969-11,0.571,
1969-12,0.335,
1970-01,0.303,
1970-02,0.192,
1970-03,0.178,
1970-04,0.172,
1970-05,0.187,
1970-06,0.144,
1970-07,0.194,
1970-08,0.150,
1970-09,0.145,
1970-10,0.155,
1970-11,0.143,
1970-12,0.186,
1971-01,0.210,
1971-02,0.179,
1971-03,0.142,
1971-04,0.157,
1971-05,0.168,
1971-06,0.197,
1971-07,0.244,
1971-08,0.215,
1971-09,0.232,
1971-10,0.275,
1971-11,0.238,
1971-12,0.158,
1972-01,0.168,
1972-02,0.168,
1972-03,0.221,
1972-04,0.232,
1972-05,0.247,
1972-06,0.265,
1972-07,0.315,
1972-08,0.354,
1972-09,0.343,
1972-10,0.427,
1972-11,0.517,
1972-12,0.400,
1973-01,0.458,
1973-02,0.620,
1973-03,0.675,
1973-04,0.825,
1973-05,0.853,
1973-06,0.809,
1973-07,0.807,
1973-08,0.826,
1973-09,0.845,
1973-10,1.018,
1973-11,1.068,
1973-12,0.817,
1974-01,0.920,
1974-02,0.865,
1974-03,0.762,
1974-04,0.782,
1974-05,0.756,
1974-06,0.690,
1974-07,0.706,
1974-08,0.700,
1974-09,0.635,
1974-10,0.574,
1974-11,0.495,
1974-12,0.439,
1975-01,0.444,
1975-02,0.418,
1975-03,0.470,
1975-04,0.513,
1975-05,0.528,
1975-06,0.435,
1975-07,0.453,
1975-08,0.424,
1975-09,0.424,
1975-10,0.470,
1975-11,0.454,
1975-12,0.350,
1976-01,0.364,
1976-02,0.431,
1976-03,0.518,
1976-04,0.662,
1976-05,0.600,
1976-06,0.527,
1976-07,0.495,
1976-08,0.485,
1976-09,0.391,
1976-10,0.429,
1976-11,0.376,
1976-12,0.371,
1977-01,0.370,
1977-02,0.417,
1977-03,0.436,
1977-04,0.472,
1977-05,0.493,
1977-06,0.463,
1977-07,0.421,
1977-08,0.358,
1977-09,0.257,
1977-10,0.256,
1977-11,0.237,
1977-12,0.252,
1978-01,0.336,
1978-02,0.320,
1978-03,0.316,
1978-04,0.295,
1978-05,0.301,
1978-06,0.230,
1978-07,0.250,
1978-08,0.281,
1978-09,0.263,
1978-10,0.245,
1978-11,0.238,
1978-12,0.237,
1979-01,0.279,
1979-02,0.314,
1979-03,0.299,
1979-04,0.293,
1979-05,0.318,
1979-06,0.260,
1979-07,0.208,
1979-08,0.223,
1979-09,0.249,
1979-10,0.284,
1979-11,0.248,
1979-12,0.255,
1980-01,0.246,
1980-02,0.248,
1980-03,0.246,
1980-04,0.253,
1980-05,0.221,
1980-06,0.235,
1980-07,0.254,
1980-08,0.283,
1980-09,0.288,
1980-10,0.274,
1980-11,0.276,
1980-12,0.269,
1981-01,0.254,
1981-02,0.273,
1981-03,0.282,
1981-04,0.276,
1981-05,0.296,
1981-06,0.311,
1981-07,0.309,
1981-08,0.300,
1981-09,0.295,
1981-10,0.301,
1981-11,0.270,
1981-12,0.329,
1982-01,0.327,
1982-02,0.290,
1982-03,0.296,
1982-04,0.305,
1982-05,0.325,
1982-06,0.311,
1982-07,0.330,
1982-08,0.340,
1982-09,0.349,
1982-10,0.363,
1982-11,0.343,
1982-12,0.365,
1983-01,0.356,
1983-02,0.375,
1983-03,0.470,
1983-04,0.483,
1983-05,0.482,
1983-06,0.457,
1983-07,0.512,
1983-08,0.507,
1983-09,0.476,
1983-10,0.459,
1983-11,0.462,
1983-12,0.534,
1984-01,0.523,
1984-02,0.479,
1984-03,0.466,
1984-04,0.472,
1984-05,0.519,
1984-06,0.501,
1984-07,0.501,
1984-08,0.528,
1984-09,0.506,
1984-10,0.516,
1984-11,0.503,
1984-12,0.558,
1985-01,0.608,
1985-02,0.649,
1985-03,0.662,
1985-04,0.656,
1985-05,0.586,
1985-06,0.624,
1985-07,0.743,
1985-08,0.783,
1985-09,0.656,
1985-10,0.672,
1985-11,0.658,
1985-12,0.678,
1986-01,0.700,
1986-02,0.667,
1986-03,0.639,
1986-04,0.705,
1986-05,0.528,
1986-06,0.563,
1986-07,0.571,
1986-08,0.641,
1986-09,0.583,
1986-10,0.650,
1986-11,0.660,
1986-12,0.591,
1987-01,0.537,
1987-02,0.518,
1987-03,0.505,
1987-04,0.564,
1987-05,0.567,
1987-06,0.546,
1987-07,0.606,
1987-08,0.529,
1987-09,0.535,
1987-10,0.536,
1987-11,0.541,
1987-12,0.587,
1988-01,0.592,
1988-02,0.556,
1988-03,0.536,
1988-04,0.475,
1988-05,0.465,
1988-06,0.447,
1988-07,0.485,
1988-08,0.479,
1988-09,0.481,
1988-10,0.509,
1988-11,0.513,
1988-12,0.509,
1989-01,0.473,
1989-02,0.529,
1989-03,0.498,
1989-04,0.529,
1989-05,0.526,
1989-06,0.555,
1989-07,0.626,
1989-08,0.666,
1989-09,0.717,
1989-10,0.705,
1989-11,0.732,
1989-12,0.797,
1990-01,0.758,
1990-02,0.734,
1990-03,0.647,
1990-04,0.655,
1990-05,0.610,
1990-06,0.584,
