"",BBK01.SU9483,BBK01.SU9483_FLAGS
"",Banks in Germany: Long-term loans and advances to foreign banks / South Africa / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:18:15,
1989-11,-,Nothing exists
1989-12,-,Nothing exists
1990-01,0.055,
1990-02,0.055,
1990-03,0.055,
1990-04,0.056,
1990-05,0.055,
1990-06,0.027,
1990-07,0.036,
1990-08,0.045,
1990-09,0.045,
1990-10,0.046,
1990-11,0.045,
1990-12,0.048,
1991-01,0.052,
1991-02,0.054,
1991-03,0.057,
1991-04,0.057,
1991-05,0.057,
1991-06,0.052,
1991-07,0.057,
1991-08,0.048,
1991-09,0.047,
1991-10,0.050,
1991-11,0.054,
1991-12,0.053,
1992-01,0.056,
1992-02,0.044,
1992-03,0.045,
1992-04,0.047,
1992-05,0.047,
1992-06,.,No value available
1992-07,.,No value available
1992-08,.,No value available
1992-09,0.044,
1992-10,0.044,
1992-11,0.050,
1992-12,0.050,
1993-01,0.050,
1993-02,0.050,
1993-03,0.048,
1993-04,0.047,
1993-05,0.047,
1993-06,0.048,
1993-07,0.049,
1993-08,0.049,
1993-09,0.046,
1993-10,0.047,
1993-11,0.047,
1993-12,0.049,
1994-01,0.052,
1994-02,0.047,
1994-03,0.045,
1994-04,0.045,
1994-05,0.044,
1994-06,0.042,
1994-07,0.040,
1994-08,0.061,
1994-09,0.067,
1994-10,0.064,
1994-11,0.066,
1994-12,0.080,
1995-01,0.089,
1995-02,0.088,
1995-03,0.098,
1995-04,0.100,
1995-05,0.103,
1995-06,0.113,
1995-07,0.125,
1995-08,0.120,
1995-09,0.131,
1995-10,0.132,
1995-11,0.143,
1995-12,0.144,
1996-01,0.167,
1996-02,0.174,
1996-03,0.175,
1996-04,0.176,
1996-05,0.175,
1996-06,0.194,
1996-07,0.203,
1996-08,0.206,
1996-09,0.206,
1996-10,0.196,
1996-11,0.182,
1996-12,0.167,
1997-01,0.168,
1997-02,0.184,
1997-03,0.232,
1997-04,0.277,
1997-05,0.269,
1997-06,0.293,
1997-07,0.303,
1997-08,0.326,
1997-09,0.330,
1997-10,0.322,
1997-11,0.339,
1997-12,0.342,
1998-01,0.376,
1998-02,0.364,
1998-03,0.396,
1998-04,0.382,
1998-05,0.397,
1998-06,0.377,
1998-07,0.352,
1998-08,0.316,
1998-09,0.313,
1998-10,0.336,
1998-11,0.345,
1998-12,0.336,
1999-01,0.340,
1999-02,0.333,
1999-03,0.350,
1999-04,0.334,
1999-05,0.332,
1999-06,0.300,
1999-07,0.250,
1999-08,0.302,
1999-09,0.328,
1999-10,0.326,
1999-11,0.335,
1999-12,0.372,
2000-01,0.361,
2000-02,0.367,
2000-03,0.299,
2000-04,0.330,
2000-05,0.314,
2000-06,0.303,
2000-07,0.524,
2000-08,0.569,
2000-09,0.538,
2000-10,0.590,
2000-11,0.570,
2000-12,0.568,
2001-01,0.530,
2001-02,0.545,
2001-03,0.538,
2001-04,0.541,
2001-05,0.553,
2001-06,0.569,
2001-07,0.470,
2001-08,0.743,
2001-09,0.742,
2001-10,0.727,
2001-11,0.699,
2001-12,0.706,
2002-01,0.710,
2002-02,0.710,
2002-03,0.706,
2002-04,0.702,
2002-05,0.696,
2002-06,0.676,
2002-07,0.620,
2002-08,0.568,
2002-09,0.573,
2002-10,0.613,
2002-11,0.663,
2002-12,0.694,
2003-01,0.668,
2003-02,0.682,
2003-03,0.673,
2003-04,0.603,
2003-05,0.572,
2003-06,0.766,
2003-07,0.666,
2003-08,0.652,
2003-09,0.638,
2003-10,0.653,
2003-11,0.654,
2003-12,0.621,
2004-01,0.651,
2004-02,0.619,
2004-03,0.649,
2004-04,0.653,
2004-05,0.645,
2004-06,0.627,
2004-07,0.579,
2004-08,0.570,
2004-09,0.530,
2004-10,0.506,
2004-11,0.563,
2004-12,0.513,
2005-01,0.504,
2005-02,0.498,
2005-03,0.495,
2005-04,0.495,
2005-05,0.500,
2005-06,0.390,
2005-07,0.586,
2005-08,0.436,
2005-09,0.416,
2005-10,0.410,
2005-11,0.517,
2005-12,0.514,
2006-01,0.483,
2006-02,0.549,
2006-03,0.538,
2006-04,0.527,
2006-05,0.557,
2006-06,0.632,
2006-07,0.632,
2006-08,0.609,
2006-09,0.629,
2006-10,0.628,
2006-11,0.588,
2006-12,0.548,
2007-01,0.547,
2007-02,0.616,
2007-03,0.625,
2007-04,0.601,
2007-05,0.607,
2007-06,0.752,
2007-07,0.774,
2007-08,0.849,
2007-09,0.803,
2007-10,0.763,
2007-11,0.697,
2007-12,0.706,
2008-01,0.669,
2008-02,0.659,
2008-03,0.640,
2008-04,0.646,
2008-05,0.628,
2008-06,0.592,
2008-07,0.611,
2008-08,0.648,
2008-09,0.664,
2008-10,0.801,
2008-11,0.789,
2008-12,0.745,
2009-01,0.783,
2009-02,0.781,
2009-03,0.757,
2009-04,0.759,
2009-05,0.641,
2009-06,0.622,
2009-07,0.637,
2009-08,0.543,
2009-09,0.535,
2009-10,0.533,
2009-11,0.527,
2009-12,0.537,
2010-01,0.547,
2010-02,0.557,
2010-03,0.596,
2010-04,0.632,
2010-05,0.630,
2010-06,0.628,
2010-07,0.525,
2010-08,0.535,
2010-09,0.509,
2010-10,0.503,
2010-11,0.516,
2010-12,0.516,
2011-01,0.544,
2011-02,0.532,
2011-03,0.520,
2011-04,0.513,
2011-05,0.504,
2011-06,0.469,
2011-07,0.490,
2011-08,0.488,
2011-09,0.335,
2011-10,0.352,
2011-11,0.363,
2011-12,0.367,
2012-01,0.363,
2012-02,0.357,
2012-03,0.357,
2012-04,0.360,
2012-05,0.197,
2012-06,0.189,
2012-07,0.192,
2012-08,0.190,
2012-09,0.186,
2012-10,0.185,
2012-11,0.186,
2012-12,0.165,
2013-01,0.153,
2013-02,0.165,
2013-03,0.173,
2013-04,0.171,
2013-05,0.173,
2013-06,0.166,
2013-07,0.106,
2013-08,0.106,
2013-09,0.104,
2013-10,0.100,
2013-11,0.100,
2013-12,0.098,
2014-01,0.147,
2014-02,0.145,
2014-03,0.143,
2014-04,0.146,
2014-05,0.148,
2014-06,0.157,
2014-07,0.170,
2014-08,0.154,
2014-09,0.295,
2014-10,0.294,
2014-11,0.294,
2014-12,0.327,
