"",BBK01.OUP402,BBK01.OUP402_FLAGS
"",Balances and loans to banks (MFIs) / long-term / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:17,
1999-01,3.889,
1999-02,4.256,
1999-03,4.229,
1999-04,4.419,
1999-05,4.355,
1999-06,4.569,
1999-07,4.622,
1999-08,4.407,
1999-09,4.519,
1999-10,4.533,
1999-11,4.448,
1999-12,4.715,
2000-01,4.855,
2000-02,5.007,
2000-03,5.165,
2000-04,5.196,
2000-05,5.247,
2000-06,5.179,
2000-07,4.722,
2000-08,4.607,
2000-09,4.569,
2000-10,4.468,
2000-11,4.509,
2000-12,4.842,
2001-01,9.146,
2001-02,9.288,
2001-03,9.872,
2001-04,9.676,
2001-05,9.436,
2001-06,9.362,
2001-07,9.621,
2001-08,9.209,
2001-09,8.543,
2001-10,8.506,
2001-11,8.382,
2001-12,8.147,
2002-01,8.542,
2002-02,8.328,
2002-03,8.399,
2002-04,8.419,
2002-05,15.411,
2002-06,13.549,
2002-07,12.747,
2002-08,12.645,
2002-09,12.852,
2002-10,12.815,
2002-11,12.916,
2002-12,12.392,
2003-01,12.952,
2003-02,12.891,
2003-03,12.746,
2003-04,13.060,
2003-05,13.479,
2003-06,13.444,
2003-07,13.340,
2003-08,13.696,
2003-09,13.432,
2003-10,13.349,
2003-11,13.254,
2003-12,13.658,
2004-01,14.059,
2004-02,14.166,
2004-03,14.706,
2004-04,15.381,
2004-05,15.494,
2004-06,15.749,
2004-07,15.498,
2004-08,15.678,
2004-09,16.273,
2004-10,16.292,
2004-11,16.541,
2004-12,16.667,
2005-01,16.367,
2005-02,16.922,
2005-03,17.436,
2005-04,17.300,
2005-05,16.978,
2005-06,17.681,
2005-07,17.632,
2005-08,17.539,
2005-09,17.786,
2005-10,18.212,
2005-11,18.277,
2005-12,23.798,
2006-01,23.046,
2006-02,23.380,
2006-03,25.244,
2006-04,25.156,
2006-05,24.937,
2006-06,25.611,
2006-07,25.568,
2006-08,25.358,
2006-09,25.490,
2006-10,25.732,
2006-11,25.846,
2006-12,25.991,
2007-01,25.819,
2007-02,25.449,
2007-03,25.188,
2007-04,24.846,
2007-05,24.324,
2007-06,24.588,
2007-07,24.504,
2007-08,23.956,
2007-09,23.807,
2007-10,24.296,
2007-11,24.383,
2007-12,24.333,
2008-01,24.195,
2008-02,23.367,
2008-03,20.464,
2008-04,20.980,
2008-05,18.997,
2008-06,16.806,
2008-07,16.859,
2008-08,17.123,
2008-09,16.800,
2008-10,16.940,
2008-11,16.994,
2008-12,16.610,
2009-01,17.715,
2009-02,17.600,
2009-03,17.519,
2009-04,17.893,
2009-05,17.845,
2009-06,17.382,
2009-07,17.867,
2009-08,17.273,
2009-09,17.461,
2009-10,17.283,
2009-11,17.261,
2009-12,17.321,
2010-01,17.258,
2010-02,17.588,
2010-03,17.518,
2010-04,17.607,
2010-05,17.632,
2010-06,17.860,
2010-07,18.678,
2010-08,17.998,
2010-09,19.621,
2010-10,19.843,
2010-11,19.884,
2010-12,20.086,
2011-01,20.234,
2011-02,21.397,
2011-03,21.607,
2011-04,21.839,
2011-05,22.507,
2011-06,22.341,
2011-07,22.348,
2011-08,23.512,
2011-09,23.603,
2011-10,23.657,
2011-11,22.726,
2011-12,23.111,
2012-01,23.133,
2012-02,23.164,
2012-03,23.041,
2012-04,23.024,
2012-05,23.254,
2012-06,23.422,
2012-07,23.330,
2012-08,23.666,
2012-09,23.654,
2012-10,23.742,
2012-11,23.483,
2012-12,23.557,
2013-01,23.427,
2013-02,23.526,
2013-03,23.599,
2013-04,21.705,
2013-05,21.896,
2013-06,22.514,
2013-07,22.448,
2013-08,22.576,
2013-09,21.861,
2013-10,21.930,
2013-11,22.302,
2013-12,22.867,
2014-01,22.633,
2014-02,22.804,
2014-03,22.826,
2014-04,22.645,
2014-05,22.748,
2014-06,22.914,
2014-07,22.974,
2014-08,23.133,
2014-09,22.616,
2014-10,22.769,
2014-11,18.087,
2014-12,18.214,Provisional value
