"",BBK01.OEYB20N,BBK01.OEYB20N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:34,
2002-01,18.968,
2002-04,19.178,
2002-07,19.314,
2002-10,20.176,
2003-01,20.055,
2003-04,17.121,
2003-07,17.222,
2003-10,16.097,
2004-01,16.063,
2004-04,16.920,
2004-07,17.002,
2004-10,16.967,
2005-01,16.821,
2005-04,16.822,
2005-07,16.489,
2005-10,16.392,
2006-01,22.611,
2006-04,22.680,
2006-07,23.348,
2006-10,23.425,
2007-01,23.269,
2007-04,23.087,
2007-07,23.173,
2007-10,23.081,
2008-01,23.334,
2008-04,23.158,
2008-07,18.084,
2008-10,18.002,
2009-01,17.831,
2009-04,17.604,
2009-07,17.806,
2009-10,17.802,
2010-01,17.717,
2010-04,17.640,
2010-07,17.759,
2010-10,17.690,
2011-01,17.607,
2011-04,17.621,
2011-07,17.635,
2011-10,17.500,
2012-01,17.436,
2012-04,17.298,
2012-07,17.255,
2012-10,17.858,
2013-01,17.703,
2013-04,17.518,
2013-07,17.366,
2013-10,17.244,
2014-01,16.901,
2014-04,16.739,
2014-07,16.884,
