"",BBK01.OEAH26G,BBK01.OEAH26G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:15,
2002-01,91.225,
2002-04,90.680,
2002-07,91.387,
2002-10,96.836,
2003-01,99.600,
2003-04,100.808,
2003-07,102.348,
2003-10,105.578,
2004-01,107.555,
2004-04,108.281,
2004-07,108.642,
2004-10,110.795,
2005-01,80.077,
2005-04,79.960,
2005-07,80.057,
2005-10,80.934,
2006-01,80.291,
2006-04,78.897,
2006-07,76.959,
2006-10,74.385,
2007-01,72.081,
2007-04,69.811,
2007-07,68.066,
2007-10,67.785,
2008-01,66.408,
2008-04,65.080,
2008-07,63.020,
2008-10,63.023,
2009-01,65.292,
2009-04,67.428,
2009-07,70.248,
2009-10,73.294,
2010-01,75.562,
2010-04,76.803,
2010-07,78.425,
2010-10,80.211,
2011-01,82.075,
2011-04,82.253,
2011-07,82.040,
2011-10,82.230,
2012-01,82.710,
2012-04,82.407,
2012-07,83.057,
2012-10,83.994,
2013-01,84.348,
2013-04,84.213,
2013-07,84.437,
2013-10,85.091,
2014-01,85.434,
2014-04,85.820,
2014-07,86.655,
