"",BBK01.PC3678,BBK01.PC3678_FLAGS
"",Instalment credit to domestic employees and other individuals / Long-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:27:46,
1985-10,2.313,
1986-01,2.328,
1986-04,2.384,
1986-07,2.454,
1986-10,2.495,
1987-01,2.531,
1987-04,2.597,
1987-07,2.639,
1987-10,2.648,
1988-01,2.663,
1988-04,2.713,
1988-07,2.779,
1988-10,2.767,
1989-01,2.815,
1989-04,2.905,
1989-07,2.969,
1989-10,2.998,
1990-01,3.084,
1990-04,3.223,
1990-07,3.309,
1990-10,3.272,
1991-01,3.440,
1991-04,3.657,
1991-07,3.857,
1991-10,3.816,
1992-01,3.958,
1992-04,4.045,
1992-07,4.320,
1992-10,4.669,
1993-01,4.738,
1993-04,4.896,
1993-07,4.970,
1993-10,4.905,
1994-01,5.600,
1994-04,5.782,
1994-07,5.981,
1994-10,6.019,
1995-01,6.034,
1995-04,6.191,
1995-07,6.287,
1995-10,6.303,
1996-01,6.629,
1996-04,6.848,
1996-07,7.009,
1996-10,7.089,
1997-01,7.236,
1997-04,7.785,
1997-07,7.518,
1997-10,7.508,
1998-01,7.721,
1998-04,7.815,
1998-07,8.053,
1998-10,7.982,
1999-01,5.534,
1999-04,5.805,
1999-07,5.889,
1999-10,6.014,
2000-01,6.121,
2000-04,6.327,
2000-07,6.722,
2000-10,7.156,
2001-01,7.812,
2001-04,8.269,
2001-07,8.794,
2001-10,8.959,
2002-01,9.105,
2002-04,10.678,
2002-07,11.431,
2002-10,11.429,
2003-01,12.288,
2003-04,12.844,
2003-07,12.428,
2003-10,12.662,
2004-01,13.504,
2004-04,13.648,
2004-07,14.182,
2004-10,14.442,
2005-01,14.857,
2005-04,15.994,
2005-07,16.488,
2005-10,17.689,
2006-01,18.387,
2006-04,18.867,
2006-07,19.381,
2006-10,19.719,
2007-01,19.913,
2007-04,20.363,
2007-07,21.087,
2007-10,20.847,
2008-01,21.247,
2008-04,21.665,
2008-07,21.985,
2008-10,22.046,
2009-01,24.354,
2009-04,24.662,
2009-07,25.235,
2009-10,24.942,
2010-01,24.481,
2010-04,24.100,
2010-07,24.439,
2010-10,24.181,
2011-01,24.584,
2011-04,25.030,
2011-07,25.351,
2011-10,25.425,
2012-01,25.487,
2012-04,25.602,
2012-07,25.879,
2012-10,25.802,
2013-01,25.982,
2013-04,26.307,
2013-07,26.465,
2013-10,26.664,
2014-01,27.210,
2014-04,28.742,
2014-07,28.306,
2014-10,28.554,
