"",BBK01.CEF020,BBK01.CEF020_FLAGS
"",Total liabilities                                       debtor: Domestic financial corporations    creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:19,
1999-01,8077.7,
1999-04,8254.9,
1999-07,8305.8,
1999-10,8736.1,
2000-01,9077.3,
2000-04,9065.1,
2000-07,9274.4,
2000-10,9436.3,
2001-01,9715.2,
2001-04,9781.7,
2001-07,9694.0,
2001-10,9918.0,
2002-01,9995.0,
2002-04,9970.1,
2002-07,9950.9,
2002-10,10052.1,
2003-01,10230.0,
2003-04,10482.0,
2003-07,10348.5,
2003-10,10365.3,
2004-01,10656.3,
2004-04,10591.4,
2004-07,10661.2,
2004-10,10774.2,
2005-01,10979.6,
2005-04,11224.0,
2005-07,11440.6,
2005-10,11454.5,
2006-01,11717.6,
2006-04,11774.7,
2006-07,11890.8,
2006-10,12006.1,
2007-01,12317.3,
2007-04,12557.2,
2007-07,12730.4,
2007-10,12982.6,
2008-01,13159.7,
2008-04,13035.9,
2008-07,13457.7,
2008-10,13586.2,
2009-01,13500.7,
2009-04,12935.7,
2009-07,12787.4,
2009-10,12683.6,
2010-01,12906.7,
2010-04,13506.5,
2010-07,13091.8,
2010-10,12570.6,
2011-01,12229.4,
2011-04,12234.6,
2011-07,12931.5,
2011-10,12947.8,
2012-01,13436.2,
2012-04,13679.7,
2012-07,13645.4,
2012-10,13358.5,
2013-01,13186.5,
2013-04,12953.4,
2013-07,12658.7,
2013-10,12528.9,
2014-01,12521.6,
2014-04,12639.9,
2014-07,12873.7,
