"",BBK01.QUX794,BBK01.QUX794_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Uruguay / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:37:13,
2002-03,2.552,
2002-04,0.781,
2002-05,0.752,
2002-06,0.675,
2002-07,0.660,
2002-08,0.603,
2002-09,0.619,
2002-10,0.573,
2002-11,0.549,
2002-12,0.395,
2003-01,0.328,
2003-02,0.207,
2003-03,0.202,
2003-04,0.180,
2003-05,0.165,
2003-06,0.160,
2003-07,0.160,
2003-08,0.168,
2003-09,0.174,
2003-10,0.176,
2003-11,0.184,
2003-12,0.152,
2004-01,0.157,
2004-02,0.179,
2004-03,0.154,
2004-04,0.179,
2004-05,0.177,
2004-06,0.163,
2004-07,0.156,
2004-08,0.128,
2004-09,0.136,
2004-10,0.116,
2004-11,0.131,
2004-12,0.112,
2005-01,0.281,
2005-02,0.291,
2005-03,0.279,
2005-04,0.129,
2005-05,0.123,
2005-06,0.184,
2005-07,0.156,
2005-08,0.190,
2005-09,0.179,
2005-10,0.208,
2005-11,0.155,
2005-12,0.139,
2006-01,0.246,
2006-02,0.240,
2006-03,0.242,
2006-04,0.256,
2006-05,0.215,
2006-06,0.230,
2006-07,0.201,
2006-08,0.206,
2006-09,0.226,
2006-10,0.251,
2006-11,0.212,
2006-12,0.149,
2007-01,0.165,
2007-02,0.207,
2007-03,0.260,
2007-04,0.281,
2007-05,0.254,
2007-06,0.287,
2007-07,0.297,
2007-08,0.305,
2007-09,0.278,
2007-10,0.315,
2007-11,0.324,
2007-12,0.199,
2008-01,0.272,
2008-02,0.269,
2008-03,0.287,
2008-04,0.276,
2008-05,0.263,
2008-06,0.284,
2008-07,0.314,
2008-08,0.322,
2008-09,0.433,
2008-10,0.453,
2008-11,0.426,
2008-12,0.405,
2009-01,0.446,
2009-02,0.415,
2009-03,0.409,
2009-04,0.385,
2009-05,0.362,
2009-06,0.377,
2009-07,0.356,
2009-08,0.221,
2009-09,0.390,
2009-10,0.192,
2009-11,0.356,
2009-12,0.594,
2010-01,0.396,
2010-02,0.405,
2010-03,0.434,
2010-04,0.435,
2010-05,0.468,
2010-06,0.221,
2010-07,0.447,
2010-08,0.476,
2010-09,0.219,
2010-10,0.192,
2010-11,0.187,
2010-12,0.233,
2011-01,0.241,
2011-02,0.214,
2011-03,0.234,
2011-04,0.250,
2011-05,0.229,
2011-06,0.228,
2011-07,0.232,
2011-08,0.265,
2011-09,0.310,
2011-10,0.282,
2011-11,0.278,
2011-12,0.301,
2012-01,0.344,
2012-02,0.306,
2012-03,0.280,
2012-04,0.326,
2012-05,0.325,
2012-06,0.361,
2012-07,0.370,
2012-08,0.347,
2012-09,0.335,
2012-10,0.313,
2012-11,0.359,
2012-12,0.277,
2013-01,0.260,
2013-02,0.243,
2013-03,0.301,
2013-04,0.304,
2013-05,0.306,
2013-06,0.357,
2013-07,0.324,
2013-08,0.304,
2013-09,0.315,
2013-10,0.284,
2013-11,0.309,
2013-12,0.297,
2014-01,0.321,
2014-02,0.328,
2014-03,0.310,
2014-04,0.258,
2014-05,0.277,
2014-06,0.277,
2014-07,0.287,
2014-08,0.313,
2014-09,0.416,
2014-10,0.449,
