"",BBK01.OEAH31N,BBK01.OEAH31N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:22,
2002-01,63.221,
2002-04,63.657,
2002-07,65.114,
2002-10,68.594,
2003-01,68.974,
2003-04,69.485,
2003-07,68.403,
2003-10,66.243,
2004-01,64.619,
2004-04,68.917,
2004-07,72.432,
2004-10,67.020,
2005-01,68.817,
2005-04,72.634,
2005-07,74.383,
2005-10,79.515,
2006-01,80.055,
2006-04,84.758,
2006-07,91.581,
2006-10,97.542,
2007-01,99.798,
2007-04,103.145,
2007-07,109.492,
2007-10,116.150,
2008-01,115.530,
2008-04,117.173,
2008-07,119.158,
2008-10,123.750,
2009-01,122.408,
2009-04,117.292,
2009-07,124.621,
2009-10,121.226,
2010-01,119.382,
2010-04,120.775,
2010-07,118.118,
2010-10,123.344,
2011-01,117.363,
2011-04,117.556,
2011-07,119.751,
2011-10,121.442,
2012-01,113.203,
2012-04,118.528,
2012-07,113.206,
2012-10,100.727,
2013-01,101.342,
2013-04,97.686,
2013-07,87.963,
2013-10,86.723,
2014-01,84.664,
2014-04,81.555,
2014-07,82.705,
