"",BBK01.PQ3057,BBK01.PQ3057_FLAGS
"",Lending to domestic enterprises and self-employed persons / Manufacturing sector / Short-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:14,
1968-10,15.209,
1969-01,15.835,
1969-04,16.488,
1969-07,17.218,
1969-10,20.348,
1970-01,20.898,
1970-04,22.828,
1970-07,23.033,
1970-10,23.489,
1971-01,23.392,
1971-04,24.565,
1971-07,24.943,
1971-10,26.124,
1972-01,26.562,
1972-04,28.666,
1972-07,28.041,
1972-10,29.335,
1973-01,28.017,
1973-04,28.527,
1973-07,29.800,
1973-10,30.398,
1974-01,30.901,
1974-04,32.868,
1974-07,33.122,
1974-10,33.291,
1975-01,31.617,
1975-04,30.957,
1975-07,28.821,
1975-10,29.354,
1976-01,27.445,
1976-04,28.554,
1976-07,28.650,
1976-10,30.294,
1977-01,29.645,
1977-04,30.719,
1977-07,30.079,
1977-10,31.955,
1978-01,29.173,
1978-04,31.074,
1978-07,30.658,
1978-10,32.639,
1979-01,32.114,
1979-04,34.591,
1979-07,34.908,
1979-10,38.214,
1980-01,36.152,
1980-04,38.905,
1980-07,37.991,
1980-10,41.727,
1981-01,42.254,
1981-04,43.864,
1981-07,43.178,
1981-10,44.075,
1982-01,42.173,
1982-04,43.183,
1982-07,43.076,
1982-10,43.221,
1983-01,40.689,
1983-04,41.520,
1983-07,41.548,
1983-10,42.403,
1984-01,41.908,
1984-04,43.197,
1984-07,43.644,
1984-10,44.256,
1985-01,45.411,
1985-04,46.865,
1985-07,44.540,
1985-10,45.696,
1986-01,47.052,
1986-04,47.566,
1986-07,45.449,
1986-10,45.964,
1987-01,44.149,
1987-04,43.342,
1987-07,43.620,
1987-10,43.090,
1988-01,42.288,
1988-04,43.866,
1988-07,42.801,
1988-10,45.308,
1989-01,46.206,
1989-04,48.368,
1989-07,49.677,
1989-10,51.107,
1990-01,52.753,
1990-04,77.854,
1990-07,84.441,
1990-10,85.114,
1991-01,86.522,
1991-04,90.392,
1991-07,88.798,
1991-10,90.914,
1992-01,87.682,
1992-04,90.191,
1992-07,85.637,
1992-10,77.749,
1993-01,74.554,
1993-04,71.230,
1993-07,66.706,
1993-10,60.630,
1994-01,59.323,
1994-04,59.209,
1994-07,57.983,
1994-10,57.681,
1995-01,58.484,
1995-04,61.078,
1995-07,60.966,
1995-10,59.791,
1996-01,61.876,
1996-04,63.433,
1996-07,60.967,
1996-10,59.395,
1997-01,61.542,
1997-04,61.879,
1997-07,59.235,
1997-10,58.558,
1998-01,59.842,
1998-04,61.377,
1998-07,61.256,
1998-10,61.654,
1999-01,57.648,
1999-04,62.505,
1999-07,58.647,
1999-10,57.293,
2000-01,57.887,
2000-04,60.468,
2000-07,62.390,
2000-10,61.470,
2001-01,64.031,
2001-04,63.898,
2001-07,60.939,
2001-10,59.596,
2002-01,59.109,
2002-04,58.598,
2002-07,56.591,
2002-10,52.035,
2003-01,50.584,
2003-04,51.094,
2003-07,48.676,
2003-10,46.551,
2004-01,47.047,
2004-04,44.838,
2004-07,42.994,
2004-10,40.906,
2005-01,41.726,
2005-04,42.363,
2005-07,41.917,
2005-10,38.813,
2006-01,39.879,
2006-04,42.918,
2006-07,43.289,
2006-10,39.568,
2007-01,42.578,
2007-04,45.339,
2007-07,44.361,
2007-10,46.199,
2008-01,51.145,
2008-04,54.885,
2008-07,53.157,
2008-10,51.428,
2009-01,54.645,
2009-04,51.517,
2009-07,46.399,
2009-10,36.327,
2010-01,36.600,
2010-04,36.416,
2010-07,34.760,
2010-10,32.158,
2011-01,36.771,
2011-04,38.098,
2011-07,36.624,
2011-10,33.788,
2012-01,36.761,
2012-04,37.466,
2012-07,36.369,
2012-10,34.766,
2013-01,37.540,
2013-04,37.368,
2013-07,35.926,
2013-10,33.866,
2014-01,35.441,
2014-04,36.285,
2014-07,34.450,
2014-10,32.532,
