"",BBK01.WXI033,BBK01.WXI033_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:40:36,
2009-01,763,
2009-02,663,
2009-03,557,
2009-04,751,
2009-05,627,
2009-06,827,
2009-07,760,
2009-08,733,
2009-09,642,
2009-10,525,
2009-11,595,
2009-12,464,
2010-01,644,
2010-02,633,
2010-03,737,
2010-04,723,
2010-05,1017,
2010-06,730,
2010-07,890,
2010-08,635,
2010-09,759,
2010-10,1082,
2010-11,1097,
2010-12,991,
2011-01,1032,
2011-02,939,
2011-03,994,
2011-04,836,
2011-05,1082,
2011-06,606,
2011-07,1029,
2011-08,744,
2011-09,818,
2011-10,621,
2011-11,816,
2011-12,578,
2012-01,592,
2012-02,1129,
2012-03,734,
2012-04,733,
2012-05,881,
2012-06,825,
2012-07,936,
2012-08,1078,
2012-09,955,
2012-10,783,
2012-11,751,
2012-12,782,
2013-01,1108,
2013-02,851,
2013-03,943,
2013-04,880,
2013-05,668,
2013-06,765,
2013-07,490,
2013-08,766,
2013-09,706,
2013-10,903,
2013-11,599,
2013-12,383,
2014-01,650,
2014-02,623,
2014-03,594,
2014-04,490,
2014-05,482,
2014-06,524,
2014-07,476,
2014-08,468,
2014-09,704,
2014-10,659,
2014-11,979,
