"",BBK01.QUJ433,BBK01.QUJ433_FLAGS
"",All foreign subsidiaries: Short-term liabilities to foreign banks / Slovenia / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:34,
1994-01,0.182,
1994-02,0.121,
1994-03,0.123,
1994-04,0.073,
1994-05,0.104,
1994-06,0.122,
1994-07,0.203,
1994-08,0.186,
1994-09,0.223,
1994-10,0.215,
1994-11,0.224,
1994-12,0.286,
1995-01,0.309,
1995-02,0.319,
1995-03,0.304,
1995-04,0.322,
1995-05,0.322,
1995-06,0.334,
1995-07,0.329,
1995-08,0.283,
1995-09,0.253,
1995-10,0.253,
1995-11,0.237,
1995-12,0.261,
1996-01,0.247,
1996-02,0.271,
1996-03,0.238,
1996-04,0.265,
1996-05,0.250,
1996-06,0.293,
1996-07,0.320,
1996-08,0.341,
1996-09,0.268,
1996-10,0.310,
1996-11,0.318,
1996-12,0.304,
1997-01,0.325,
1997-02,0.342,
1997-03,0.351,
1997-04,0.344,
1997-05,0.377,
1997-06,0.346,
1997-07,0.341,
1997-08,0.311,
1997-09,0.209,
1997-10,0.165,
1997-11,0.192,
1997-12,0.302,
1998-01,0.323,
1998-02,0.372,
1998-03,.,No value available
1998-04,.,No value available
1998-05,0.422,
1998-06,.,No value available
1998-07,.,No value available
1998-08,.,No value available
1998-09,.,No value available
1998-10,.,No value available
1998-11,.,No value available
1998-12,.,No value available
1999-01,.,No value available
1999-02,0.216,
1999-03,.,No value available
1999-04,.,No value available
1999-05,.,No value available
1999-06,0.083,
1999-07,0.147,
1999-08,0.137,
1999-09,0.115,
1999-10,0.151,
1999-11,0.071,
1999-12,0.110,
2000-01,0.138,
2000-02,0.171,
2000-03,0.239,
2000-04,0.193,
2000-05,0.135,
2000-06,0.172,
2000-07,0.253,
2000-08,0.123,
2000-09,0.224,
2000-10,0.169,
2000-11,0.171,
2000-12,0.145,
2001-01,0.212,
2001-02,0.191,
2001-03,0.142,
2001-04,0.191,
2001-05,0.259,
2001-06,0.404,
2001-07,0.456,
2001-08,0.367,
2001-09,0.388,
2001-10,0.391,
2001-11,0.382,
2001-12,0.194,
2002-01,0.308,
2002-02,0.396,
2002-03,0.369,
2002-04,0.218,
2002-05,0.222,
2002-06,0.224,
2002-07,0.236,
2002-08,.,No value available
2002-09,0.298,
2002-10,0.229,
2002-11,0.193,
2002-12,0.240,
2003-01,0.281,
2003-02,0.187,
2003-03,0.296,
2003-04,0.182,
2003-05,0.184,
2003-06,0.238,
2003-07,0.211,
2003-08,0.185,
2003-09,0.166,
2003-10,0.191,
2003-11,0.177,
2003-12,0.190,
2004-01,0.158,
2004-02,0.194,
2004-03,0.142,
2004-04,0.201,
2004-05,0.178,
2004-06,0.153,
2004-07,0.136,
2004-08,0.217,
2004-09,0.217,
2004-10,0.259,
2004-11,0.154,
2004-12,0.174,
2005-01,0.182,
2005-02,0.159,
2005-03,0.165,
2005-04,0.189,
2005-05,0.146,
2005-06,0.159,
2005-07,0.205,
2005-08,0.323,
2005-09,0.229,
2005-10,0.240,
2005-11,0.241,
2005-12,0.254,
2006-01,0.257,
2006-02,0.208,
2006-03,0.251,
2006-04,0.319,
2006-05,0.303,
2006-06,0.436,
2006-07,0.377,
2006-08,0.265,
2006-09,0.370,
2006-10,0.265,
2006-11,0.292,
2006-12,0.266,
2007-01,0.116,
2007-02,0.138,
2007-03,0.131,
2007-04,0.126,
2007-05,0.100,
2007-06,0.014,
2007-07,0.058,
2007-08,0.133,
2007-09,0.137,
2007-10,0.133,
2007-11,0.027,
2007-12,0.290,
2008-01,0.190,
2008-02,0.234,
2008-03,0.244,
2008-04,0.189,
2008-05,0.158,
2008-06,0.154,
2008-07,0.129,
2008-08,0.105,
2008-09,0.200,
2008-10,0.223,
2008-11,0.176,
2008-12,0.164,
2009-01,0.202,
2009-02,0.130,
2009-03,0.109,
2009-04,0.220,
2009-05,0.248,
2009-06,0.198,
2009-07,0.292,
2009-08,0.247,
2009-09,0.283,
2009-10,0.203,
2009-11,0.215,
2009-12,0.015,
2010-01,0.016,
2010-02,0.018,
2010-03,0.016,
2010-04,0.016,
2010-05,0.015,
2010-06,0.062,
2010-07,0.022,
2010-08,0.016,
2010-09,0.025,
2010-10,0.027,
2010-11,0.059,
2010-12,0.026,
2011-01,0.008,
2011-02,0.010,
2011-03,0.013,
2011-04,0.037,
2011-05,0.023,
2011-06,0.014,
2011-07,0.001,
2011-08,0.023,
2011-09,0.022,
2011-10,0.002,
2011-11,0.002,
2011-12,0.004,
2012-01,0.002,
2012-02,0.002,
2012-03,0.000,
2012-04,0.006,
2012-05,0.024,
2012-06,0.005,
2012-07,0.008,
2012-08,0.005,
2012-09,0.003,
2012-10,0.000,
2012-11,0.002,
2012-12,0.002,
2013-01,0.008,
2013-02,0.008,
2013-03,0.023,
2013-04,0.060,
2013-05,0.077,
2013-06,0.100,
2013-07,0.062,
2013-08,0.104,
2013-09,0.060,
2013-10,0.095,
2013-11,0.020,
2013-12,0.020,
2014-01,0.025,
2014-02,0.028,
2014-03,0.027,
2014-04,0.004,
2014-05,0.056,
2014-06,0.064,
2014-07,0.060,
2014-08,0.045,
2014-09,0.048,
2014-10,0.058,
2014-11,0.029,
