"",BBK01.OUD032,BBK01.OUD032_FLAGS
"",Time deposits of foreign banks (MFIs) / medium- and longtherm / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:23,
1968-12,0.077,
1969-01,0.081,
1969-02,0.079,
1969-03,0.089,
1969-04,0.092,
1969-05,0.134,
1969-06,0.148,
1969-07,0.151,
1969-08,0.157,
1969-09,0.211,
1969-10,0.202,
1969-11,0.198,
1969-12,0.197,
1970-01,0.199,
1970-02,0.201,
1970-03,0.197,
1970-04,0.205,
1970-05,0.226,
1970-06,0.224,
1970-07,0.223,
1970-08,0.293,
1970-09,0.341,
1970-10,0.358,
1970-11,0.362,
1970-12,0.390,
1971-01,0.386,
1971-02,0.393,
1971-03,0.399,
1971-04,0.417,
1971-05,0.449,
1971-06,0.458,
1971-07,0.485,
1971-08,0.482,
1971-09,0.486,
1971-10,0.507,
1971-11,0.510,
1971-12,0.532,
1972-01,0.542,
1972-02,0.531,
1972-03,0.534,
1972-04,0.522,
1972-05,0.515,
1972-06,0.501,
1972-07,0.498,
1972-08,0.501,
1972-09,0.485,
1972-10,0.484,
1972-11,0.471,
1972-12,0.462,
1973-01,0.458,
1973-02,0.540,
1973-03,0.536,
1973-04,0.535,
1973-05,0.510,
1973-06,0.524,
1973-07,0.521,
1973-08,0.518,
1973-09,0.524,
1973-10,0.538,
1973-11,0.548,
1973-12,0.548,
1974-01,0.554,
1974-02,0.503,
1974-03,0.505,
1974-04,0.527,
1974-05,0.524,
1974-06,0.524,
1974-07,0.529,
1974-08,0.532,
1974-09,0.534,
1974-10,0.514,
1974-11,0.520,
1974-12,0.571,
1975-01,0.592,
1975-02,0.632,
1975-03,0.723,
1975-04,0.716,
1975-05,0.670,
1975-06,0.671,
1975-07,0.677,
1975-08,0.675,
1975-09,0.671,
1975-10,0.670,
1975-11,0.696,
1975-12,0.779,
1976-01,0.793,
1976-02,0.877,
1976-03,0.882,
1976-04,0.869,
1976-05,0.867,
1976-06,0.869,
1976-07,0.850,
1976-08,0.871,
1976-09,1.535,
1976-10,1.544,
1976-11,1.583,
1976-12,1.541,
1977-01,1.572,
1977-02,1.578,
1977-03,1.666,
1977-04,1.685,
1977-05,1.691,
1977-06,1.694,
1977-07,1.707,
1977-08,1.722,
1977-09,2.209,
1977-10,2.235,
1977-11,2.261,
1977-12,2.289,
1978-01,2.623,
1978-02,2.603,
1978-03,2.679,
1978-04,2.754,
1978-05,2.818,
1978-06,2.855,
1978-07,2.881,
1978-08,2.942,
1978-09,2.985,
1978-10,3.005,
1978-11,3.125,
1978-12,3.240,
1979-01,3.392,
1979-02,3.448,
1979-03,3.627,
1979-04,3.660,
1979-05,3.688,
1979-06,3.782,
1979-07,3.850,
1979-08,3.961,
1979-09,4.018,
1979-10,4.068,
1979-11,4.117,
1979-12,4.280,
1980-01,4.354,
1980-02,4.407,
1980-03,4.502,
1980-04,4.473,
1980-05,4.470,
1980-06,4.472,
1980-07,4.498,
1980-08,4.577,
1980-09,4.586,
1980-10,4.612,
1980-11,4.622,
1980-12,4.659,
1981-01,4.761,
1981-02,4.801,
1981-03,4.769,
1981-04,4.815,
1981-05,4.881,
1981-06,4.910,
1981-07,4.969,
1981-08,5.003,
1981-09,4.950,
1981-10,4.851,
1981-11,4.859,
1981-12,5.229,
1982-01,5.378,
1982-02,5.620,
1982-03,5.596,
1982-04,5.602,
1982-05,5.598,
1982-06,5.811,
1982-07,5.894,
1982-08,5.968,
1982-09,5.974,
1982-10,5.887,
1982-11,5.854,
1982-12,5.760,
1983-01,5.673,
1983-02,5.586,
1983-03,5.529,
1983-04,5.461,
1983-05,5.524,
1983-06,5.467,
1983-07,5.474,
1983-08,5.475,
1983-09,5.435,
1983-10,5.502,
1983-11,5.636,
1983-12,5.590,
1984-01,5.715,
1984-02,5.630,
1984-03,5.659,
1984-04,5.708,
1984-05,5.984,
1984-06,6.116,
1984-07,6.139,
1984-08,6.139,
1984-09,6.258,
1984-10,6.358,
1984-11,6.439,
1984-12,6.598,
1985-01,6.673,
1985-02,6.753,
1985-03,6.677,
1985-04,6.637,
1985-05,6.631,
1985-06,6.652,
1985-07,6.603,
1985-08,6.672,
1985-09,6.705,
1985-10,6.730,
1985-11,6.970,
1985-12,7.140,
1986-01,7.022,
1986-02,7.194,
1986-03,7.542,
1986-04,7.795,
1986-05,7.822,
1986-06,7.644,
1986-07,7.620,
1986-08,7.690,
1986-09,7.777,
1986-10,8.050,
1986-11,8.157,
1986-12,8.769,
1987-01,8.653,
1987-02,8.657,
1987-03,8.841,
1987-04,8.893,
1987-05,9.125,
1987-06,9.258,
1987-07,9.262,
1987-08,9.093,
1987-09,9.071,
1987-10,9.104,
1987-11,9.058,
1987-12,9.093,
1988-01,9.342,
1988-02,9.348,
1988-03,9.297,
1988-04,9.809,
1988-05,9.842,
1988-06,9.825,
1988-07,10.051,
1988-08,10.071,
1988-09,10.171,
1988-10,10.336,
1988-11,10.434,
1988-12,10.630,
1989-01,11.010,
1989-02,11.204,
1989-03,10.671,
1989-04,10.520,
1989-05,10.727,
1989-06,10.846,
1989-07,10.956,
1989-08,11.079,
1989-09,11.013,
1989-10,11.077,
1989-11,11.095,
1989-12,11.053,
1990-01,11.057,
1990-02,11.009,
1990-03,11.090,
1990-04,11.044,
1990-05,11.091,
1990-06,26.466,
1990-07,26.080,
1990-08,26.281,
1990-09,25.825,
1990-10,25.458,
1990-11,25.003,
1990-12,24.246,
1991-01,23.703,
1991-02,23.172,
1991-03,23.337,
1991-04,22.694,
1991-05,22.141,
1991-06,21.130,
1991-07,20.399,
1991-08,20.030,
1991-09,19.433,
1991-10,19.115,
1991-11,18.479,
1991-12,17.616,
1992-01,17.393,
1992-02,17.324,
1992-03,17.280,
1992-04,17.864,
1992-05,17.638,
1992-06,17.220,
1992-07,16.758,
1992-08,16.470,
1992-09,16.878,
1992-10,17.519,
1992-11,17.335,
1992-12,17.131,
1993-01,16.575,
1993-02,16.596,
1993-03,16.368,
1993-04,15.949,
1993-05,16.121,
1993-06,16.030,
1993-07,15.800,
1993-08,15.823,
1993-09,15.741,
1993-10,16.030,
1993-11,16.505,
1993-12,17.117,
1994-01,16.997,
1994-02,16.852,
1994-03,16.698,
1994-04,16.546,
1994-05,16.442,
1994-06,16.601,
1994-07,16.825,
1994-08,16.678,
1994-09,16.829,
1994-10,16.852,
