"",BBK01.WU0058,BBK01.WU0058_FLAGS
"",Net sales of domestic debt securities at nominal value / Public Pfandbriefe,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:38,
1948-01,-,Nothing exists
1948-02,-,Nothing exists
1948-03,-,Nothing exists
1948-04,-,Nothing exists
1948-05,-,Nothing exists
1948-06,-,Nothing exists
1948-07,0,
1948-08,-,Nothing exists
1948-09,-,Nothing exists
1948-10,1,
1948-11,-,Nothing exists
1948-12,-,Nothing exists
1949-01,1,
1949-02,-,Nothing exists
1949-03,1,
1949-04,2,
1949-05,1,
1949-06,1,
1949-07,1,
1949-08,2,
1949-09,3,
1949-10,3,
1949-11,1,
1949-12,4,
1950-01,2,
1950-02,1,
1950-03,2,
1950-04,2,
1950-05,4,
1950-06,4,
1950-07,8,
1950-08,3,
1950-09,6,
1950-10,7,
1950-11,4,
1950-12,9,
1951-01,10,
1951-02,9,
1951-03,8,
1951-04,8,
1951-05,5,
1951-06,5,
1951-07,10,
1951-08,6,
1951-09,2,
1951-10,4,
1951-11,7,
1951-12,8,
1952-01,12,
1952-02,1,
1952-03,11,
1952-04,9,
1952-05,5,
1952-06,4,
1952-07,5,
1952-08,4,
1952-09,5,
1952-10,8,
1952-11,9,
1952-12,11,
1953-01,16,
1953-02,12,
1953-03,13,
1953-04,15,
1953-05,8,
1953-06,21,
1953-07,14,
1953-08,16,
1953-09,10,
1953-10,20,
1953-11,20,
1953-12,52,
1954-01,48,
1954-02,24,
1954-03,37,
1954-04,31,
1954-05,31,
1954-06,80,
1954-07,70,
1954-08,57,
1954-09,42,
1954-10,28,
1954-11,26,
1954-12,37,
1955-01,67,
1955-02,55,
1955-03,12,
1955-04,30,
1955-05,28,
1955-06,49,
1955-07,57,
1955-08,73,
1955-09,68,
1955-10,45,
1955-11,9,
1955-12,30,
1956-01,24,
1956-02,32,
1956-03,31,
1956-04,39,
1956-05,15,
1956-06,62,
1956-07,35,
1956-08,14,
1956-09,15,
1956-10,7,
1956-11,9,
1956-12,22,
1957-01,11,
1957-02,14,
1957-03,40,
1957-04,35,
1957-05,37,
1957-06,30,
1957-07,41,
1957-08,56,
1957-09,81,
1957-10,82,
1957-11,80,
1957-12,54,
1958-01,84,
1958-02,150,
1958-03,126,
1958-04,129,
1958-05,41,
1958-06,56,
1958-07,151,
1958-08,127,
1958-09,82,
1958-10,77,
1958-11,56,
1958-12,64,
1959-01,194,
1959-02,116,
1959-03,74,
1959-04,113,
1959-05,109,
1959-06,74,
1959-07,103,
1959-08,51,
1959-09,36,
1959-10,34,
1959-11,80,
1959-12,71,
1960-01,42,
1960-02,46,
1960-03,23,
1960-04,34,
1960-05,27,
1960-06,17,
1960-07,65,
1960-08,84,
1960-09,41,
1960-10,58,
1960-11,20,
1960-12,24,
1961-01,89,
1961-02,128,
1961-03,107,
1961-04,89,
1961-05,101,
1961-06,64,
1961-07,42,
1961-08,53,
1961-09,55,
1961-10,102,
1961-11,73,
1961-12,51,
1962-01,141,
1962-02,143,
1962-03,92,
1962-04,77,
1962-05,101,
1962-06,48,
1962-07,90,
1962-08,76,
1962-09,-7,
1962-10,35,
1962-11,66,
1962-12,44,
1963-01,166,
1963-02,117,
1963-03,133,
1963-04,145,
1963-05,141,
1963-06,73,
1963-07,73,
1963-08,85,
1963-09,85,
1963-10,99,
1963-11,133,
1963-12,75,
1964-01,374,
1964-02,134,
1964-03,177,
1964-04,110,
1964-05,75,
1964-06,78,
1964-07,124,
1964-08,94,
1964-09,34,
1964-10,133,
1964-11,74,
1964-12,109,
1965-01,209,
1965-02,181,
1965-03,119,
1965-04,163,
1965-05,85,
1965-06,163,
1965-07,253,
1965-08,111,
1965-09,69,
1965-10,63,
1965-11,106,
1965-12,55,
1966-01,175,
1966-02,121,
1966-03,30,
1966-04,58,
1966-05,68,
1966-06,70,
1966-07,111,
1966-08,89,
1966-09,71,
1966-10,105,
1966-11,81,
1966-12,199,
1967-01,180,
1967-02,208,
1967-03,270,
1967-04,169,
1967-05,210,
1967-06,171,
1967-07,273,
1967-08,306,
1967-09,218,
1967-10,271,
1967-11,254,
1967-12,222,
1968-01,657,
1968-02,439,
1968-03,404,
1968-04,364,
1968-05,318,
1968-06,257,
1968-07,329,
1968-08,398,
1968-09,238,
1968-10,315,
1968-11,188,
1968-12,403,
1969-01,647,
1969-02,426,
1969-03,198,
1969-04,293,
1969-05,355,
1969-06,120,
1969-07,374,
1969-08,410,
1969-09,290,
1969-10,517,
1969-11,210,
1969-12,15,
1970-01,178,
1970-02,220,
1970-03,452,
1970-04,389,
1970-05,185,
1970-06,264,
1970-07,439,
1970-08,445,
1970-09,224,
1970-10,299,
1970-11,501,
1970-12,464,
1971-01,476,
1971-02,253,
1971-03,324,
1971-04,473,
1971-05,190,
1971-06,144,
1971-07,310,
1971-08,357,
1971-09,361,
1971-10,372,
1971-11,187,
1971-12,304,
1972-01,1339,
1972-02,967,
1972-03,679,
1972-04,550,
1972-05,402,
1972-06,672,
1972-07,691,
1972-08,499,
1972-09,331,
1972-10,171,
1972-11,374,
1972-12,29,
1973-01,385,
1973-02,441,
1973-03,174,
1973-04,65,
1973-05,167,
1973-06,254,
1973-07,230,
1973-08,274,
1973-09,237,
1973-10,320,
1973-11,69,
1973-12,-283,
1974-01,194,
1974-02,138,
1974-03,123,
1974-04,266,
1974-05,254,
1974-06,326,
1974-07,251,
1974-08,797,
1974-09,588,
1974-10,544,
1974-11,835,
1974-12,421,
1975-01,1175,
1975-02,1369,
1975-03,765,
1975-04,1299,
1975-05,939,
1975-06,633,
1975-07,822,
1975-08,1049,
1975-09,1523,
1975-10,969,
1975-11,979,
1975-12,735,
1976-01,2134,
1976-02,1547,
1976-03,1433,
1976-04,591,
1976-05,435,
1976-06,582,
1976-07,642,
1976-08,1013,
1976-09,933,
1976-10,676,
1976-11,831,
1976-12,135,
1977-01,1541,
1977-02,333,
1977-03,894,
1977-04,722,
