"",BBK01.SUD233,BBK01.SUD233_FLAGS
"","New business (volumes) of German banks / Loans for other purposes to sole proprietors and unincorporated partnerships, floating rate or initial rate fixation up to 1 year",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:12,
2010-06,2717,
2010-07,3338,
2010-08,2517,
2010-09,2871,
2010-10,3235,
2010-11,2861,
2010-12,3302,
2011-01,3557,
2011-02,2727,
2011-03,3273,
2011-04,3116,
2011-05,2670,
2011-06,3034,
2011-07,3393,
2011-08,2473,
2011-09,2638,
2011-10,2978,
2011-11,2318,
2011-12,2987,
2012-01,2812,
2012-02,2277,
2012-03,2714,
2012-04,2463,
2012-05,2142,
2012-06,2768,
2012-07,2929,
2012-08,2297,
2012-09,2565,
2012-10,3011,
2012-11,2229,
2012-12,2888,
2013-01,2973,
2013-02,2452,
2013-03,2636,
2013-04,2916,
2013-05,2255,
2013-06,2768,
2013-07,3201,
2013-08,2464,
2013-09,2756,
2013-10,2979,
2013-11,2160,
2013-12,3261,
2014-01,2887,
2014-02,2252,
2014-03,2832,
2014-04,2924,
2014-05,2277,
2014-06,2615,
2014-07,3073,
2014-08,2089,
2014-09,2858,
2014-10,2869,
2014-11,2175,
2014-12,3219,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. Excluding overdrafts. p = Provisional",
