"",BBK01.CEH002,BBK01.CEH002_FLAGS
"",Acquisition of financial assets debtor: All sectors                    creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:13,
1991-01,29.9,
1991-04,51.4,
1991-07,52.7,
1991-10,132.0,
1992-01,54.3,
1992-04,44.2,
1992-07,93.5,
1992-10,105.4,
1993-01,81.0,
1993-04,79.2,
1993-07,88.6,
1993-10,199.3,
1994-01,24.6,
1994-04,69.2,
1994-07,42.4,
1994-10,156.9,
1995-01,49.0,
1995-04,80.3,
1995-07,115.7,
1995-10,199.9,
1996-01,120.1,
1996-04,76.4,
1996-07,90.8,
1996-10,206.8,
1997-01,148.9,
1997-04,137.5,
1997-07,81.7,
1997-10,197.9,
1998-01,165.3,
1998-04,180.6,
1998-07,106.2,
1998-10,222.3,
1999-01,124.9,
1999-04,158.5,
1999-07,145.8,
1999-10,192.2,
2000-01,209.1,
2000-04,71.6,
2000-07,67.4,
2000-10,200.9,
2001-01,251.9,
2001-04,-8.8,
2001-07,58.7,
2001-10,87.0,
2002-01,41.6,
2002-04,74.0,
2002-07,108.3,
2002-10,124.1,
2003-01,109.2,
2003-04,93.9,
2003-07,-42.2,
2003-10,117.9,
2004-01,95.7,
2004-04,56.6,
2004-07,76.8,
2004-10,73.7,
2005-01,150.0,
2005-04,119.5,
2005-07,91.6,
2005-10,17.9,
2006-01,186.6,
2006-04,144.1,
2006-07,111.3,
2006-10,108.5,
2007-01,173.5,
2007-04,141.5,
2007-07,143.5,
2007-10,258.3,
2008-01,99.8,
2008-04,65.7,
2008-07,290.0,
2008-10,133.5,
2009-01,-129.2,
2009-04,63.5,
2009-07,-229.8,
2009-10,-36.6,
2010-01,60.8,
2010-04,319.9,
2010-07,-255.8,
2010-10,16.8,
2011-01,-106.3,
2011-04,39.1,
2011-07,308.6,
2011-10,-39.8,
2012-01,477.8,
2012-04,153.8,
2012-07,-70.3,
2012-10,-237.0,
2013-01,-75.6,
2013-04,-18.6,
2013-07,-172.9,
2013-10,-69.7,
2014-01,62.8,
