"",BBK01.TUE357,BBK01.TUE357_FLAGS
"",Lending to enterprises and households / Total / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:00,
1997-09,4999348,
1997-10,5028441,
1997-11,5060352,
1997-12,5135177,
1998-01,5174274,
1998-02,5211410,
1998-03,5263266,
1998-04,5303498,
1998-05,5323759,
1998-06,5367625,
1998-07,5405621,
1998-08,5401530,
1998-09,5496334,
1998-10,5535742,
1998-11,5592089,
1998-12,5656908,
1999-01,5703462,
1999-02,5705746,
1999-03,5766497,
1999-04,5808304,
1999-05,5864153,
1999-06,5955370,
1999-07,5992726,
1999-08,5994762,
1999-09,6023471,
1999-10,6071018,
1999-11,6159642,
1999-12,6214923,
2000-01,6264115,
2000-02,6321754,
2000-03,6427703,
2000-04,6509539,
2000-05,6560465,
2000-06,6596107,
2000-07,6637295,
2000-08,6661832,
2000-09,6752590,
2000-10,6801092,
2000-11,6837108,
2000-12,6879256,
2001-01,7000736,
2001-02,7037795,
2001-03,7129921,
2001-04,7194974,
2001-05,7222829,
2001-06,7247884,
2001-07,7261642,
2001-08,7238472,
2001-09,7284068,
2001-10,7325186,
2001-11,7379572,
2001-12,7424372,
2002-01,7444636,
2002-02,7465391,
2002-03,7513426,
2002-04,7550927,
2002-05,7573612,
2002-06,7597765,
2002-07,7586170,
2002-08,7591182,
2002-09,7625243,
2002-10,7657523,
2002-11,7678178,
2002-12,7721011,
2003-01,7750243,
2003-02,7779893,
2003-03,7816365,
2003-04,7888837,
2003-05,7920415,
2003-06,7950475,
2003-07,7991612,
2003-08,8009944,
2003-09,8031486,
2003-10,8065787,
2003-11,8126442,
2003-12,8161858,
2004-01,8184057,
2004-02,8211895,
2004-03,8261835,
2004-04,8347441,
2004-05,8388386,
2004-06,8437624,
2004-07,8464586,
2004-08,8445739,
2004-09,8498513,
2004-10,8553222,
2004-11,8634585,
2004-12,8693371,
2005-01,8749909,
2005-02,8787564,
2005-03,8840051,
2005-04,8959141,
2005-05,9030024,
2005-06,9153799,
2005-07,9210497,
2005-08,9212544,
2005-09,9317994,
2005-10,9377946,
2005-11,9489474,
2005-12,9538767,
2006-01,9654053,
2006-02,9767520,
2006-03,9894188,
2006-04,10051075,
2006-05,10115390,
2006-06,10161301,
2006-07,10253715,
2006-08,10276853,
2006-09,10404200,
2006-10,10492226,
2006-11,10582893,
2006-12,10612638,
2007-01,10740009,
2007-02,10803287,
2007-03,10956696,
2007-04,11119125,
2007-05,11220229,
2007-06,11327991,
2007-07,11434419,
2007-08,11466956,
2007-09,11593432,
2007-10,11801185,
2007-11,11902944,
2007-12,12047701,
2008-01,12209997,
2008-02,12271584,
2008-03,12401290,
2008-04,12568987,
2008-05,12661054,
2008-06,12697721,
2008-07,12791754,
2008-08,12836996,
2008-09,12901714,
2008-10,12959199,
2008-11,13019290,
2008-12,12970481,
2009-01,13065094,
2009-02,13049945,
2009-03,13037869,
2009-04,13087698,
2009-05,13090189,
2009-06,13122550,
2009-07,13081588,
2009-08,13020220,
2009-09,13069531,
2009-10,13022943,
2009-11,13065159,
2009-12,13103230,
2010-01,13092957,
2010-02,13086539,
2010-03,13087717,
2010-04,13145773,
2010-05,13145586,
2010-06,13292436,
2010-07,13317882,
2010-08,13329381,
2010-09,13336072,
2010-10,13291979,
2010-11,13445355,
2010-12,13381209,
2011-01,13419196,
2011-02,13473202,
2011-03,13409826,
2011-04,13477522,
2011-05,13513421,
2011-06,13503448,
2011-07,13511878,
2011-08,13489155,
2011-09,13522890,
2011-10,13551505,
2011-11,13542110,
2011-12,13434656,
2012-01,13482009,
2012-02,13452938,
2012-03,13449229,
2012-04,13449289,
2012-05,13449005,
2012-06,13389426,
2012-07,13375082,
2012-08,13308344,
2012-09,13333534,
2012-10,13308507,
2012-11,13301480,
2012-12,13245062,
2013-01,13249625,
2013-02,13243074,
2013-03,13262584,
2013-04,13270314,
2013-05,13249111,
2013-06,13200425,
2013-07,13113127,
2013-08,12977146,
2013-09,12996148,
2013-10,12927619,
2013-11,12929483,
2013-12,12802378,
2014-01,12803460,
2014-02,12771625,
2014-03,12772927,
2014-04,12767385,
2014-05,12733609,
2014-06,12730528,
2014-07,12701098,
2014-08,12650409,
2014-09,12682508,
2014-10,12646822,
2014-11,12675748,
2014-12,12691813,
2015-01,12770300,
