"",BBK01.CEB00N,BBK01.CEB00N_FLAGS
"",Financial assets debtor: All sectors                    creditor: Rest of the world,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:17:53,
1991-01,604.0,
1991-04,622.6,
1991-07,626.6,
1991-10,646.7,
1992-01,663.4,
1992-04,667.0,
1992-07,697.5,
1992-10,757.4,
1993-01,815.1,
1993-04,849.3,
1993-07,889.6,
1993-10,953.7,
1994-01,949.0,
1994-04,928.8,
1994-07,938.9,
1994-10,987.4,
1995-01,998.0,
1995-04,1058.0,
1995-07,1095.7,
1995-10,1134.1,
1996-01,1166.0,
1996-04,1192.6,
1996-07,1215.4,
1996-10,1288.6,
1997-01,1392.5,
1997-04,1471.2,
1997-07,1509.5,
1997-10,1577.0,
1998-01,1702.7,
1998-04,1813.8,
1998-07,1813.4,
1998-10,1944.0,
1999-01,2050.0,
1999-04,2099.1,
1999-07,2112.8,
1999-10,2370.5,
2000-01,2594.0,
2000-04,2673.4,
2000-07,2757.3,
2000-10,2828.1,
2001-01,3056.0,
2001-04,3066.1,
2001-07,3103.2,
2001-10,3000.4,
2002-01,3061.8,
2002-04,3080.8,
2002-07,3064.9,
2002-10,3084.8,
2003-01,3193.1,
2003-04,3279.5,
2003-07,3251.0,
2003-10,3263.4,
2004-01,3397.2,
2004-04,3331.6,
2004-07,3416.1,
2004-10,3458.0,
2005-01,3596.3,
2005-04,3737.4,
2005-07,3812.1,
2005-10,3863.7,
2006-01,4650.0,
2006-04,4595.7,
2006-07,4661.9,
2006-10,4655.6,
2007-01,4824.6,
2007-04,5015.5,
2007-07,5074.5,
2007-10,5008.3,
2008-01,4992.8,
2008-04,4910.8,
2008-07,4942.1,
2008-10,4677.3,
2009-01,4621.8,
2009-04,4717.6,
2009-07,4782.7,
2009-10,4792.8,
2010-01,4943.7,
2010-04,5085.7,
2010-07,5148.4,
2010-10,5256.1,
2011-01,5171.6,
2011-04,5219.5,
2011-07,5376.9,
2011-10,5330.0,
2012-01,5671.2,
2012-04,5748.3,
2012-07,5774.1,
2012-10,5719.2,
2013-01,5755.8,
2013-04,5733.3,
2013-07,5646.9,
2013-10,5623.6,
2014-01,5703.6,
