"",BBK01.TXI387,BBK01.TXI387_FLAGS
"",DEBT SECURITIES ISSUED (NET) / TOTAL / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:39,
1980-01,110292,
1980-02,112002,
1980-03,114322,
1980-04,116931,
1980-05,118255,
1980-06,118685,
1980-07,118850,
1980-08,118866,
1980-09,119368,
1980-10,119185,
1980-11,120461,
1980-12,119420,
1981-01,122370,
1981-02,124872,
1981-03,129420,
1981-04,131744,
1981-05,133846,
1981-06,135994,
1981-07,138328,
1981-08,139844,
1981-09,141305,
1981-10,141972,
1981-11,142284,
1981-12,140277,
1982-01,144744,
1982-02,145676,
1982-03,147664,
1982-04,147311,
1982-05,148675,
1982-06,145077,
1982-07,147046,
1982-08,147737,
1982-09,148197,
1982-10,148948,
1982-11,149516,
1982-12,148893,
1983-01,151774,
1983-02,152292,
1983-03,153129,
1983-04,154053,
1983-05,155448,
1983-06,156517,
1983-07,158041,
1983-08,158881,
1983-09,160630,
1983-10,161806,
1983-11,163793,
1983-12,162235,
1984-01,168351,
1984-02,170910,
1984-03,172184,
1984-04,172145,
1984-05,173905,
1984-06,173081,
1984-07,174293,
1984-08,175446,
1984-09,176411,
1984-10,177687,
1984-11,178983,
1984-12,178408,
1985-01,183020,
1985-02,184665,
1985-03,186581,
1985-04,184436,
1985-05,185560,
1985-06,186756,
1985-07,187821,
1985-08,187761,
1985-09,188879,
1985-10,189203,
1985-11,190387,
1985-12,186660,
1986-01,191230,
1986-02,192439,
1986-03,194895,
1986-04,195491,
1986-05,197159,
1986-06,197126,
1986-07,199161,
1986-08,200101,
1986-09,201677,
1986-10,202260,
1986-11,203332,
1986-12,201893,
1987-01,207072,
1987-02,207269,
1987-03,208351,
1987-04,206575,
1987-05,208975,
1987-06,208235,
1987-07,207654,
1987-08,208305,
1987-09,208897,
1987-10,206989,
1987-11,207175,
1987-12,204282,
1988-01,205911,
1988-02,203468,
1988-03,202409,
1988-04,201612,
1988-05,201953,
1988-06,201254,
1988-07,199857,
1988-08,200014,
1988-09,198679,
1988-10,198465,
1988-11,197927,
1988-12,193321,
1989-01,196222,
1989-02,196538,
1989-03,197329,
1989-04,198592,
1989-05,201313,
1989-06,202379,
1989-07,205442,
1989-08,207620,
1989-09,208724,
