"",BBK01.RU2716,BBK01.RU2716_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / United Kingdom / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:13:58,
1968-12,1.243,
1969-01,.,No value available
1969-02,.,No value available
1969-03,.,No value available
1969-04,.,No value available
1969-05,.,No value available
1969-06,.,No value available
1969-07,.,No value available
1969-08,.,No value available
1969-09,.,No value available
1969-10,.,No value available
1969-11,.,No value available
1969-12,2.322,
1970-01,.,No value available
1970-02,.,No value available
1970-03,.,No value available
1970-04,.,No value available
1970-05,.,No value available
1970-06,.,No value available
1970-07,.,No value available
1970-08,.,No value available
1970-09,.,No value available
1970-10,.,No value available
1970-11,.,No value available
1970-12,3.983,
1971-01,.,No value available
1971-02,.,No value available
1971-03,.,No value available
1971-04,.,No value available
1971-05,.,No value available
1971-06,.,No value available
1971-07,.,No value available
1971-08,.,No value available
1971-09,.,No value available
1971-10,.,No value available
1971-11,.,No value available
1971-12,4.591,
1972-01,.,No value available
1972-02,.,No value available
1972-03,.,No value available
1972-04,.,No value available
1972-05,.,No value available
1972-06,.,No value available
1972-07,.,No value available
1972-08,.,No value available
1972-09,.,No value available
1972-10,.,No value available
1972-11,.,No value available
1972-12,4.625,
1973-01,.,No value available
1973-02,.,No value available
1973-03,.,No value available
1973-04,.,No value available
1973-05,.,No value available
1973-06,.,No value available
1973-07,.,No value available
1973-08,.,No value available
1973-09,.,No value available
1973-10,.,No value available
1973-11,.,No value available
1973-12,4.940,
1974-01,.,No value available
1974-02,.,No value available
1974-03,.,No value available
1974-04,.,No value available
1974-05,.,No value available
1974-06,.,No value available
1974-07,.,No value available
1974-08,.,No value available
1974-09,.,No value available
1974-10,.,No value available
1974-11,.,No value available
1974-12,5.102,
1975-01,.,No value available
1975-02,.,No value available
1975-03,.,No value available
1975-04,.,No value available
1975-05,.,No value available
1975-06,.,No value available
1975-07,.,No value available
1975-08,.,No value available
1975-09,.,No value available
1975-10,.,No value available
1975-11,.,No value available
1975-12,6.123,
1976-01,6.045,
1976-02,6.141,
1976-03,6.775,
1976-04,6.610,
1976-05,6.378,
1976-06,6.421,
1976-07,6.173,
1976-08,5.954,
1976-09,6.005,
1976-10,6.468,
1976-11,6.877,
1976-12,6.738,
1977-01,6.491,
1977-02,6.518,
1977-03,6.441,
1977-04,6.032,
1977-05,6.372,
1977-06,6.876,
1977-07,6.928,
1977-08,6.137,
1977-09,6.397,
1977-10,6.404,
1977-11,7.080,
1977-12,7.090,
1978-01,7.375,
1978-02,7.402,
1978-03,6.997,
1978-04,6.743,
1978-05,6.657,
1978-06,6.831,
1978-07,6.884,
1978-08,7.301,
1978-09,6.942,
1978-10,7.201,
1978-11,7.889,
1978-12,8.347,
1979-01,8.298,
1979-02,8.231,
1979-03,7.763,
1979-04,7.979,
1979-05,7.718,
1979-06,8.220,
1979-07,8.277,
1979-08,8.561,
1979-09,8.456,
1979-10,9.044,
1979-11,8.381,
1979-12,9.076,
1980-01,8.057,
1980-02,8.212,
1980-03,9.082,
1980-04,8.903,
1980-05,8.807,
1980-06,8.615,
1980-07,8.231,
1980-08,8.761,
1980-09,8.883,
1980-10,9.509,
1980-11,9.507,
1980-12,10.648,
1981-01,10.906,
1981-02,11.333,
1981-03,13.551,
1981-04,12.302,
1981-05,12.717,
1981-06,12.231,
1981-07,12.258,
1981-08,11.944,
1981-09,11.496,
1981-10,11.159,
1981-11,11.020,
1981-12,11.370,
1982-01,11.436,
1982-02,11.613,
1982-03,11.984,
1982-04,11.249,
1982-05,11.692,
1982-06,12.188,
1982-07,12.636,
1982-08,13.151,
1982-09,13.327,
1982-10,13.550,
1982-11,13.665,
1982-12,13.064,
1983-01,13.167,
1983-02,13.119,
1983-03,14.297,
1983-04,12.385,
1983-05,12.757,
1983-06,14.352,
1983-07,14.110,
1983-08,14.534,
1983-09,14.862,
1983-10,13.127,
1983-11,13.168,
1983-12,13.241,
1984-01,11.926,
1984-02,11.737,
1984-03,12.006,
1984-04,12.128,
1984-05,12.748,
1984-06,12.650,
1984-07,14.611,
1984-08,14.685,
1984-09,15.605,
1984-10,15.083,
1984-11,15.317,
1984-12,15.991,
1985-01,16.394,
1985-02,17.038,
1985-03,16.101,
1985-04,16.597,
1985-05,14.301,
1985-06,15.614,
1985-07,15.221,
1985-08,16.769,
1985-09,16.560,
1985-10,17.688,
1985-11,18.511,
1985-12,18.111,
1986-01,19.054,
1986-02,17.930,
1986-03,20.813,
1986-04,20.055,
1986-05,18.471,
1986-06,18.711,
1986-07,18.523,
1986-08,18.320,
1986-09,19.020,
1986-10,19.718,
1986-11,18.688,
1986-12,18.660,
1987-01,19.394,
1987-02,18.564,
1987-03,18.407,
1987-04,18.302,
1987-05,18.562,
1987-06,18.600,
1987-07,19.024,
1987-08,18.115,
1987-09,18.849,
1987-10,20.706,
1987-11,18.545,
1987-12,18.097,
1988-01,19.599,
1988-02,19.009,
1988-03,20.542,
1988-04,19.427,
1988-05,20.285,
1988-06,19.926,
1988-07,21.185,
1988-08,21.049,
1988-09,20.170,
1988-10,19.735,
1988-11,20.480,
1988-12,21.713,
1989-01,21.961,
1989-02,22.976,
1989-03,23.836,
1989-04,25.202,
1989-05,27.422,
1989-06,25.890,
1989-07,24.480,
1989-08,25.028,
1989-09,26.618,
1989-10,27.532,
1989-11,27.217,
1989-12,26.360,
1990-01,27.479,
1990-02,28.856,
1990-03,29.156,
1990-04,28.833,
1990-05,28.868,
1990-06,33.665,
1990-07,35.926,
1990-08,34.674,
1990-09,38.256,
1990-10,37.327,
1990-11,35.308,
1990-12,38.191,
1991-01,38.852,
1991-02,38.712,
1991-03,43.932,
1991-04,42.406,
1991-05,41.037,
1991-06,42.410,
1991-07,41.927,
1991-08,40.828,
1991-09,40.192,
1991-10,41.409,
1991-11,39.482,
1991-12,38.848,
1992-01,40.374,
1992-02,39.865,
1992-03,41.425,
1992-04,41.753,
1992-05,40.175,
1992-06,40.120,
1992-07,39.227,
1992-08,39.798,
1992-09,45.355,
1992-10,46.040,
1992-11,45.897,
1992-12,47.026,
1993-01,45.364,
1993-02,46.945,
1993-03,44.684,
1993-04,45.045,
1993-05,45.451,
1993-06,47.536,
1993-07,48.134,
1993-08,49.885,
1993-09,49.257,
1993-10,51.552,
1993-11,50.239,
1993-12,54.714,
1994-01,55.152,
1994-02,56.785,
1994-03,57.710,
1994-04,61.077,
1994-05,61.463,
1994-06,59.287,
1994-07,60.338,
1994-08,61.936,
1994-09,58.712,
1994-10,59.372,
1994-11,59.300,
1994-12,63.178,
1995-01,65.105,
1995-02,68.203,
1995-03,68.089,
1995-04,73.243,
1995-05,75.453,
1995-06,81.570,
1995-07,80.011,
1995-08,85.658,
1995-09,85.583,
1995-10,83.985,
1995-11,81.624,
1995-12,79.139,
1996-01,78.519,
1996-02,79.181,
1996-03,76.327,
1996-04,82.113,
1996-05,82.459,
1996-06,79.823,
1996-07,72.863,
1996-08,70.351,
1996-09,67.800,
1996-10,72.105,
1996-11,80.722,
1996-12,78.689,
1997-01,85.104,
1997-02,92.396,
1997-03,98.421,
1997-04,103.668,
1997-05,102.596,
1997-06,105.664,
1997-07,114.741,
1997-08,115.392,
1997-09,110.591,
1997-10,123.756,
1997-11,124.209,
1997-12,124.158,
1998-01,129.389,
1998-02,131.717,
1998-03,137.796,
1998-04,141.370,
1998-05,150.215,
1998-06,144.966,
1998-07,147.109,
1998-08,148.371,
1998-09,146.198,
1998-10,156.352,
1998-11,164.458,
1998-12,154.921,
1999-01,163.384,
1999-02,165.286,
1999-03,177.009,
1999-04,177.137,
1999-05,180.825,
1999-06,170.401,
1999-07,163.916,
1999-08,167.723,
1999-09,161.174,
1999-10,170.956,
1999-11,182.363,
1999-12,170.689,
2000-01,186.105,
2000-02,190.052,
2000-03,215.412,
2000-04,224.303,
2000-05,231.969,
2000-06,206.535,
2000-07,212.229,
2000-08,222.720,
2000-09,213.718,
2000-10,220.139,
2000-11,235.552,
2000-12,226.953,
2001-01,239.339,
2001-02,244.920,
2001-03,296.651,
2001-04,295.424,
2001-05,298.272,
2001-06,276.429,
2001-07,255.907,
2001-08,263.549,
2001-09,261.375,
2001-10,264.755,
2001-11,259.044,
2001-12,233.468,
2002-01,243.797,
2002-02,237.996,
2002-03,230.279,
2002-04,236.126,
2002-05,247.916,
2002-06,215.884,
2002-07,234.708,
2002-08,234.438,
2002-09,252.657,
2002-10,258.977,
2002-11,277.178,
2002-12,247.573,
2003-01,244.106,
2003-02,251.708,
2003-03,250.161,
2003-04,255.946,
2003-05,259.061,
2003-06,241.346,
2003-07,254.494,
2003-08,237.803,
2003-09,244.658,
2003-10,239.406,
2003-11,245.059,
2003-12,243.791,
2004-01,251.265,
2004-02,275.272,
2004-03,282.621,
2004-04,293.728,
2004-05,285.717,
2004-06,253.799,
2004-07,254.436,
2004-08,258.257,
2004-09,275.703,
2004-10,265.532,
2004-11,291.379,
2004-12,264.345,
2005-01,289.403,
2005-02,299.402,
2005-03,315.584,
2005-04,342.564,
2005-05,339.806,
2005-06,287.894,
2005-07,298.176,
2005-08,293.146,
2005-09,296.852,
2005-10,305.488,
2005-11,318.624,
2005-12,268.238,
2006-01,300.633,
2006-02,303.479,
2006-03,312.485,
2006-04,313.293,
2006-05,328.984,
2006-06,301.017,
2006-07,280.424,
2006-08,289.282,
2006-09,297.659,
2006-10,298.421,
2006-11,288.076,
2006-12,269.497,
2007-01,296.275,
2007-02,310.829,
2007-03,307.264,
2007-04,338.004,
2007-05,345.066,
2007-06,307.568,
2007-07,305.226,
2007-08,320.885,
2007-09,324.545,
2007-10,320.051,
2007-11,324.723,
2007-12,286.576,
2008-01,324.644,
2008-02,336.764,
2008-03,339.211,
2008-04,363.772,
2008-05,349.305,
2008-06,299.531,
2008-07,307.083,
2008-08,308.097,
2008-09,337.560,
2008-10,351.066,
2008-11,318.971,
2008-12,299.205,
2009-01,293.438,
2009-02,279.234,
2009-03,262.619,
2009-04,277.879,
2009-05,266.632,
2009-06,279.357,
2009-07,268.906,
2009-08,263.756,
2009-09,241.380,
2009-10,251.790,
2009-11,254.772,
2009-12,222.355,
2010-01,260.071,
2010-02,269.380,
2010-03,267.688,
2010-04,313.183,
2010-05,353.943,
2010-06,309.790,
2010-07,313.043,
2010-08,324.645,
2010-09,306.351,
2010-10,304.726,
2010-11,313.400,
2010-12,281.020,
2011-01,294.568,
2011-02,286.421,
2011-03,261.273,
2011-04,286.892,
2011-05,286.736,
2011-06,246.014,
2011-07,259.119,
2011-08,287.930,
2011-09,309.258,
2011-10,302.889,
2011-11,318.491,
2011-12,231.920,
2012-01,324.999,
2012-02,353.020,
2012-03,395.384,
2012-04,395.379,
2012-05,391.432,
2012-06,355.489,
2012-07,344.519,
2012-08,368.436,
2012-09,343.842,
2012-10,338.203,
2012-11,316.094,
2012-12,285.442,
2013-01,267.213,
2013-02,265.240,
2013-03,242.417,
2013-04,244.941,
2013-05,229.378,
2013-06,233.546,
2013-07,225.551,
2013-08,223.440,
2013-09,198.793,
2013-10,203.746,
2013-11,212.491,
2013-12,192.206,
2014-01,204.279,
2014-02,206.972,
2014-03,201.156,
2014-04,197.514,
2014-05,202.324,
2014-06,185.840,
2014-07,198.358,
2014-08,198.764,
2014-09,192.862,
2014-10,198.014,
2014-11,191.258,
2014-12,176.192,
