"",BBK01.OEAH07Q,BBK01.OEAH07Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:00,
2002-01,14.643,
2002-04,14.720,
2002-07,13.441,
2002-10,14.000,
2003-01,14.796,
2003-04,15.170,
2003-07,15.808,
2003-10,15.577,
2004-01,16.243,
2004-04,16.117,
2004-07,16.341,
2004-10,24.792,
2005-01,25.261,
2005-04,26.353,
2005-07,26.787,
2005-10,26.773,
2006-01,26.342,
2006-04,26.110,
2006-07,20.815,
2006-10,23.261,
2007-01,23.402,
2007-04,24.022,
2007-07,24.656,
2007-10,25.165,
2008-01,24.930,
2008-04,25.240,
2008-07,25.152,
2008-10,28.686,
2009-01,31.360,
2009-04,28.834,
2009-07,30.059,
2009-10,29.584,
2010-01,30.316,
2010-04,29.980,
2010-07,29.228,
2010-10,28.440,
2011-01,27.046,
2011-04,25.576,
2011-07,31.252,
2011-10,30.658,
2012-01,29.571,
2012-04,28.814,
2012-07,28.344,
2012-10,27.633,
2013-01,27.122,
2013-04,27.249,
2013-07,25.231,
2013-10,24.877,
2014-01,24.444,
2014-04,23.560,
2014-07,23.363,
