"",BBDE1.M.DE.Y.AEA1.N2C170000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C170000.F.C.I10.A_FLAGS
"",Orders received / At constant prices / Germany / 17 Manufacture of paper and paper products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:03,
1991-01,74.4,
1991-02,72.9,
1991-03,72.1,
1991-04,71.5,
1991-05,70.5,
1991-06,71.3,
1991-07,71.2,
1991-08,68.5,
1991-09,68.9,
1991-10,71.0,
1991-11,70.7,
1991-12,69.8,
1992-01,72.9,
1992-02,72.3,
1992-03,71.9,
1992-04,71.2,
1992-05,71.9,
1992-06,68.1,
1992-07,68.7,
1992-08,70.0,
1992-09,68.1,
1992-10,68.1,
1992-11,67.6,
1992-12,67.9,
1993-01,68.1,
1993-02,67.2,
1993-03,68.0,
1993-04,66.3,
1993-05,66.0,
1993-06,69.1,
1993-07,67.5,
1993-08,67.7,
1993-09,66.3,
1993-10,67.3,
1993-11,68.6,
1993-12,71.5,
1994-01,69.0,
1994-02,70.8,
1994-03,72.0,
1994-04,72.5,
1994-05,72.8,
1994-06,72.5,
1994-07,71.5,
1994-08,72.2,
1994-09,74.1,
1994-10,74.0,
1994-11,75.6,
1994-12,81.5,
1995-01,74.6,
1995-02,78.2,
1995-03,76.2,
1995-04,75.6,
1995-05,74.1,
1995-06,74.4,
1995-07,70.1,
1995-08,68.6,
1995-09,69.8,
1995-10,70.3,
1995-11,69.4,
1995-12,68.6,
1996-01,70.9,
1996-02,69.8,
1996-03,72.3,
1996-04,73.6,
1996-05,75.5,
1996-06,75.4,
1996-07,78.1,
1996-08,77.2,
1996-09,80.4,
1996-10,78.6,
1996-11,76.4,
1996-12,75.6,
1997-01,79.5,
1997-02,80.8,
1997-03,79.5,
1997-04,77.1,
1997-05,78.7,
1997-06,78.9,
1997-07,82.2,
1997-08,83.5,
1997-09,80.5,
1997-10,84.7,
1997-11,82.9,
1997-12,82.0,
1998-01,80.8,
1998-02,78.9,
1998-03,77.3,
1998-04,79.6,
1998-05,78.0,
1998-06,78.1,
1998-07,77.8,
1998-08,78.7,
1998-09,74.5,
1998-10,73.4,
1998-11,73.9,
1998-12,78.2,
1999-01,76.6,
1999-02,77.0,
1999-03,79.1,
1999-04,79.1,
1999-05,79.5,
1999-06,79.4,
1999-07,82.3,
1999-08,86.1,
1999-09,82.9,
1999-10,81.9,
1999-11,83.5,
1999-12,84.0,
2000-01,81.5,
2000-02,82.8,
2000-03,85.2,
2000-04,89.6,
2000-05,87.9,
2000-06,87.6,
2000-07,86.9,
2000-08,84.7,
2000-09,84.2,
2000-10,86.9,
2000-11,86.1,
2000-12,85.3,
2001-01,82.1,
2001-02,81.6,
2001-03,80.6,
2001-04,79.2,
2001-05,81.9,
2001-06,81.7,
2001-07,80.9,
2001-08,83.3,
2001-09,83.8,
2001-10,82.8,
2001-11,83.9,
2001-12,86.3,
2002-01,85.1,
2002-02,85.2,
2002-03,86.8,
2002-04,85.6,
2002-05,86.0,
2002-06,84.9,
2002-07,83.9,
2002-08,82.5,
2002-09,85.2,
2002-10,86.3,
2002-11,85.9,
2002-12,84.6,
2003-01,85.3,
2003-02,85.8,
2003-03,85.4,
2003-04,84.9,
2003-05,82.5,
2003-06,80.6,
2003-07,84.3,
2003-08,84.6,
2003-09,85.0,
2003-10,85.8,
2003-11,85.9,
2003-12,88.5,
2004-01,87.0,
2004-02,87.7,
2004-03,85.8,
2004-04,88.0,
2004-05,86.2,
2004-06,89.1,
2004-07,88.7,
2004-08,87.4,
2004-09,89.7,
2004-10,86.9,
2004-11,87.2,
2004-12,88.7,
2005-01,88.0,
2005-02,87.4,
2005-03,88.7,
2005-04,87.4,
2005-05,92.4,
2005-06,94.6,
2005-07,94.9,
2005-08,90.0,
2005-09,90.5,
2005-10,91.8,
2005-11,94.2,
2005-12,96.8,
2006-01,91.5,
2006-02,91.3,
2006-03,94.2,
2006-04,96.4,
2006-05,95.6,
2006-06,97.6,
2006-07,96.0,
2006-08,96.0,
2006-09,97.5,
2006-10,99.5,
2006-11,100.7,
2006-12,98.9,
2007-01,102.0,
2007-02,101.3,
2007-03,100.3,
2007-04,100.8,
2007-05,102.4,
2007-06,104.1,
2007-07,102.8,
2007-08,103.4,
2007-09,101.5,
2007-10,103.2,
2007-11,103.2,
2007-12,97.6,
2008-01,104.9,
2008-02,100.9,
2008-03,102.1,
2008-04,99.2,
2008-05,99.2,
2008-06,100.1,
2008-07,97.8,
2008-08,101.8,
2008-09,97.5,
2008-10,97.8,
2008-11,92.9,
2008-12,92.0,
2009-01,87.4,
2009-02,84.9,
2009-03,84.1,
2009-04,87.4,
2009-05,89.8,
2009-06,89.5,
2009-07,92.8,
2009-08,92.9,
2009-09,95.5,
2009-10,95.0,
2009-11,93.9,
2009-12,96.7,
2010-01,97.5,
2010-02,96.9,
2010-03,101.3,
2010-04,102.2,
2010-05,103.8,
2010-06,101.0,
2010-07,99.6,
2010-08,100.7,
2010-09,98.1,
2010-10,96.6,
2010-11,96.2,
2010-12,100.3,
2011-01,99.2,
2011-02,99.6,
2011-03,99.4,
2011-04,100.4,
2011-05,97.3,
2011-06,97.5,
2011-07,99.8,
2011-08,96.6,
2011-09,97.3,
2011-10,97.1,
2011-11,96.0,
2011-12,98.2,
2012-01,95.0,
2012-02,95.4,
2012-03,97.9,
2012-04,96.9,
2012-05,98.7,
2012-06,97.1,
2012-07,98.4,
2012-08,97.4,
2012-09,98.2,
2012-10,96.4,
2012-11,96.2,
2012-12,93.9,
2013-01,97.3,
2013-02,95.4,
2013-03,95.2,
2013-04,95.1,
2013-05,97.1,
2013-06,95.1,
2013-07,98.7,
2013-08,95.9,
2013-09,96.5,
2013-10,98.5,
2013-11,99.1,
2013-12,94.4,
2014-01,98.9,
2014-02,96.7,
2014-03,96.2,
2014-04,99.2,
2014-05,93.7,
2014-06,98.1,
2014-07,98.0,
2014-08,96.4,
2014-09,96.2,
2014-10,94.8,
2014-11,97.8,
2014-12,98.8,Provisional value
