"",BBK01.TQ7021,BBK01.TQ7021_FLAGS
"",Deposit takers - Spread between highest and lowest interbank rates                                    FSI-I021,
unit,PC (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-23 10:05:34,
2005-10,2.00,
2006-01,.,No value available
2006-04,.,No value available
2006-07,.,No value available
2006-10,2.60,
2007-01,.,No value available
2007-04,.,No value available
2007-07,.,No value available
2007-10,7.50,
2008-01,.,No value available
2008-04,.,No value available
2008-07,.,No value available
2008-10,24.00,
2009-01,19.80,
2009-04,18.00,
2009-07,11.20,
2009-10,11.30,
2010-01,12.80,
2010-04,10.80,
2010-07,10.70,
2010-10,17.00,
2011-01,16.00,
2011-04,12.00,
2011-07,12.00,
2011-10,17.00,
2012-01,12.00,
2012-04,7.50,
2012-07,18.00,
2012-10,11.00,
2013-01,9.00,
2013-04,5.00,
2013-07,3.00,
2013-10,3.00,
2014-01,3.20,
2014-04,5.00,
2014-07,4.00,
