"",BBDR1.A.DE0125.N.BUL.BGPICAGRBH.R.I10.A,BBDR1.A.DE0125.N.BUL.BGPICAGRBH.R.I10.A_FLAGS
"","bulwiengesa AG / German Property Index, office, retail, Capital Growth / 127 cities / Unadjusted figure",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-16 09:13:27,
1995,100.5,
1996,94.2,
1997,91.0,
1998,90.6,
1999,91.8,
2000,94.7,
2001,96.2,
2002,92.8,
2003,87.5,
2004,84.7,
2005,85.0,
2006,90.0,
2007,94.8,
2008,95.7,
2009,97.1,
2010,100.0,
2011,104.7,
2012,108.8,
2013,113.8,
"",Source: Bundesbank calculations based on the Capital Growth data of offices and retail provided by bulwiengesa AG,
