"",BBK01.CEF20N,BBK01.CEF20N_FLAGS
"",Currency and deposits                                              debtor: Total           creditor: Rest of the world,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:37:10,
1999-01,764.2,
1999-04,785.3,
1999-07,798.7,
1999-10,830.1,
2000-01,930.0,
2000-04,929.6,
2000-07,960.4,
2000-10,961.0,
2001-01,1108.0,
2001-04,1099.9,
2001-07,1066.6,
2001-10,1026.7,
2002-01,1043.8,
2002-04,1010.1,
2002-07,1034.9,
2002-10,1003.7,
2003-01,1034.2,
2003-04,1024.5,
2003-07,1017.7,
2003-10,983.9,
2004-01,1048.5,
2004-04,1000.3,
2004-07,1024.8,
2004-10,1009.5,
2005-01,1088.7,
2005-04,1096.6,
2005-07,1103.8,
2005-10,1083.9,
2006-01,1140.1,
2006-04,1135.3,
2006-07,1158.7,
2006-10,1139.3,
2007-01,1178.8,
2007-04,1213.1,
2007-07,1265.7,
2007-10,1224.4,
2008-01,1318.6,
2008-04,1290.8,
2008-07,1358.9,
2008-10,1213.5,
2009-01,1203.6,
2009-04,1189.7,
2009-07,1138.6,
2009-10,1108.8,
2010-01,1183.3,
2010-04,1286.8,
2010-07,1268.8,
2010-10,1233.0,
2011-01,1182.0,
2011-04,1154.6,
2011-07,1274.0,
2011-10,1203.5,
2012-01,1422.6,
2012-04,1460.3,
2012-07,1462.5,
2012-10,1342.1,
2013-01,1311.9,
2013-04,1286.5,
2013-07,1312.5,
2013-10,1232.6,
2014-01,1259.0,
2014-04,1278.0,
2014-07,1306.6,
