"",BBK01.QU2565,BBK01.QU2565_FLAGS
"",Banks in Germany: Long-term liabilities to non-residents / Ireland / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:10:06,
1982-06,-,Nothing exists
1982-07,-,Nothing exists
1982-08,-,Nothing exists
1982-09,-,Nothing exists
1982-10,0.001,
1982-11,0.001,
1982-12,0.001,
1983-01,0.007,
1983-02,0.007,
1983-03,0.007,
1983-04,0.007,
1983-05,0.007,
1983-06,0.007,
1983-07,0.007,
1983-08,0.001,
1983-09,0.001,
1983-10,0.001,
1983-11,0.001,
1983-12,0.001,
1984-01,-,Nothing exists
1984-02,-,Nothing exists
1984-03,-,Nothing exists
1984-04,-,Nothing exists
1984-05,-,Nothing exists
1984-06,-,Nothing exists
1984-07,-,Nothing exists
1984-08,0.002,
1984-09,0.002,
1984-10,0.002,
1984-11,0.002,
1984-12,0.002,
1985-01,0.002,
1985-02,0.002,
1985-03,0.001,
1985-04,0.002,
1985-05,0.002,
1985-06,0.001,
1985-07,0.002,
1985-08,0.002,
1985-09,0.002,
1985-10,0.002,
1985-11,0.001,
1985-12,0.001,
1986-01,0.001,
1986-02,0.001,
1986-03,0.001,
1986-04,0.001,
1986-05,0.001,
1986-06,0.006,
1986-07,0.006,
1986-08,0.014,
1986-09,0.014,
1986-10,0.013,
1986-11,0.013,
1986-12,0.013,
1987-01,0.013,
1987-02,0.013,
1987-03,0.014,
1987-04,0.014,
1987-05,0.014,
1987-06,0.014,
1987-07,0.014,
1987-08,0.014,
1987-09,0.014,
1987-10,0.014,
1987-11,0.014,
1987-12,0.015,
1988-01,0.015,
1988-02,0.015,
1988-03,0.015,
1988-04,0.015,
1988-05,0.015,
1988-06,0.015,
1988-07,0.015,
1988-08,0.015,
1988-09,0.015,
1988-10,0.015,
1988-11,0.015,
1988-12,.,No value available
1989-01,.,No value available
1989-02,.,No value available
1989-03,.,No value available
1989-04,.,No value available
1989-05,.,No value available
1989-06,0.015,
1989-07,0.090,
1989-08,0.092,
1989-09,0.173,
1989-10,0.172,
1989-11,0.171,
1989-12,0.158,
1990-01,0.159,
1990-02,0.166,
1990-03,0.305,
1990-04,0.316,
1990-05,0.329,
1990-06,0.328,
1990-07,0.333,
1990-08,.,No value available
1990-09,.,No value available
1990-10,.,No value available
1990-11,.,No value available
1990-12,0.387,
1991-01,0.389,
1991-02,0.388,
1991-03,.,No value available
1991-04,.,No value available
1991-05,.,No value available
1991-06,0.372,
1991-07,0.370,
1991-08,0.565,
1991-09,0.567,
1991-10,0.688,
1991-11,0.677,
1991-12,0.716,
1992-01,0.876,
1992-02,1.089,
1992-03,1.122,
1992-04,1.120,
1992-05,1.150,
1992-06,1.216,
1992-07,1.213,
1992-08,1.194,
1992-09,1.211,
1992-10,1.230,
1992-11,1.264,
1992-12,1.275,
1993-01,1.264,
1993-02,1.270,
1993-03,1.366,
1993-04,1.339,
1993-05,1.342,
1993-06,1.369,
1993-07,1.376,
1993-08,1.382,
1993-09,1.337,
1993-10,1.350,
1993-11,1.346,
1993-12,1.372,
1994-01,1.439,
1994-02,1.432,
1994-03,1.469,
1994-04,1.465,
1994-05,1.456,
1994-06,1.403,
1994-07,1.331,
1994-08,1.259,
1994-09,1.303,
1994-10,.,No value available
1994-11,.,No value available
1994-12,1.691,
1995-01,1.775,
1995-02,1.748,
1995-03,2.029,
1995-04,2.169,
1995-05,2.190,
1995-06,2.328,
1995-07,2.425,
1995-08,2.261,
1995-09,2.280,
1995-10,2.360,
1995-11,2.860,
1995-12,2.935,
1996-01,2.979,
1996-02,3.526,
1996-03,3.605,
1996-04,3.674,
1996-05,3.923,
1996-06,3.886,
1996-07,4.005,
1996-08,4.035,
1996-09,4.227,
1996-10,4.411,
1996-11,4.568,
1996-12,4.648,
1997-01,4.757,
1997-02,4.809,
1997-03,4.930,
1997-04,5.570,
1997-05,5.665,
1997-06,5.750,
1997-07,5.852,
1997-08,6.163,
1997-09,6.231,
1997-10,6.905,
1997-11,6.925,
1997-12,7.304,
1998-01,7.955,
1998-02,8.635,
1998-03,8.897,
1998-04,9.018,
1998-05,9.228,
1998-06,9.403,
1998-07,9.368,
1998-08,9.675,
1998-09,9.681,
1998-10,9.514,
1998-11,9.362,
1998-12,9.528,
1999-01,9.579,
1999-02,9.532,
1999-03,9.738,
1999-04,9.618,
1999-05,9.671,
1999-06,9.754,
1999-07,9.878,
1999-08,10.176,
1999-09,10.455,
1999-10,10.086,
1999-11,10.433,
1999-12,10.494,
2000-01,10.553,
2000-02,9.977,
2000-03,9.939,
2000-04,10.032,
2000-05,9.682,
2000-06,9.613,
2000-07,9.684,
2000-08,10.057,
2000-09,10.389,
2000-10,10.470,
2000-11,10.415,
2000-12,10.462,
2001-01,10.624,
2001-02,10.583,
2001-03,10.693,
2001-04,10.921,
2001-05,11.174,
