"",BBK01.OUK394,BBK01.OUK394_FLAGS
"",Time deposits of banks (MFIs) (excluding the Bundesbank) / medium- and longtherm / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:47,
1999-01,41.096,
1999-02,41.237,
1999-03,41.768,
1999-04,40.827,
1999-05,41.820,
1999-06,42.394,
1999-07,43.186,
1999-08,45.028,
1999-09,46.649,
1999-10,47.229,
1999-11,48.690,
1999-12,49.795,
2000-01,50.731,
2000-02,51.806,
2000-03,52.151,
2000-04,52.495,
2000-05,52.577,
2000-06,52.687,
2000-07,52.338,
2000-08,52.742,
2000-09,52.708,
2000-10,51.701,
2000-11,51.625,
2000-12,51.208,
2001-01,50.837,
2001-02,50.448,
2001-03,49.730,
2001-04,50.105,
2001-05,51.706,
2001-06,51.712,
2001-07,51.852,
2001-08,51.492,
2001-09,51.150,
2001-10,50.431,
2001-11,49.832,
2001-12,49.604,
2002-01,50.090,
2002-02,50.076,
2002-03,49.947,
2002-04,49.987,
2002-05,50.373,
2002-06,50.448,
2002-07,50.409,
2002-08,50.619,
2002-09,49.801,
2002-10,49.842,
2002-11,50.274,
2002-12,49.900,
2003-01,50.107,
2003-02,50.475,
2003-03,50.004,
2003-04,49.741,
2003-05,49.438,
2003-06,48.926,
2003-07,48.794,
2003-08,48.817,
2003-09,48.533,
2003-10,48.404,
2003-11,48.769,
2003-12,48.903,
2004-01,48.898,
2004-02,49.444,
2004-03,49.287,
2004-04,49.169,
2004-05,49.785,
2004-06,49.939,
2004-07,50.308,
2004-08,50.551,
2004-09,50.410,
2004-10,50.218,
2004-11,50.582,
2004-12,49.968,
2005-01,50.123,
2005-02,50.607,
2005-03,50.404,
2005-04,50.290,
2005-05,50.564,
2005-06,50.570,
2005-07,50.699,
2005-08,51.112,
2005-09,50.413,
2005-10,51.124,
2005-11,51.463,
2005-12,51.121,
2006-01,51.491,
2006-02,52.498,
2006-03,52.732,
2006-04,53.301,
2006-05,54.093,
2006-06,54.341,
2006-07,55.151,
2006-08,55.345,
2006-09,55.700,
2006-10,55.726,
2006-11,56.059,
2006-12,56.301,
2007-01,56.377,
2007-02,56.485,
2007-03,56.420,
2007-04,56.823,
2007-05,57.412,
2007-06,58.134,
2007-07,58.481,
2007-08,59.161,
2007-09,59.343,
2007-10,59.130,
2007-11,58.937,
2007-12,58.373,
2008-01,58.285,
2008-02,59.545,
2008-03,58.690,
2008-04,59.323,
2008-05,60.103,
2008-06,60.553,
2008-07,61.194,
2008-08,61.322,
2008-09,60.618,
2008-10,61.377,
2008-11,61.864,
2008-12,60.797,
2009-01,61.057,
2009-02,60.883,
2009-03,60.928,
2009-04,61.528,
2009-05,63.499,
2009-06,65.223,
2009-07,66.188,
2009-08,66.726,
2009-09,66.170,
2009-10,67.034,
2009-11,67.887,
2009-12,68.325,
2010-01,68.650,
2010-02,69.388,
2010-03,69.294,
2010-04,70.120,
2010-05,70.953,
2010-06,70.195,
2010-07,68.386,
2010-08,68.836,
2010-09,68.416,
2010-10,69.088,
2010-11,70.626,
2010-12,70.312,
2011-01,71.075,
2011-02,71.778,
2011-03,71.393,
2011-04,72.196,
2011-05,73.035,
2011-06,71.850,
2011-07,72.204,
2011-08,72.952,
2011-09,72.221,
2011-10,72.639,
2011-11,73.912,
2011-12,73.906,
2012-01,74.777,
2012-02,75.269,
2012-03,74.249,
2012-04,74.094,
2012-05,74.722,
2012-06,74.487,
2012-07,74.267,
2012-08,74.349,
2012-09,74.205,
2012-10,73.685,
2012-11,73.726,
2012-12,72.416,
2013-01,72.328,
2013-02,72.306,
2013-03,72.129,
2013-04,71.615,
2013-05,72.136,
2013-06,72.496,
2013-07,72.506,
2013-08,73.266,
2013-09,72.517,
2013-10,73.053,
2013-11,73.661,
2013-12,72.994,
2014-01,73.135,
2014-02,73.330,
2014-03,72.473,
2014-04,72.661,
2014-05,73.015,
2014-06,72.038,
2014-07,72.228,
2014-08,72.636,
2014-09,71.622,
2014-10,71.915,
2014-11,72.073,
2014-12,71.107,Provisional value
