"",BBK01.QU2563,BBK01.QU2563_FLAGS
"",Banks in Germany: Long-term liabilities to non-residents / United Kingdom / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:14:03,
1968-12,0.101,
1969-01,.,No value available
1969-02,.,No value available
1969-03,.,No value available
1969-04,.,No value available
1969-05,.,No value available
1969-06,.,No value available
1969-07,.,No value available
1969-08,.,No value available
1969-09,.,No value available
1969-10,.,No value available
1969-11,.,No value available
1969-12,0.061,
1970-01,.,No value available
1970-02,.,No value available
1970-03,.,No value available
1970-04,.,No value available
1970-05,.,No value available
1970-06,.,No value available
1970-07,.,No value available
1970-08,.,No value available
1970-09,.,No value available
1970-10,.,No value available
1970-11,.,No value available
1970-12,0.585,
1971-01,.,No value available
1971-02,.,No value available
1971-03,.,No value available
1971-04,.,No value available
1971-05,.,No value available
1971-06,.,No value available
1971-07,.,No value available
1971-08,.,No value available
1971-09,.,No value available
1971-10,.,No value available
1971-11,.,No value available
1971-12,1.064,
1972-01,.,No value available
1972-02,.,No value available
1972-03,.,No value available
1972-04,.,No value available
1972-05,.,No value available
1972-06,.,No value available
1972-07,.,No value available
1972-08,.,No value available
1972-09,.,No value available
1972-10,.,No value available
1972-11,.,No value available
1972-12,1.228,
1973-01,.,No value available
1973-02,.,No value available
1973-03,.,No value available
1973-04,.,No value available
1973-05,.,No value available
1973-06,.,No value available
1973-07,.,No value available
1973-08,.,No value available
1973-09,.,No value available
1973-10,.,No value available
1973-11,.,No value available
1973-12,1.233,
1974-01,.,No value available
1974-02,.,No value available
1974-03,.,No value available
1974-04,.,No value available
1974-05,.,No value available
1974-06,.,No value available
1974-07,.,No value available
1974-08,.,No value available
1974-09,.,No value available
1974-10,.,No value available
1974-11,.,No value available
1974-12,1.623,
1975-01,.,No value available
1975-02,.,No value available
1975-03,.,No value available
1975-04,.,No value available
1975-05,.,No value available
1975-06,.,No value available
1975-07,.,No value available
1975-08,.,No value available
1975-09,.,No value available
1975-10,.,No value available
1975-11,.,No value available
1975-12,1.781,
1976-01,1.776,
1976-02,1.752,
1976-03,1.731,
1976-04,1.731,
1976-05,1.760,
1976-06,1.793,
1976-07,1.836,
1976-08,1.883,
1976-09,1.880,
1976-10,1.886,
1976-11,1.940,
1976-12,1.959,
1977-01,1.980,
1977-02,1.980,
1977-03,2.000,
1977-04,1.976,
1977-05,2.029,
1977-06,2.000,
1977-07,2.004,
1977-08,2.052,
1977-09,2.052,
1977-10,2.065,
1977-11,2.099,
1977-12,2.149,
1978-01,2.299,
1978-02,2.283,
1978-03,2.352,
1978-04,2.365,
1978-05,2.388,
1978-06,2.420,
1978-07,2.480,
1978-08,2.596,
1978-09,2.637,
1978-10,2.700,
1978-11,2.902,
1978-12,3.057,
1979-01,3.107,
1979-02,3.174,
1979-03,3.261,
1979-04,3.352,
1979-05,3.428,
1979-06,3.530,
1979-07,3.787,
1979-08,3.879,
1979-09,4.077,
1979-10,4.218,
1979-11,4.292,
1979-12,4.423,
1980-01,4.430,
1980-02,4.591,
1980-03,4.581,
1980-04,4.364,
1980-05,4.503,
1980-06,4.504,
1980-07,4.452,
1980-08,4.575,
1980-09,4.581,
1980-10,4.601,
1980-11,4.630,
1980-12,4.714,
1981-01,4.900,
1981-02,4.966,
1981-03,4.998,
1981-04,5.062,
1981-05,5.084,
1981-06,5.102,
1981-07,5.294,
1981-08,5.268,
1981-09,5.231,
1981-10,5.141,
1981-11,5.126,
1981-12,5.160,
1982-01,5.126,
1982-02,5.176,
1982-03,5.139,
1982-04,5.118,
1982-05,5.251,
1982-06,5.275,
1982-07,5.280,
1982-08,5.354,
1982-09,5.289,
1982-10,5.328,
1982-11,5.268,
1982-12,5.148,
1983-01,5.231,
1983-02,5.114,
1983-03,5.122,
1983-04,5.071,
1983-05,5.127,
1983-06,5.035,
1983-07,5.101,
1983-08,5.200,
1983-09,5.153,
1983-10,5.206,
1983-11,5.119,
1983-12,5.149,
1984-01,5.037,
1984-02,4.846,
1984-03,4.982,
1984-04,5.038,
1984-05,5.246,
1984-06,5.178,
1984-07,5.300,
1984-08,5.363,
1984-09,5.310,
1984-10,5.508,
1984-11,5.474,
1984-12,5.474,
1985-01,5.483,
1985-02,5.645,
1985-03,5.623,
1985-04,5.635,
1985-05,5.565,
1985-06,5.601,
1985-07,5.567,
1985-08,5.669,
1985-09,5.724,
1985-10,6.015,
1985-11,6.001,
1985-12,6.024,
1986-01,6.021,
1986-02,6.300,
1986-03,6.304,
1986-04,6.633,
1986-05,6.690,
1986-06,7.344,
1986-07,7.329,
1986-08,7.391,
1986-09,7.554,
1986-10,7.612,
1986-11,7.385,
1986-12,7.466,
1987-01,7.472,
1987-02,7.663,
1987-03,7.916,
1987-04,7.996,
1987-05,8.079,
1987-06,8.196,
1987-07,8.303,
1987-08,8.056,
1987-09,8.135,
1987-10,8.126,
1987-11,8.186,
1987-12,8.178,
1988-01,8.336,
1988-02,8.317,
1988-03,8.502,
1988-04,8.678,
1988-05,8.677,
1988-06,8.779,
1988-07,8.790,
1988-08,8.696,
1988-09,8.828,
1988-10,9.081,
1988-11,9.316,
1988-12,9.956,
1989-01,9.519,
1989-02,9.660,
1989-03,9.481,
1989-04,9.586,
1989-05,9.799,
1989-06,9.700,
1989-07,9.678,
1989-08,9.983,
1989-09,9.958,
1989-10,10.209,
1989-11,10.113,
1989-12,9.743,
1990-01,9.647,
1990-02,9.688,
1990-03,9.627,
1990-04,9.438,
1990-05,9.600,
1990-06,14.324,
1990-07,14.520,
1990-08,14.316,
1990-09,15.146,
1990-10,14.983,
1990-11,14.697,
1990-12,14.801,
1991-01,14.552,
1991-02,14.231,
1991-03,14.980,
1991-04,14.720,
1991-05,14.768,
1991-06,14.441,
1991-07,14.020,
1991-08,13.801,
1991-09,13.464,
1991-10,13.208,
1991-11,12.920,
1991-12,12.373,
1992-01,12.489,
1992-02,12.510,
1992-03,12.308,
1992-04,12.833,
1992-05,12.683,
1992-06,12.486,
1992-07,12.200,
1992-08,12.405,
1992-09,12.652,
1992-10,12.770,
1992-11,12.948,
1992-12,12.425,
1993-01,12.056,
1993-02,12.036,
1993-03,11.176,
1993-04,11.432,
1993-05,11.552,
1993-06,11.745,
1993-07,11.773,
1993-08,11.955,
1993-09,12.057,
1993-10,13.146,
1993-11,13.586,
1993-12,13.253,
1994-01,13.326,
1994-02,13.429,
1994-03,13.272,
1994-04,13.420,
1994-05,13.216,
1994-06,13.443,
1994-07,13.371,
1994-08,13.297,
1994-09,13.353,
1994-10,13.370,
1994-11,13.647,
1994-12,13.940,
1995-01,13.971,
1995-02,14.342,
1995-03,14.300,
1995-04,14.535,
1995-05,15.624,
1995-06,17.075,
1995-07,17.796,
1995-08,19.169,
1995-09,18.529,
1995-10,19.060,
1995-11,19.362,
1995-12,19.661,
1996-01,20.037,
1996-02,20.197,
1996-03,20.995,
1996-04,20.910,
1996-05,20.588,
1996-06,19.796,
1996-07,19.240,
1996-08,18.971,
1996-09,18.335,
1996-10,18.337,
1996-11,19.771,
1996-12,20.023,
1997-01,20.769,
1997-02,21.471,
1997-03,21.466,
1997-04,21.947,
1997-05,22.408,
1997-06,22.868,
1997-07,23.086,
1997-08,23.784,
1997-09,24.003,
1997-10,24.054,
1997-11,24.490,
1997-12,24.373,
1998-01,25.144,
1998-02,27.257,
1998-03,28.247,
1998-04,28.787,
1998-05,29.201,
1998-06,30.101,
1998-07,30.195,
1998-08,30.029,
1998-09,30.170,
1998-10,30.048,
1998-11,30.637,
1998-12,31.855,
1999-01,30.529,
1999-02,30.092,
1999-03,30.611,
1999-04,31.757,
1999-05,32.410,
1999-06,32.212,
1999-07,33.260,
1999-08,33.991,
1999-09,31.958,
1999-10,32.625,
1999-11,32.563,
1999-12,32.034,
2000-01,33.965,
2000-02,34.588,
2000-03,35.837,
2000-04,36.350,
2000-05,35.722,
2000-06,36.379,
2000-07,36.391,
2000-08,35.540,
2000-09,37.325,
2000-10,38.289,
2000-11,39.414,
2000-12,37.517,
2001-01,35.065,
2001-02,35.750,
2001-03,34.848,
2001-04,36.099,
2001-05,37.871,
2001-06,39.660,
2001-07,39.693,
2001-08,39.555,
2001-09,42.881,
2001-10,43.525,
2001-11,43.530,
2001-12,45.433,
2002-01,44.630,
