"",BBK01.TXI361,BBK01.TXI361_FLAGS
"",LENDING TO GENERAL GOVERNMENT / TOTAL / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:23,
1980-01,162538,
1980-02,163957,
1980-03,162903,
1980-04,164893,
1980-05,166282,
1980-06,166173,
1980-07,167408,
1980-08,168830,
1980-09,168223,
1980-10,170258,
1980-11,176758,
1980-12,175540,
1981-01,176048,
1981-02,177511,
1981-03,177403,
1981-04,179385,
1981-05,180396,
1981-06,182286,
1981-07,186777,
1981-08,188283,
1981-09,189493,
1981-10,192212,
1981-11,198823,
1981-12,200967,
1982-01,203711,
1982-02,204288,
1982-03,205891,
1982-04,206892,
1982-05,206265,
1982-06,206342,
1982-07,208622,
1982-08,208840,
1982-09,210182,
1982-10,213519,
1982-11,217156,
1982-12,220362,
1983-01,222385,
1983-02,222929,
1983-03,225172,
1983-04,223608,
1983-05,226499,
1983-06,225437,
1983-07,226264,
1983-08,227151,
1983-09,225385,
1983-10,227706,
1983-11,230955,
1983-12,231222,
1984-01,230074,
1984-02,228502,
1984-03,227278,
1984-04,228873,
1984-05,228794,
1984-06,228640,
1984-07,230657,
1984-08,232222,
1984-09,232939,
1984-10,234609,
1984-11,240604,
1984-12,240249,
1985-01,242607,
1985-02,244212,
1985-03,244405,
1985-04,244835,
1985-05,245195,
1985-06,243057,
1985-07,244036,
1985-08,243880,
1985-09,244111,
1985-10,246087,
1985-11,248790,
1985-12,250165,
1986-01,251698,
1986-02,249221,
1986-03,248983,
1986-04,248680,
1986-05,250106,
1986-06,248569,
1986-07,250479,
1986-08,249848,
1986-09,249944,
1986-10,253300,
1986-11,255030,
1986-12,255283,
1987-01,253836,
1987-02,252982,
1987-03,252545,
1987-04,252536,
1987-05,254592,
1987-06,253904,
1987-07,257414,
1987-08,259075,
1987-09,259295,
1987-10,264883,
1987-11,267957,
1987-12,268976,
1988-01,271541,
1988-02,271882,
1988-03,273038,
1988-04,273768,
1988-05,276161,
1988-06,278268,
1988-07,281894,
1988-08,284658,
1988-09,285535,
1988-10,287927,
1988-11,294126,
1988-12,291607,
1989-01,296883,
1989-02,296640,
1989-03,295190,
1989-04,294099,
1989-05,294491,
1989-06,292672,
1989-07,292940,
1989-08,293439,
1989-09,292283,
1989-10,292180,
1989-11,297032,
1989-12,296148,
1990-01,296297,
1990-02,297457,
1990-03,297958,
1990-04,298659,
1990-05,300089,
1990-06,333439,
1990-07,334581,
1990-08,341335,
1990-09,345301,
1990-10,351103,
1990-11,355135,
1990-12,358582,
1991-01,359354,
1991-02,364265,
1991-03,367872,
1991-04,369754,
1991-05,373167,
1991-06,373126,
1991-07,374871,
1991-08,377599,
1991-09,376381,
1991-10,379390,
1991-11,382518,
1991-12,384095,
1992-01,389254,
1992-02,388695,
1992-03,388041,
1992-04,391531,
1992-05,391258,
1992-06,392310,
1992-07,396358,
1992-08,395977,
1992-09,391530,
1992-10,399093,
1992-11,407251,
1992-12,416109,
1993-01,418179,
1993-02,420960,
1993-03,425246,
1993-04,427855,
1993-05,434249,
1993-06,435679,
1993-07,437965,
1993-08,439944,
1993-09,442902,
1993-10,451792,
1993-11,458958,
1993-12,458659,
1994-01,461626,
1994-02,466375,
1994-03,470721,
1994-04,471182,
1994-05,474096,
1994-06,475863,
1994-07,480497,
1994-08,479660,
1994-09,480683,
1994-10,484403,
1994-11,492241,
1994-12,507408,
1995-01,529131,
1995-02,537014,
1995-03,540026,
1995-04,541408,
1995-05,548971,
1995-06,546330,
1995-07,557137,
1995-08,559692,
1995-09,560374,
1995-10,574121,
1995-11,582770,
1995-12,584815,
1996-01,596731,
1996-02,604036,
1996-03,608908,
1996-04,614523,
1996-05,615757,
1996-06,617183,
1996-07,618815,
1996-08,617782,
1996-09,617227,
1996-10,632059,
1996-11,645163,
1996-12,635960,
1997-01,646161,
1997-02,651934,
1997-03,659305,
1997-04,659969,
1997-05,664359,
1997-06,656875,
1997-07,675197,
1997-08,681332,
1997-09,676317,
1997-10,689824,
1997-11,699065,
1997-12,682136,
1998-01,693198,
1998-02,699368,
1998-03,707141,
1998-04,713062,
1998-05,714976,
1998-06,720958,
1998-07,721926,
1998-08,722243,
1998-09,713312,
1998-10,727949,
1998-11,736148,
1998-12,725572,
1999-01,705337,
1999-02,711401,
1999-03,713186,
1999-04,716438,
1999-05,730983,
1999-06,722864,
1999-07,724727,
1999-08,723198,
1999-09,731693,
1999-10,748643,
1999-11,753431,
1999-12,740115,
2000-01,752334,
2000-02,753236,
2000-03,748963,
2000-04,749239,
2000-05,745741,
2000-06,738648,
2000-07,736824,
2000-08,731511,
2000-09,718845,
2000-10,726849,
2000-11,728132,
2000-12,724880,
2001-01,730486,
2001-02,728090,
2001-03,731121,
2001-04,723948,
2001-05,726353,
2001-06,722321,
2001-07,733367,
2001-08,727328,
2001-09,713345,
2001-10,708561,
2001-11,716636,
2001-12,713256,
2002-01,714631,
2002-02,716230,
2002-03,717374,
2002-04,718274,
2002-05,720808,
2002-06,713253,
2002-07,727987,
2002-08,720423,
2002-09,722212,
2002-10,720988,
2002-11,725769,
2002-12,713830,
2003-01,730006,
2003-02,724553,
2003-03,726357,
2003-04,724251,
2003-05,721740,
2003-06,704840,
2003-07,713876,
2003-08,697917,
2003-09,702480,
2003-10,708763,
2003-11,717472,
2003-12,706733,
2004-01,713150,
2004-02,726747,
2004-03,745304,
2004-04,739640,
2004-05,739667,
2004-06,742935,
2004-07,753376,
2004-08,754166,
2004-09,748643,
2004-10,760853,
2004-11,754937,
2004-12,742862,
2005-01,757743,
2005-02,754687,
2005-03,764446,
2005-04,776900,
2005-05,770489,
2005-06,752381,
2005-07,753237,
2005-08,753392,
2005-09,741218,
2005-10,740379,
2005-11,742760,
2005-12,738417,
2006-01,746184,
2006-02,733740,
2006-03,735390,
2006-04,734848,
2006-05,740708,
2006-06,725716,
2006-07,725294,
2006-08,717732,
2006-09,708687,
2006-10,713618,
2006-11,720599,
2006-12,702443,
2007-01,713057,
2007-02,705165,
2007-03,700637,
2007-04,699592,
2007-05,701749,
2007-06,687558,
2007-07,687582,
2007-08,669838,
2007-09,660190,
2007-10,653640,
2007-11,647142,
2007-12,641106,
2008-01,640705,
2008-02,645810,
2008-03,645961,
2008-04,655353,
2008-05,649499,
2008-06,636633,
2008-07,632888,
2008-08,628761,
2008-09,611698,
2008-10,615684,
2008-11,611062,
2008-12,607607,
2009-01,616149,
2009-02,613758,
2009-03,608775,
2009-04,615560,
2009-05,616240,
2009-06,615789,
2009-07,630550,
2009-08,621760,
2009-09,625223,
2009-10,644222,
2009-11,634576,
2009-12,627647,
2010-01,638849,
2010-02,641444,
2010-03,645181,
2010-04,649345,
2010-05,667786,
2010-06,692129,
2010-07,690375,
2010-08,691869,
2010-09,699064,
2010-10,811008,
2010-11,817821,
2010-12,784305,
2011-01,795275,
2011-02,780983,
2011-03,767580,
2011-04,758237,
2011-05,748793,
2011-06,738350,
2011-07,739909,
2011-08,741443,
2011-09,743397,
2011-10,744834,
2011-11,741091,
2011-12,734396,
2012-01,744387,
2012-02,745014,
2012-03,748712,
2012-04,753269,
2012-05,743541,
2012-06,781848,
2012-07,777331,
2012-08,773956,
2012-09,781058,
2012-10,792837,
2012-11,792507,
2012-12,774573,
2013-01,775855,
2013-02,767132,
2013-03,765933,
2013-04,777312,
2013-05,765867,
2013-06,761566,
2013-07,771436,
2013-08,767192,
2013-09,761173,
2013-10,772096,
2013-11,769295,
2013-12,759886,
2014-01,766574,
2014-02,767653,
2014-03,764272,
2014-04,765017,
2014-05,768229,
2014-06,759910,
2014-07,767181,
2014-08,760088,
2014-09,764365,
2014-10,773645,
2014-11,772647,
2014-12,764754,
2015-01,780309,
