"",BBK01.QU1016,BBK01.QU1016_FLAGS
"","Banks in Germany: Claims on non-residents, total / Iceland / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:14:34,
1982-06,0.043,
1982-07,0.040,
1982-08,0.037,
1982-09,0.036,
1982-10,0.034,
1982-11,0.044,
1982-12,0.046,
1983-01,0.040,
1983-02,0.038,
1983-03,0.037,
1983-04,0.036,
1983-05,0.037,
1983-06,0.036,
1983-07,0.036,
1983-08,0.036,
1983-09,0.035,
1983-10,0.035,
1983-11,0.033,
1983-12,0.033,
1984-01,0.034,
1984-02,0.034,
1984-03,0.033,
1984-04,0.033,
1984-05,0.035,
1984-06,0.039,
1984-07,0.039,
1984-08,0.040,
1984-09,0.039,
1984-10,0.038,
1984-11,0.036,
1984-12,0.037,
1985-01,0.037,
1985-02,0.038,
1985-03,0.039,
1985-04,0.035,
1985-05,0.037,
1985-06,0.036,
1985-07,0.041,
1985-08,0.040,
1985-09,0.042,
1985-10,0.039,
1985-11,0.039,
1985-12,0.038,
1986-01,0.038,
1986-02,0.038,
1986-03,0.045,
1986-04,0.041,
1986-05,0.042,
1986-06,0.043,
1986-07,0.041,
1986-08,0.036,
1986-09,0.037,
1986-10,0.040,
1986-11,0.039,
1986-12,0.037,
1987-01,0.036,
1987-02,0.035,
1987-03,0.060,
1987-04,0.060,
1987-05,0.057,
1987-06,0.051,
1987-07,0.060,
1987-08,0.052,
1987-09,0.053,
1987-10,0.050,
1987-11,0.046,
1987-12,0.074,
1988-01,0.076,
1988-02,0.054,
1988-03,0.056,
1988-04,0.061,
1988-05,0.057,
1988-06,0.058,
1988-07,0.061,
1988-08,0.069,
1988-09,0.070,
1988-10,0.068,
1988-11,0.065,
1988-12,0.070,
1989-01,0.062,
1989-02,0.079,
1989-03,0.082,
1989-04,0.078,
1989-05,0.077,
1989-06,0.077,
1989-07,0.079,
1989-08,0.067,
1989-09,0.062,
1989-10,0.064,
1989-11,0.067,
1989-12,0.063,
1990-01,0.059,
1990-02,0.058,
1990-03,0.057,
1990-04,0.056,
1990-05,0.059,
1990-06,0.053,
1990-07,0.049,
1990-08,0.050,
1990-09,0.054,
1990-10,0.052,
1990-11,0.047,
1990-12,0.051,
1991-01,0.051,
1991-02,0.053,
1991-03,0.066,
1991-04,0.081,
1991-05,0.084,
1991-06,0.084,
1991-07,0.149,
1991-08,0.091,
1991-09,0.088,
1991-10,0.081,
1991-11,0.084,
1991-12,0.086,
1992-01,0.084,
1992-02,0.134,
1992-03,0.134,
1992-04,0.146,
1992-05,0.178,
1992-06,0.136,
1992-07,0.139,
1992-08,0.175,
1992-09,0.133,
1992-10,0.134,
1992-11,0.140,
1992-12,0.137,
1993-01,0.147,
1993-02,0.163,
1993-03,0.158,
1993-04,0.158,
1993-05,0.157,
1993-06,0.154,
1993-07,0.140,
1993-08,0.137,
1993-09,0.135,
1993-10,0.149,
1993-11,0.147,
1993-12,0.151,
1994-01,0.151,
1994-02,0.147,
1994-03,0.153,
1994-04,0.156,
1994-05,0.147,
1994-06,0.148,
1994-07,0.150,
1994-08,0.172,
1994-09,0.161,
1994-10,0.154,
1994-11,0.186,
1994-12,0.150,
1995-01,0.166,
1995-02,0.146,
1995-03,0.145,
1995-04,0.142,
1995-05,0.152,
1995-06,0.147,
1995-07,0.136,
1995-08,0.138,
1995-09,0.137,
1995-10,0.180,
1995-11,0.202,
1995-12,0.206,
1996-01,0.203,
1996-02,0.221,
1996-03,0.251,
1996-04,0.262,
1996-05,0.290,
1996-06,0.316,
1996-07,0.296,
1996-08,0.291,
1996-09,0.265,
1996-10,0.283,
1996-11,0.330,
1996-12,0.335,
1997-01,0.334,
1997-02,0.329,
1997-03,0.413,
1997-04,0.424,
1997-05,0.425,
1997-06,0.419,
1997-07,0.441,
1997-08,0.454,
1997-09,0.450,
1997-10,0.494,
1997-11,0.497,
1997-12,0.506,
1998-01,0.533,
1998-02,0.583,
1998-03,0.584,
1998-04,0.579,
1998-05,0.569,
1998-06,0.562,
1998-07,0.599,
1998-08,0.632,
1998-09,0.623,
1998-10,0.686,
1998-11,0.717,
1998-12,0.706,
1999-01,0.713,
1999-02,0.705,
1999-03,0.715,
1999-04,0.725,
1999-05,0.764,
1999-06,0.819,
1999-07,0.794,
1999-08,0.916,
1999-09,0.854,
1999-10,0.859,
1999-11,0.857,
1999-12,0.911,
2000-01,0.919,
2000-02,0.991,
2000-03,1.206,
2000-04,1.320,
2000-05,1.246,
2000-06,1.308,
2000-07,1.384,
2000-08,1.375,
2000-09,1.395,
2000-10,1.452,
2000-11,1.490,
2000-12,1.527,
2001-01,1.571,
2001-02,1.647,
2001-03,1.626,
2001-04,1.811,
2001-05,1.829,
2001-06,1.813,
2001-07,1.781,
2001-08,1.741,
2001-09,1.685,
2001-10,1.716,
2001-11,1.709,
2001-12,1.732,
2002-01,1.717,
2002-02,1.752,
2002-03,1.802,
2002-04,1.776,
2002-05,1.792,
2002-06,1.808,
2002-07,1.797,
2002-08,1.812,
2002-09,2.105,
2002-10,1.974,
2002-11,2.012,
2002-12,2.006,
2003-01,2.023,
2003-02,2.080,
2003-03,1.970,
2003-04,2.083,
2003-05,1.982,
2003-06,2.098,
2003-07,2.041,
2003-08,2.023,
2003-09,2.101,
2003-10,2.338,
2003-11,2.409,
2003-12,2.578,
2004-01,2.461,
2004-02,2.485,
2004-03,2.361,
2004-04,2.453,
2004-05,2.611,
2004-06,2.711,
2004-07,2.787,
2004-08,2.623,
2004-09,2.812,
2004-10,2.928,
2004-11,2.967,
2004-12,3.116,
2005-01,2.967,
2005-02,3.184,
2005-03,3.369,
2005-04,3.237,
2005-05,4.060,
2005-06,4.302,
2005-07,4.346,
2005-08,4.416,
2005-09,4.651,
2005-10,4.637,
2005-11,4.917,
2005-12,4.821,
2006-01,5.005,
