"",BBK01.OUE363,BBK01.OUE363_FLAGS
"",Loans to foreign non-banks for up to and including one year / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:16,
1999-01,2.146,
1999-02,2.041,
1999-03,1.842,
1999-04,1.931,
1999-05,2.108,
1999-06,1.801,
1999-07,1.848,
1999-08,1.916,
1999-09,1.827,
1999-10,1.911,
1999-11,2.845,
1999-12,2.536,
2000-01,2.741,
2000-02,3.351,
2000-03,3.680,
2000-04,4.481,
2000-05,3.915,
2000-06,2.954,
2000-07,2.806,
2000-08,2.814,
2000-09,2.967,
2000-10,3.190,
2000-11,3.660,
2000-12,3.327,
2001-01,4.201,
2001-02,4.616,
2001-03,5.205,
2001-04,5.655,
2001-05,4.367,
2001-06,3.718,
2001-07,3.572,
2001-08,3.676,
2001-09,3.440,
2001-10,3.827,
2001-11,4.188,
2001-12,4.333,
2002-01,4.285,
2002-02,4.029,
2002-03,4.716,
2002-04,6.815,
2002-05,5.551,
2002-06,4.764,
2002-07,4.242,
2002-08,3.870,
2002-09,3.882,
2002-10,3.558,
2002-11,3.720,
2002-12,3.619,
2003-01,4.135,
2003-02,4.501,
2003-03,4.228,
2003-04,6.022,
2003-05,4.443,
2003-06,4.109,
2003-07,3.490,
2003-08,3.781,
2003-09,3.532,
2003-10,3.393,
2003-11,3.261,
2003-12,3.245,
2004-01,3.359,
2004-02,4.141,
2004-03,4.905,
2004-04,5.402,
2004-05,5.167,
2004-06,4.461,
2004-07,4.432,
2004-08,4.195,
2004-09,4.106,
2004-10,4.356,
2004-11,4.123,
2004-12,3.873,
2005-01,6.773,
2005-02,4.307,
2005-03,3.948,
2005-04,5.771,
2005-05,4.436,
2005-06,4.942,
2005-07,5.313,
2005-08,5.013,
2005-09,4.882,
2005-10,5.564,
2005-11,6.098,
2005-12,5.613,
2006-01,5.158,
2006-02,5.464,
2006-03,6.074,
2006-04,9.638,
2006-05,6.681,
2006-06,6.072,
2006-07,6.681,
2006-08,6.767,
2006-09,6.138,
2006-10,6.412,
2006-11,4.907,
2006-12,5.127,
2007-01,5.857,
2007-02,5.922,
2007-03,6.414,
2007-04,6.031,
2007-05,5.883,
2007-06,6.647,
2007-07,6.285,
2007-08,6.947,
2007-09,7.789,
2007-10,7.384,
2007-11,9.138,
2007-12,7.632,
2008-01,7.960,
2008-02,8.060,
2008-03,7.577,
2008-04,8.679,
2008-05,8.809,
2008-06,8.169,
2008-07,8.301,
2008-08,8.742,
2008-09,8.910,
2008-10,10.274,
2008-11,9.988,
2008-12,8.674,
2009-01,8.455,
2009-02,8.095,
2009-03,8.965,
2009-04,8.746,
2009-05,9.056,
2009-06,8.204,
2009-07,6.660,
2009-08,6.548,
2009-09,6.260,
2009-10,6.236,
2009-11,6.155,
2009-12,5.623,
2010-01,5.373,
2010-02,5.376,
2010-03,5.443,
2010-04,5.840,
2010-05,5.848,
2010-06,5.420,
2010-07,6.071,
2010-08,6.146,
2010-09,6.098,
2010-10,5.755,
2010-11,6.697,
2010-12,6.378,
2011-01,6.214,
2011-02,6.169,
2011-03,6.183,
2011-04,7.300,
2011-05,7.595,
2011-06,7.690,
2011-07,7.322,
2011-08,6.849,
2011-09,6.702,
2011-10,5.919,
2011-11,7.329,
2011-12,6.970,
2012-01,5.430,
2012-02,5.631,
2012-03,5.906,
2012-04,5.540,
2012-05,5.575,
2012-06,5.508,
2012-07,5.725,
2012-08,5.444,
2012-09,5.136,
2012-10,4.794,
2012-11,4.957,
2012-12,4.600,
2013-01,5.190,
2013-02,6.095,
2013-03,6.165,
2013-04,5.914,
2013-05,6.099,
2013-06,6.218,
2013-07,5.942,
2013-08,6.458,
2013-09,6.643,
2013-10,6.136,
2013-11,6.198,
2013-12,6.300,
2014-01,7.276,
2014-02,7.044,
2014-03,6.778,
2014-04,7.447,
2014-05,7.433,
2014-06,7.293,
2014-07,7.247,
2014-08,6.960,
2014-09,6.752,
2014-10,6.814,
2014-11,7.172,
2014-12,6.650,Provisional value
