"",BBDE1.M.DE.Y.GUB1.A2P320000.F.V.I10.A,BBDE1.M.DE.Y.GUB1.A2P320000.F.V.I10.A_FLAGS
"",Turnover from the domestic market / At current prices / Germany / Capital goods / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:51,
1991-01,88.1,
1991-02,87.0,
1991-03,86.6,
1991-04,86.3,
1991-05,86.1,
1991-06,90.1,
1991-07,88.1,
1991-08,86.2,
1991-09,84.7,
1991-10,86.5,
1991-11,90.9,
1991-12,87.1,
1992-01,88.2,
1992-02,91.7,
1992-03,89.5,
1992-04,89.2,
1992-05,89.6,
1992-06,89.4,
1992-07,84.2,
1992-08,86.5,
1992-09,87.0,
1992-10,86.0,
1992-11,83.4,
1992-12,87.3,
1993-01,79.2,
1993-02,78.6,
1993-03,78.2,
1993-04,79.4,
1993-05,76.3,
1993-06,75.3,
1993-07,75.5,
1993-08,81.4,
1993-09,78.5,
1993-10,78.9,
1993-11,75.4,
1993-12,80.2,
1994-01,72.3,
1994-02,74.0,
1994-03,74.2,
1994-04,77.9,
1994-05,76.2,
1994-06,76.3,
1994-07,77.8,
1994-08,73.9,
1994-09,79.5,
1994-10,81.4,
1994-11,81.2,
1994-12,82.4,
1995-01,77.2,
1995-02,79.3,
1995-03,80.3,
1995-04,79.6,
1995-05,81.3,
1995-06,80.8,
1995-07,78.5,
1995-08,79.1,
1995-09,81.5,
1995-10,77.4,
1995-11,80.7,
1995-12,83.1,
1996-01,85.1,
1996-02,80.2,
1996-03,81.8,
1996-04,81.9,
1996-05,81.7,
1996-06,82.3,
1996-07,80.7,
1996-08,81.7,
1996-09,85.9,
1996-10,81.0,
1996-11,84.3,
1996-12,85.9,
1997-01,80.1,
1997-02,78.7,
1997-03,83.0,
1997-04,81.3,
1997-05,81.6,
1997-06,85.2,
1997-07,86.8,
1997-08,83.4,
1997-09,84.1,
1997-10,81.8,
1997-11,86.3,
1997-12,86.4,
1998-01,84.6,
1998-02,85.8,
1998-03,90.9,
1998-04,85.7,
1998-05,89.3,
1998-06,89.3,
1998-07,91.5,
1998-08,87.8,
1998-09,88.0,
1998-10,91.9,
1998-11,88.8,
1998-12,93.3,
1999-01,90.0,
1999-02,88.4,
1999-03,91.5,
1999-04,89.8,
1999-05,89.0,
1999-06,94.1,
1999-07,91.7,
1999-08,90.4,
1999-09,94.4,
1999-10,92.9,
1999-11,90.0,
1999-12,92.8,
2000-01,91.1,
2000-02,92.6,
2000-03,93.7,
2000-04,94.1,
2000-05,97.7,
2000-06,97.6,
2000-07,96.1,
2000-08,97.5,
2000-09,96.4,
2000-10,95.9,
2000-11,98.0,
2000-12,99.3,
2001-01,98.3,
2001-02,99.7,
2001-03,99.2,
2001-04,97.7,
2001-05,99.7,
2001-06,98.6,
2001-07,93.9,
2001-08,100.9,
2001-09,98.0,
2001-10,96.9,
2001-11,94.8,
2001-12,95.9,
2002-01,93.6,
2002-02,93.9,
2002-03,93.8,
2002-04,93.8,
2002-05,91.2,
2002-06,95.9,
2002-07,92.4,
2002-08,97.0,
2002-09,95.7,
2002-10,96.4,
2002-11,94.8,
2002-12,96.5,
2003-01,92.3,
2003-02,97.0,
2003-03,95.7,
2003-04,93.8,
2003-05,95.7,
2003-06,93.9,
2003-07,96.7,
2003-08,94.1,
2003-09,94.1,
2003-10,93.8,
2003-11,96.9,
2003-12,98.9,
2004-01,95.0,
2004-02,96.8,
2004-03,97.8,
2004-04,98.7,
2004-05,98.1,
2004-06,97.7,
2004-07,99.1,
2004-08,98.6,
2004-09,100.4,
2004-10,100.3,
2004-11,97.7,
2004-12,100.6,
2005-01,102.3,
2005-02,98.2,
2005-03,99.1,
2005-04,100.4,
2005-05,96.4,
2005-06,99.6,
2005-07,101.5,
2005-08,98.4,
2005-09,104.3,
2005-10,102.5,
2005-11,101.9,
2005-12,102.8,
2006-01,101.8,
2006-02,102.6,
2006-03,101.7,
2006-04,106.3,
2006-05,103.7,
2006-06,102.9,
2006-07,107.2,
2006-08,102.9,
2006-09,107.2,
2006-10,107.6,
2006-11,111.6,
2006-12,108.7,
2007-01,106.8,
2007-02,109.2,
2007-03,111.0,
2007-04,108.1,
2007-05,110.2,
2007-06,110.4,
2007-07,111.3,
2007-08,111.8,
2007-09,113.2,
2007-10,113.9,
2007-11,115.1,
2007-12,113.2,
2008-01,121.2,
2008-02,119.0,
2008-03,116.6,
2008-04,118.3,
2008-05,115.9,
2008-06,117.3,
2008-07,114.4,
2008-08,121.0,
2008-09,111.9,
2008-10,114.2,
2008-11,110.1,
2008-12,102.8,
2009-01,98.1,
2009-02,91.6,
2009-03,98.7,
2009-04,94.6,
2009-05,98.6,
2009-06,98.9,
2009-07,91.9,
2009-08,94.7,
2009-09,96.9,
2009-10,94.0,
2009-11,92.7,
2009-12,89.8,
2010-01,90.9,
2010-02,92.8,
2010-03,96.8,
2010-04,94.1,
2010-05,98.5,
2010-06,101.1,
2010-07,97.2,
2010-08,99.3,
2010-09,99.7,
2010-10,107.5,
2010-11,105.9,
2010-12,103.5,
2011-01,104.6,
2011-02,105.6,
2011-03,106.6,
2011-04,108.6,
2011-05,110.7,
2011-06,108.3,
2011-07,113.6,
2011-08,112.4,
2011-09,112.1,
2011-10,114.5,
2011-11,112.1,
2011-12,110.0,
2012-01,114.3,
2012-02,114.3,
2012-03,112.8,
2012-04,110.6,
2012-05,113.1,
2012-06,112.2,
2012-07,114.7,
2012-08,113.3,
2012-09,110.7,
2012-10,108.3,
2012-11,107.9,
2012-12,109.0,
2013-01,106.9,
2013-02,108.2,
2013-03,111.6,
2013-04,109.4,
2013-05,109.0,
2013-06,110.2,
2013-07,107.1,
2013-08,113.4,
2013-09,112.7,
2013-10,109.7,
2013-11,114.1,
2013-12,112.4,
2014-01,114.8,
2014-02,113.6,
2014-03,114.0,
2014-04,113.3,
2014-05,112.4,
2014-06,113.5,
2014-07,116.2,
2014-08,112.6,
2014-09,113.5,
2014-10,114.5,
2014-11,116.6,
2014-12,115.0,Provisional value
