"",BBK01.OUZ094,BBK01.OUZ094_FLAGS
"","Balances with central banks, total, Regional banks and other commercial banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:12,
1999-01,5.269,
1999-02,5.256,
1999-03,4.922,
1999-04,5.609,
1999-05,4.799,
1999-06,4.948,
1999-07,5.945,
1999-08,7.013,
1999-09,5.270,
1999-10,8.507,
1999-11,6.487,
1999-12,8.370,
2000-01,7.244,
2000-02,4.904,
2000-03,6.832,
2000-04,8.172,
2000-05,5.844,
2000-06,4.793,
2000-07,5.139,
2000-08,8.805,
2000-09,5.534,
2000-10,5.024,
2000-11,4.943,
2000-12,5.021,
2001-01,5.903,
2001-02,5.577,
2001-03,5.942,
2001-04,4.553,
2001-05,5.821,
2001-06,5.843,
2001-07,5.851,
2001-08,4.743,
2001-09,5.465,
2001-10,5.352,
2001-11,5.652,
2001-12,5.930,
2002-01,4.921,
2002-02,4.757,
2002-03,5.112,
2002-04,5.385,
2002-05,4.454,
2002-06,3.828,
2002-07,4.909,
2002-08,5.192,
2002-09,5.269,
2002-10,6.862,
2002-11,5.563,
2002-12,8.015,
2003-01,5.412,
2003-02,4.552,
2003-03,6.281,
2003-04,6.057,
2003-05,5.421,
2003-06,5.257,
2003-07,5.230,
2003-08,5.748,
2003-09,5.224,
2003-10,5.262,
2003-11,5.642,
2003-12,7.162,
2004-01,5.403,
2004-02,4.896,
2004-03,5.104,
2004-04,4.873,
2004-05,5.877,
2004-06,6.407,
2004-07,5.313,
2004-08,6.992,
2004-09,6.825,
2004-10,5.554,
2004-11,7.804,
2004-12,6.670,
2005-01,6.637,
2005-02,7.048,
2005-03,9.240,
2005-04,5.660,
2005-05,6.365,
2005-06,7.982,
2005-07,5.850,
2005-08,6.589,
2005-09,6.892,
2005-10,5.046,
2005-11,6.225,
2005-12,9.921,
2006-01,7.864,
2006-02,7.559,
2006-03,5.979,
2006-04,6.610,
2006-05,9.346,
2006-06,6.614,
2006-07,8.394,
2006-08,8.293,
2006-09,8.662,
2006-10,9.024,
2006-11,7.364,
2006-12,7.712,
2007-01,8.190,
2007-02,10.911,
2007-03,8.185,
2007-04,7.926,
2007-05,7.190,
2007-06,8.238,
2007-07,10.805,
2007-08,7.039,
2007-09,8.768,
2007-10,11.990,
2007-11,8.144,
2007-12,11.725,
2008-01,8.689,
2008-02,8.720,
2008-03,14.325,
2008-04,10.334,
2008-05,8.304,
2008-06,10.064,
2008-07,7.860,
2008-08,7.069,
2008-09,10.671,
2008-10,9.399,
2008-11,8.312,
2008-12,12.540,
2009-01,6.394,
2009-02,7.386,
2009-03,8.840,
2009-04,6.687,
2009-05,10.376,
2009-06,8.016,
2009-07,8.159,
2009-08,6.721,
2009-09,9.088,
2009-10,7.987,
2009-11,9.643,
2009-12,9.944,
2010-01,8.691,
2010-02,8.161,
2010-03,9.148,
2010-04,9.744,
2010-05,8.890,
2010-06,9.272,
2010-07,9.260,
2010-08,10.214,
2010-09,11.782,
2010-10,8.924,
2010-11,6.967,
2010-12,9.444,
2011-01,8.661,
2011-02,8.494,
2011-03,7.125,
2011-04,6.907,
2011-05,10.391,
2011-06,11.106,
2011-07,9.400,
2011-08,12.236,
2011-09,15.229,
2011-10,11.566,
2011-11,16.870,
2011-12,12.973,
2012-01,8.500,
2012-02,7.795,
2012-03,6.543,
2012-04,7.892,
2012-05,7.502,
2012-06,10.848,
2012-07,61.561,
2012-08,58.775,
2012-09,48.132,
2012-10,52.648,
2012-11,49.511,
2012-12,43.244,
2013-01,49.048,
2013-02,37.102,
2013-03,36.851,
2013-04,38.327,
2013-05,36.204,
2013-06,36.335,
2013-07,29.478,
2013-08,28.878,
2013-09,28.046,
2013-10,20.860,
2013-11,23.951,
2013-12,24.144,
2014-01,20.874,
2014-02,19.630,
2014-03,16.722,
2014-04,20.854,
2014-05,18.677,
2014-06,15.426,
2014-07,14.995,
2014-08,20.823,
2014-09,19.448,
2014-10,21.899,
2014-11,16.442,
