"",BBK01.OUG227,BBK01.OUG227_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than one year up to and including two years / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:43,
1999-01,0.955,
1999-02,0.878,
1999-03,1.345,
1999-04,1.591,
1999-05,1.604,
1999-06,1.618,
1999-07,1.610,
1999-08,1.778,
1999-09,1.803,
1999-10,2.559,
1999-11,2.759,
1999-12,2.620,
2000-01,2.863,
2000-02,1.922,
2000-03,1.929,
2000-04,1.572,
2000-05,1.627,
2000-06,1.671,
2000-07,1.673,
2000-08,1.395,
2000-09,1.668,
2000-10,1.743,
2000-11,1.842,
2000-12,1.849,
2001-01,1.854,
2001-02,1.853,
2001-03,1.754,
2001-04,1.846,
2001-05,2.203,
2001-06,1.715,
2001-07,1.798,
2001-08,1.379,
2001-09,1.498,
2001-10,1.486,
2001-11,1.599,
2001-12,1.502,
2002-01,1.455,
2002-02,1.493,
2002-03,1.434,
2002-04,1.305,
2002-05,1.346,
2002-06,1.261,
2002-07,1.151,
2002-08,1.160,
2002-09,0.957,
2002-10,0.920,
2002-11,0.722,
2002-12,0.716,
2003-01,0.762,
2003-02,1.001,
2003-03,0.982,
2003-04,0.983,
2003-05,1.084,
2003-06,1.064,
2003-07,1.038,
2003-08,1.061,
2003-09,0.964,
2003-10,0.953,
2003-11,1.001,
2003-12,0.930,
2004-01,0.861,
2004-02,0.762,
2004-03,0.757,
2004-04,0.796,
2004-05,0.766,
2004-06,0.632,
2004-07,0.548,
2004-08,0.402,
2004-09,0.356,
2004-10,0.417,
2004-11,0.346,
2004-12,0.400,
2005-01,0.592,
2005-02,0.380,
2005-03,0.406,
2005-04,0.530,
2005-05,0.476,
2005-06,0.430,
2005-07,0.406,
2005-08,0.436,
2005-09,0.401,
2005-10,0.422,
2005-11,0.659,
2005-12,0.587,
2006-01,0.600,
2006-02,0.620,
2006-03,0.611,
2006-04,0.586,
2006-05,0.618,
2006-06,0.581,
2006-07,0.509,
2006-08,0.724,
2006-09,0.998,
2006-10,1.005,
2006-11,0.801,
2006-12,1.058,
2007-01,1.195,
2007-02,1.178,
2007-03,1.226,
2007-04,1.377,
2007-05,1.446,
2007-06,1.861,
2007-07,2.008,
2007-08,1.851,
2007-09,1.902,
2007-10,1.960,
2007-11,1.995,
2007-12,2.323,
2008-01,2.056,
2008-02,2.109,
2008-03,3.115,
2008-04,3.153,
2008-05,3.316,
2008-06,4.439,
2008-07,4.625,
2008-08,4.774,
2008-09,5.494,
2008-10,5.387,
2008-11,5.291,
2008-12,4.691,
2009-01,4.781,
2009-02,4.999,
2009-03,4.470,
2009-04,4.516,
2009-05,4.610,
2009-06,4.196,
2009-07,4.322,
2009-08,4.327,
2009-09,3.994,
2009-10,3.822,
2009-11,3.872,
2009-12,3.772,
2010-01,3.564,
2010-02,3.734,
2010-03,3.671,
2010-04,3.599,
2010-05,3.311,
2010-06,2.299,
2010-07,1.889,
2010-08,1.857,
2010-09,1.794,
2010-10,1.824,
2010-11,1.728,
2010-12,1.681,
2011-01,1.568,
2011-02,1.322,
2011-03,1.585,
2011-04,1.775,
2011-05,1.828,
2011-06,1.790,
2011-07,2.294,
2011-08,2.315,
2011-09,2.469,
2011-10,2.690,
2011-11,2.545,
2011-12,2.560,
2012-01,2.541,
2012-02,2.660,
2012-03,2.416,
2012-04,2.337,
2012-05,2.240,
2012-06,2.571,
2012-07,2.146,
2012-08,2.057,
2012-09,1.930,
2012-10,1.903,
2012-11,1.978,
2012-12,1.960,
2013-01,2.102,
2013-02,2.011,
2013-03,2.132,
2013-04,2.276,
2013-05,2.361,
2013-06,2.505,
2013-07,2.226,
2013-08,1.923,
2013-09,1.925,
2013-10,2.053,
2013-11,1.915,
2013-12,1.971,
2014-01,1.925,
2014-02,2.017,
2014-03,2.032,
2014-04,1.846,
2014-05,2.001,
2014-06,2.063,
2014-07,1.792,
2014-08,2.020,
2014-09,2.291,
2014-10,2.255,
2014-11,2.334,
2014-12,2.449,Provisional value
