"",BBK01.OUC250,BBK01.OUC250_FLAGS
"",Savings deposits of foreign non-banks (non-MFIs) / At three months' notice / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:11:07,
1968-12,0.195,
1969-01,0.184,
1969-02,0.186,
1969-03,0.188,
1969-04,0.184,
1969-05,0.193,
1969-06,0.199,
1969-07,0.202,
1969-08,0.210,
1969-09,0.213,
1969-10,0.216,
1969-11,0.212,
1969-12,0.210,
1970-01,0.203,
1970-02,0.199,
1970-03,0.196,
1970-04,0.193,
1970-05,0.191,
1970-06,0.190,
1970-07,0.191,
1970-08,0.192,
1970-09,0.193,
1970-10,0.194,
1970-11,0.195,
1970-12,0.204,
1971-01,0.206,
1971-02,0.206,
1971-03,0.210,
1971-04,0.214,
1971-05,0.213,
1971-06,0.218,
1971-07,0.220,
1971-08,0.215,
1971-09,0.216,
1971-10,0.216,
1971-11,0.219,
1971-12,0.230,
1972-01,0.230,
1972-02,0.233,
1972-03,0.235,
1972-04,0.236,
1972-05,0.240,
1972-06,0.241,
1972-07,0.243,
1972-08,0.246,
1972-09,0.246,
1972-10,0.246,
1972-11,0.246,
1972-12,0.255,
1973-01,0.253,
1973-02,0.254,
1973-03,0.255,
1973-04,0.256,
1973-05,0.258,
1973-06,0.256,
1973-07,0.253,
1973-08,0.250,
1973-09,0.246,
1973-10,0.245,
1973-11,0.243,
1973-12,0.250,
1974-01,0.246,
1974-02,0.244,
1974-03,0.242,
1974-04,0.241,
1974-05,0.240,
1974-06,0.238,
1974-07,0.237,
1974-08,0.238,
1974-09,0.236,
1974-10,0.237,
1974-11,0.239,
1974-12,0.247,
1975-01,0.250,
1975-02,0.253,
1975-03,0.258,
1975-04,0.261,
1975-05,0.263,
1975-06,0.267,
1975-07,0.270,
1975-08,0.276,
1975-09,0.288,
1975-10,0.299,
1975-11,0.308,
1975-12,0.330,
1976-01,0.337,
1976-02,0.348,
1976-03,0.358,
1976-04,0.372,
1976-05,0.383,
1976-06,0.390,
1976-07,0.394,
1976-08,0.400,
1976-09,0.403,
1976-10,0.413,
1976-11,0.447,
1976-12,0.473,
1977-01,0.476,
1977-02,0.480,
1977-03,0.483,
1977-04,0.493,
1977-05,0.503,
1977-06,0.508,
1977-07,0.515,
1977-08,0.515,
1977-09,0.517,
1977-10,0.522,
1977-11,0.525,
1977-12,0.551,
1978-01,0.556,
1978-02,0.555,
1978-03,0.558,
1978-04,0.562,
1978-05,0.560,
1978-06,0.563,
1978-07,0.567,
1978-08,0.570,
1978-09,0.579,
1978-10,0.581,
1978-11,0.590,
1978-12,0.611,
1979-01,0.616,
1979-02,0.620,
1979-03,0.619,
1979-04,0.618,
1979-05,0.614,
1979-06,0.613,
1979-07,0.608,
1979-08,0.599,
1979-09,0.589,
1979-10,0.592,
1979-11,0.601,
1979-12,0.630,
1980-01,0.632,
1980-02,0.635,
1980-03,0.646,
1980-04,0.646,
1980-05,0.650,
1980-06,0.650,
1980-07,0.657,
1980-08,0.666,
1980-09,0.665,
1980-10,0.667,
1980-11,0.665,
1980-12,0.704,
1981-01,0.705,
1981-02,0.703,
1981-03,0.697,
1981-04,0.695,
1981-05,0.701,
1981-06,0.705,
1981-07,0.722,
1981-08,0.736,
1981-09,0.756,
1981-10,0.772,
1981-11,0.775,
1981-12,0.845,
1982-01,0.854,
1982-02,0.867,
1982-03,0.869,
1982-04,0.872,
1982-05,0.874,
1982-06,0.884,
1982-07,0.907,
1982-08,0.911,
1982-09,0.913,
1982-10,0.919,
1982-11,0.925,
1982-12,0.991,
1983-01,0.989,
1983-02,0.993,
1983-03,0.999,
1983-04,1.002,
1983-05,1.001,
1983-06,0.998,
1983-07,0.983,
1983-08,0.983,
1983-09,0.977,
1983-10,0.969,
1983-11,0.985,
1983-12,1.039,
1984-01,1.039,
1984-02,1.034,
1984-03,1.029,
1984-04,1.024,
1984-05,1.022,
1984-06,1.015,
1984-07,1.008,
1984-08,1.009,
1984-09,1.014,
1984-10,1.019,
1984-11,1.023,
1984-12,1.074,
1985-01,1.079,
1985-02,1.080,
1985-03,1.082,
1985-04,1.082,
1985-05,1.085,
1985-06,1.093,
1985-07,1.092,
1985-08,1.095,
1985-09,1.093,
1985-10,1.093,
1985-11,1.090,
1985-12,1.124,
1986-01,1.117,
1986-02,1.122,
1986-03,1.118,
1986-04,1.129,
1986-05,1.127,
1986-06,1.129,
1986-07,1.134,
1986-08,1.136,
1986-09,1.130,
1986-10,1.141,
1986-11,1.150,
1986-12,1.201,
1987-01,1.218,
1987-02,1.228,
1987-03,1.224,
1987-04,1.231,
1987-05,1.230,
1987-06,1.246,
1987-07,1.248,
1987-08,1.244,
1987-09,1.242,
1987-10,1.244,
1987-11,1.253,
1987-12,1.310,
1988-01,1.322,
1988-02,1.328,
1988-03,1.332,
1988-04,1.335,
1988-05,1.341,
1988-06,1.345,
1988-07,1.330,
1988-08,1.317,
1988-09,1.301,
1988-10,1.290,
1988-11,1.279,
1988-12,1.310,
1989-01,1.294,
1989-02,1.292,
1989-03,1.280,
1989-04,1.282,
1989-05,1.275,
1989-06,1.284,
1989-07,1.292,
1989-08,1.301,
1989-09,1.308,
1989-10,1.318,
1989-11,1.329,
1989-12,1.383,
1990-01,1.391,
1990-02,1.396,
1990-03,1.400,
1990-04,1.414,
1990-05,1.400,
1990-06,1.410,
1990-07,1.415,
1990-08,1.423,
1990-09,1.437,
1990-10,1.453,
1990-11,1.485,
1990-12,1.555,
1991-01,1.579,
1991-02,1.603,
1991-03,1.622,
1991-04,1.639,
1991-05,1.659,
1991-06,1.662,
1991-07,1.678,
1991-08,1.696,
1991-09,1.718,
1991-10,1.733,
1991-11,1.761,
1991-12,1.845,
1992-01,1.865,
1992-02,1.881,
1992-03,1.894,
1992-04,1.918,
1992-05,1.931,
1992-06,1.951,
1992-07,1.962,
1992-08,1.982,
1992-09,2.019,
1992-10,2.093,
1992-11,2.181,
1992-12,2.418,
1993-01,2.509,
1993-02,2.581,
1993-03,2.648,
1993-04,2.690,
1993-05,2.714,
1993-06,2.736,
1993-07,2.638,
1993-08,2.529,
1993-09,2.430,
1993-10,2.357,
1993-11,2.284,
1993-12,2.263,
1994-01,2.222,
1994-02,2.209,
1994-03,2.182,
1994-04,2.157,
1994-05,2.135,
1994-06,2.123,
1994-07,2.105,
1994-08,2.075,
1994-09,2.056,
1994-10,2.033,
1994-11,2.029,
1994-12,2.055,
1995-01,2.040,
1995-02,2.035,
1995-03,2.020,
