"",BBK01.PQ0821,BBK01.PQ0821_FLAGS
"",Mortgage loans to domestic enterprises and resident individuals secured by residential real estate / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:06,
1968-10,2.194,
1969-01,2.259,
1969-04,2.329,
1969-07,2.402,
1969-10,2.478,
1970-01,2.600,
1970-04,2.676,
1970-07,2.719,
1970-10,2.789,
1971-01,2.870,
1971-04,2.960,
1971-07,3.092,
1971-10,3.218,
1972-01,3.286,
1972-04,3.413,
1972-07,3.477,
1972-10,3.603,
1973-01,3.812,
1973-04,3.981,
1973-07,4.027,
1973-10,4.218,
1974-01,4.401,
1974-04,4.561,
1974-07,4.622,
1974-10,4.830,
1975-01,4.814,
1975-04,4.899,
1975-07,5.077,
1975-10,5.178,
1976-01,5.290,
1976-04,5.394,
1976-07,5.450,
1976-10,5.516,
1977-01,5.617,
1977-04,5.750,
1977-07,5.850,
1977-10,6.051,
1978-01,6.287,
1978-04,6.678,
1978-07,6.968,
1978-10,7.396,
1979-01,7.677,
1979-04,8.011,
1979-07,8.419,
1979-10,8.789,
1980-01,8.777,
1980-04,8.884,
1980-07,9.020,
1980-10,10.805,
1981-01,11.028,
1981-04,11.301,
1981-07,11.307,
1981-10,11.338,
1982-01,11.214,
1982-04,11.351,
1982-07,11.638,
1982-10,12.163,
1983-01,12.250,
1983-04,12.504,
1983-07,12.789,
1983-10,13.185,
1984-01,13.474,
1984-04,13.754,
1984-07,14.240,
1984-10,14.926,
1985-01,16.419,
1985-04,16.983,
1985-07,17.671,
1985-10,18.503,
1986-01,18.908,
1986-04,19.680,
1986-07,20.541,
1986-10,21.675,
1987-01,22.209,
1987-04,22.664,
1987-07,23.460,
1987-10,24.379,
1988-01,23.988,
1988-04,24.657,
1988-07,25.236,
1988-10,26.352,
1989-01,26.971,
1989-04,27.672,
1989-07,28.285,
1989-10,29.515,
1990-01,30.077,
1990-04,30.605,
1990-07,31.061,
1990-10,32.298,
1991-01,27.839,
1991-04,28.365,
1991-07,29.323,
1991-10,30.547,
1992-01,31.442,
1992-04,32.391,
1992-07,33.453,
1992-10,35.479,
1993-01,37.142,
1993-04,38.907,
1993-07,41.076,
1993-10,45.758,
1994-01,48.273,
1994-04,50.685,
1994-07,53.072,
1994-10,57.063,
1995-01,58.885,
1995-04,60.371,
1995-07,62.502,
1995-10,66.122,
1996-01,68.149,
1996-04,69.951,
1996-07,72.639,
1996-10,77.259,
1997-01,79.299,
1997-04,81.139,
1997-07,83.154,
1997-10,86.375,
1998-01,87.939,
1998-04,89.406,
1998-07,91.213,
1998-10,96.106,
1999-01,139.058,
1999-04,146.282,
1999-07,151.512,
1999-10,157.420,
2000-01,159.791,
2000-04,172.967,
2000-07,173.212,
2000-10,174.625,
2001-01,176.187,
2001-04,176.801,
2001-07,178.108,
2001-10,179.185,
2002-01,179.946,
2002-04,180.637,
2002-07,180.174,
2002-10,179.971,
2003-01,187.726,
2003-04,187.199,
2003-07,187.266,
2003-10,186.335,
2004-01,185.645,
2004-04,185.845,
2004-07,185.341,
2004-10,186.054,
2005-01,186.470,
2005-04,187.015,
2005-07,185.906,
2005-10,191.898,
2006-01,193.801,
2006-04,195.208,
2006-07,197.085,
2006-10,198.661,
2007-01,202.879,
2007-04,202.594,
2007-07,203.473,
2007-10,206.111,
2008-01,206.059,
2008-04,210.107,
2008-07,210.581,
2008-10,209.506,
2009-01,207.305,
2009-04,206.780,
2009-07,206.990,
2009-10,210.815,
2010-01,210.371,
2010-04,210.247,
2010-07,210.091,
2010-10,211.078,
2011-01,211.188,
2011-04,210.697,
2011-07,210.879,
2011-10,212.500,
2012-01,212.804,
2012-04,213.316,
2012-07,213.786,
2012-10,213.863,
2013-01,213.994,
2013-04,213.686,
2013-07,214.042,
2013-10,213.903,
2014-01,213.945,
2014-04,215.056,
2014-07,215.307,
2014-10,245.589,
