"",BBK01.OUO004,BBK01.OUO004_FLAGS
"",Deposits of banks (MFIs) / Time deposits / Banks majority-owned by foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:19:23,
1985-12,12.193,
1986-01,11.660,
1986-02,11.087,
1986-03,11.244,
1986-04,12.207,
1986-05,12.261,
1986-06,12.717,
1986-07,13.304,
1986-08,13.016,
1986-09,14.180,
1986-10,13.885,
1986-11,14.497,
1986-12,17.301,
1987-01,15.339,
1987-02,14.987,
1987-03,16.695,
1987-04,15.051,
1987-05,15.963,
1987-06,15.690,
1987-07,17.324,
1987-08,17.251,
1987-09,17.328,
1987-10,17.444,
1987-11,17.599,
1987-12,18.502,
1988-01,17.893,
1988-02,17.634,
1988-03,18.706,
1988-04,19.155,
1988-05,19.130,
1988-06,19.140,
1988-07,20.751,
1988-08,19.922,
1988-09,23.506,
1988-10,22.264,
1988-11,23.002,
1988-12,24.700,
1989-01,21.571,
1989-02,22.474,
1989-03,24.517,
1989-04,22.446,
1989-05,23.614,
1989-06,25.139,
1989-07,23.655,
1989-08,26.350,
1989-09,24.649,
1989-10,24.539,
1989-11,24.929,
1989-12,27.346,
1990-01,24.550,
1990-02,25.063,
1990-03,27.806,
1990-04,26.943,
1990-05,28.817,
1990-06,26.619,
1990-07,25.750,
1990-08,28.403,
1990-09,26.516,
1990-10,26.831,
1990-11,28.423,
1990-12,27.451,
1991-01,26.297,
1991-02,28.985,
1991-03,28.206,
1991-04,28.222,
1991-05,30.414,
1991-06,28.602,
1991-07,28.691,
1991-08,31.092,
1991-09,28.243,
1991-10,30.599,
1991-11,29.021,
1991-12,28.958,
1992-01,30.483,
1992-02,28.366,
1992-03,28.808,
1992-04,31.113,
1992-05,28.620,
1992-06,28.284,
1992-07,30.877,
1992-08,29.203,
1992-09,29.570,
1992-10,29.711,
1992-11,29.605,
1992-12,31.852,
1993-01,29.960,
1993-02,31.094,
1993-03,30.569,
1993-04,30.426,
1993-05,30.350,
1993-06,30.389,
1993-07,30.459,
1993-08,29.816,
1993-09,28.028,
1993-10,29.039,
1993-11,28.834,
1993-12,30.660,
1994-01,29.517,
1994-02,29.644,
1994-03,31.865,
1994-04,31.475,
1994-05,31.645,
1994-06,32.091,
1994-07,34.095,
1994-08,33.381,
1994-09,32.974,
1994-10,32.004,
1994-11,33.764,
1994-12,32.462,
1995-01,30.254,
1995-02,30.163,
1995-03,30.052,
1995-04,30.501,
1995-05,30.217,
1995-06,29.263,
1995-07,29.598,
1995-08,29.610,
1995-09,30.075,
1995-10,30.755,
1995-11,31.529,
1995-12,32.497,
1996-01,32.544,
1996-02,32.284,
1996-03,32.661,
1996-04,32.181,
1996-05,31.862,
1996-06,31.558,
1996-07,31.512,
1996-08,31.260,
1996-09,31.000,
1996-10,31.233,
1996-11,31.897,
1996-12,30.755,
1997-01,31.434,
1997-02,31.337,
1997-03,32.157,
1997-04,33.369,
1997-05,33.440,
1997-06,32.743,
1997-07,30.936,
1997-08,30.696,
1997-09,30.271,
1997-10,30.578,
1997-11,31.020,
1997-12,31.572,
1998-01,28.596,
1998-02,27.333,
1998-03,26.614,
1998-04,26.140,
1998-05,27.018,
1998-06,28.025,
1998-07,28.030,
1998-08,27.656,
1998-09,26.471,
1998-10,26.438,
1998-11,27.628,
1998-12,27.554,
1999-01,27.983,
1999-02,25.814,
1999-03,25.443,
1999-04,27.819,
1999-05,27.874,
1999-06,24.736,
1999-07,26.620,
1999-08,24.942,
1999-09,23.945,
1999-10,26.349,
1999-11,26.057,
1999-12,27.685,
2000-01,26.175,
2000-02,28.102,
2000-03,28.759,
2000-04,30.091,
2000-05,32.983,
2000-06,24.414,
2000-07,26.533,
2000-08,25.453,
2000-09,28.049,
2000-10,30.527,
2000-11,29.484,
2000-12,31.399,
2001-01,34.120,
2001-02,38.914,
2001-03,33.373,
2001-04,37.086,
2001-05,36.840,
2001-06,37.862,
2001-07,39.830,
2001-08,42.330,
2001-09,40.266,
2001-10,35.432,
2001-11,37.527,
2001-12,40.604,
2002-01,36.052,
2002-02,32.892,
2002-03,35.484,
2002-04,38.134,
2002-05,55.497,
2002-06,47.861,
2002-07,45.348,
2002-08,48.389,
2002-09,49.414,
2002-10,47.430,
2002-11,44.677,
2002-12,49.274,
2003-01,49.016,
2003-02,50.099,
2003-03,54.506,
2003-04,50.637,
2003-05,50.993,
2003-06,57.748,
2003-07,52.430,
2003-08,59.267,
2003-09,55.875,
2003-10,50.375,
2003-11,60.146,
2003-12,65.203,
2004-01,61.539,
2004-02,54.761,
2004-03,46.588,
2004-04,48.955,
2004-05,55.958,
2004-06,61.729,
2004-07,61.970,
2004-08,57.705,
2004-09,60.368,
2004-10,59.662,
2004-11,67.477,
2004-12,66.254,
2005-01,68.810,
2005-02,76.578,
2005-03,73.993,
2005-04,73.344,
2005-05,68.602,
2005-06,67.839,
2005-07,74.044,
2005-08,60.485,
2005-09,71.560,
2005-10,67.116,
2005-11,62.936,
2005-12,135.733,
2006-01,127.093,
2006-02,115.118,
2006-03,123.185,
2006-04,119.870,
2006-05,123.015,
2006-06,118.399,
2006-07,118.984,
2006-08,118.966,
2006-09,128.557,
2006-10,129.539,
2006-11,125.832,
2006-12,140.462,
2007-01,128.574,
2007-02,134.734,
2007-03,141.698,
2007-04,151.170,
2007-05,147.414,
2007-06,154.778,
2007-07,153.166,
2007-08,147.584,
2007-09,139.495,
2007-10,146.065,
2007-11,132.974,
2007-12,140.614,
2008-01,135.738,
2008-02,124.360,
2008-03,123.716,
2008-04,136.274,
2008-05,129.447,
2008-06,129.165,
2008-07,126.475,
2008-08,121.367,
2008-09,131.841,
2008-10,128.777,
2008-11,122.523,
2008-12,133.293,
2009-01,118.688,
2009-02,106.402,
2009-03,90.558,
2009-04,101.245,
2009-05,101.117,
2009-06,98.800,
2009-07,96.664,
2009-08,93.355,
2009-09,93.363,
2009-10,89.585,
2009-11,90.800,
2009-12,94.906,
2010-01,90.818,
2010-02,87.444,
2010-03,88.392,
2010-04,94.972,
2010-05,92.239,
2010-06,97.540,
2010-07,96.195,
2010-08,89.390,
2010-09,84.234,
2010-10,82.030,
2010-11,81.970,
2010-12,89.438,
2011-01,77.041,
2011-02,78.596,
2011-03,78.245,
2011-04,73.991,
2011-05,72.735,
2011-06,73.138,
2011-07,72.347,
2011-08,73.796,
2011-09,76.962,
2011-10,72.485,
2011-11,74.821,
2011-12,82.624,
2012-01,82.509,
2012-02,80.497,
2012-03,79.770,
2012-04,77.677,
2012-05,80.683,
2012-06,77.409,
2012-07,75.292,
2012-08,77.229,
2012-09,72.280,
2012-10,70.479,
2012-11,72.684,
2012-12,69.279,
2013-01,71.054,
2013-02,68.413,
2013-03,69.855,
2013-04,68.626,
2013-05,60.919,
2013-06,59.054,
2013-07,59.930,
2013-08,82.642,
2013-09,77.071,
2013-10,77.125,
2013-11,80.611,
2013-12,70.065,
2014-01,76.913,
2014-02,78.831,
2014-03,76.113,
2014-04,81.914,
2014-05,85.799,
2014-06,77.983,
2014-07,79.198,
2014-08,86.352,
2014-09,87.440,
2014-10,82.933,
2014-11,82.803,
2014-12,80.278,Provisional value
"","General: MFIs = monetary financial institutions Including liabilities arising from monetary policy operations with the Bundesbank. Up to 1998, excluding fixed-term deposits with maturities of less than 1 month as well as deposits of domestic building and loan associations and money market funds. Owing to the treatment of statistical breaks and revisions inthe time series, see the section headed ""Data interpretation"" in the ""General notes"".",
