"",BBK01.RJ5582,BBK01.RJ5582_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:23:20,
1989,.,No value available
1990,.,No value available
1991,99,
1992,40,
1993,70,
1994,206,
1995,313,
1996,594,
1997,713,
1998,544,
1999,1058,
2000,1500,
2001,2209,
2002,2197,
2003,2831,
2004,3887,
2005,7075,
2006,11670,
2007,17272,
2008,14053,
2009,14320,
2010,16487,
2011,20396,
2012,23204,
