"",BBK01.WX0062,BBK01.WX0062_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 40.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:18,
2008-12,5.31,
2009-01,5.31,
2009-02,5.31,
2009-03,5.32,
2009-04,5.32,
2009-05,5.31,
2009-06,5.31,
2009-07,5.30,
2009-08,5.30,Corrected value
2009-09,5.29,Corrected value
2009-10,5.27,
2009-11,5.26,
2009-12,5.25,
2010-01,5.24,
2010-02,5.23,
2010-03,5.22,
2010-04,5.20,
2010-05,5.19,
2010-06,5.17,
2010-07,5.15,
2010-08,5.13,
2010-09,5.10,
2010-10,5.08,
2010-11,5.06,
2010-12,5.05,
2011-01,5.04,
2011-02,5.02,
2011-03,5.01,
2011-04,5.00,
2011-05,4.98,
2011-06,4.98,
2011-07,4.97,
2011-08,4.96,
2011-09,4.96,
2011-10,4.95,
2011-11,4.94,
2011-12,4.94,
2012-01,4.93,
2012-02,4.92,
2012-03,4.91,
2012-04,4.89,
2012-05,4.88,
2012-06,4.87,
2012-07,4.85,
2012-08,4.84,
2012-09,4.84,
2012-10,4.83,
2012-11,4.81,
2012-12,4.81,
2013-01,4.80,
2013-02,4.79,
2013-03,4.78,
2013-04,4.76,
2013-05,4.74,
2013-06,4.72,
2013-07,4.71,
2013-08,4.70,
2013-09,4.69,
2013-10,4.68,
2013-11,4.68,
2013-12,4.67,
2014-01,4.66,
2014-02,4.65,
2014-03,4.63,
2014-04,4.62,
2014-05,4.60,
2014-06,4.57,
2014-07,4.55,
2014-08,4.52,
2014-09,4.49,
2014-10,4.46,
2014-11,4.42,
2014-12,4.38,
2015-01,4.33,
