"",BBK01.OUH384,BBK01.OUH384_FLAGS
"",Savings deposits of domestic enterprises / at a period of notice of more than 3 months / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:10:46,
1999-01,0.543,
1999-02,0.489,
1999-03,0.499,
1999-04,0.490,
1999-05,0.471,
1999-06,0.461,
1999-07,0.466,
1999-08,0.468,
1999-09,0.456,
1999-10,0.462,
1999-11,0.458,
1999-12,0.451,
2000-01,0.473,
2000-02,0.496,
2000-03,0.518,
2000-04,0.516,
2000-05,0.526,
2000-06,0.540,
2000-07,0.541,
2000-08,0.551,
2000-09,0.549,
2000-10,0.519,
2000-11,0.528,
2000-12,0.557,
2001-01,0.561,
2001-02,0.562,
2001-03,0.554,
2001-04,0.552,
2001-05,0.533,
2001-06,0.515,
2001-07,0.505,
2001-08,0.496,
2001-09,0.428,
2001-10,0.404,
2001-11,0.391,
2001-12,0.373,
2002-01,0.356,
2002-02,0.345,
2002-03,0.341,
2002-04,0.339,
2002-05,0.332,
2002-06,0.328,
2002-07,0.327,
2002-08,0.317,
2002-09,0.307,
2002-10,0.307,
2002-11,0.306,
2002-12,0.306,
2003-01,0.313,
2003-02,0.310,
2003-03,0.307,
2003-04,0.310,
2003-05,0.330,
2003-06,0.343,
2003-07,0.340,
2003-08,0.335,
2003-09,0.326,
2003-10,0.333,
2003-11,0.334,
2003-12,0.338,
2004-01,0.330,
2004-02,0.325,
2004-03,0.326,
2004-04,0.320,
2004-05,0.333,
2004-06,0.329,
2004-07,0.328,
2004-08,0.325,
2004-09,0.331,
2004-10,0.358,
2004-11,0.357,
2004-12,0.371,
2005-01,0.374,
2005-02,0.373,
2005-03,0.380,
2005-04,0.368,
2005-05,0.355,
2005-06,0.286,
2005-07,0.358,
2005-08,0.343,
2005-09,0.330,
2005-10,0.326,
2005-11,0.328,
2005-12,0.333,
2006-01,0.339,
2006-02,0.337,
2006-03,0.366,
2006-04,0.375,
2006-05,0.372,
2006-06,0.377,
2006-07,0.383,
2006-08,0.385,
2006-09,0.380,
2006-10,0.369,
2006-11,0.365,
2006-12,0.373,
2007-01,0.378,
2007-02,0.380,
2007-03,0.380,
2007-04,0.387,
2007-05,0.384,
2007-06,0.381,
2007-07,0.371,
2007-08,0.371,
2007-09,0.352,
2007-10,0.360,
2007-11,0.359,
2007-12,0.370,
2008-01,0.365,
2008-02,0.359,
2008-03,0.344,
2008-04,0.341,
2008-05,0.342,
2008-06,0.351,
2008-07,0.364,
2008-08,0.356,
2008-09,0.355,
2008-10,0.344,
2008-11,0.351,
2008-12,0.364,
2009-01,0.368,
2009-02,0.392,
2009-03,0.390,
2009-04,0.389,
2009-05,0.379,
2009-06,0.444,
2009-07,0.460,
2009-08,0.450,
2009-09,0.455,
2009-10,0.453,
2009-11,0.475,
2009-12,0.571,
2010-01,0.563,
2010-02,0.574,
2010-03,0.589,
2010-04,0.579,
2010-05,0.557,
2010-06,0.519,
2010-07,0.497,
2010-08,0.475,
2010-09,0.454,
2010-10,0.436,
2010-11,0.427,
2010-12,0.354,
2011-01,0.360,
2011-02,0.351,
2011-03,0.367,
2011-04,0.385,
2011-05,0.385,
2011-06,0.377,
2011-07,0.374,
2011-08,0.386,
2011-09,0.381,
2011-10,0.381,
2011-11,0.374,
2011-12,0.351,
2012-01,0.348,
2012-02,0.336,
2012-03,0.347,
2012-04,0.341,
2012-05,0.343,
2012-06,0.353,
2012-07,0.349,
2012-08,0.361,
2012-09,0.357,
2012-10,0.371,
2012-11,0.373,
2012-12,0.372,
2013-01,0.381,
2013-02,0.369,
2013-03,0.370,
2013-04,0.355,
2013-05,0.389,
2013-06,0.392,
2013-07,0.402,
2013-08,0.404,
2013-09,0.410,
2013-10,0.431,
2013-11,0.435,
2013-12,0.437,
2014-01,0.438,
2014-02,0.468,
2014-03,0.469,
2014-04,0.455,
2014-05,0.456,
2014-06,0.445,
2014-07,0.444,
2014-08,0.451,
2014-09,0.445,
2014-10,0.424,
2014-11,0.430,
2014-12,0.356,Provisional value
