"",BBK01.QUF823,BBK01.QUF823_FLAGS
"",All foreign subsidiaries: Short-term loans and advances to non-residents / Cyprus / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:48,
2004-12,0.079,
2005-01,0.070,
2005-02,0.052,
2005-03,0.070,
2005-04,0.054,
2005-05,0.103,
2005-06,0.093,
2005-07,0.095,
2005-08,0.105,
2005-09,0.111,
2005-10,0.105,
2005-11,0.093,
2005-12,0.128,
2006-01,0.056,
2006-02,0.059,
2006-03,0.059,
2006-04,0.061,
2006-05,0.086,
2006-06,0.161,
2006-07,0.137,
2006-08,0.217,
2006-09,0.198,
2006-10,0.289,
2006-11,0.164,
2006-12,0.170,
2007-01,0.071,
2007-02,0.090,
2007-03,0.090,
2007-04,0.120,
2007-05,0.017,
2007-06,0.072,
2007-07,0.096,
2007-08,0.115,
2007-09,0.110,
2007-10,0.165,
2007-11,0.100,
2007-12,0.132,
2008-01,0.156,
2008-02,0.379,
2008-03,0.305,
2008-04,0.285,
2008-05,0.245,
2008-06,0.265,
2008-07,0.187,
2008-08,0.254,
2008-09,0.183,
2008-10,0.121,
2008-11,0.131,
2008-12,0.127,
2009-01,0.141,
2009-02,0.143,
2009-03,0.064,
2009-04,0.084,
2009-05,0.071,
2009-06,0.070,
2009-07,0.080,
2009-08,0.081,
2009-09,0.066,
2009-10,0.090,
2009-11,0.087,
2009-12,0.029,
2010-01,0.063,
2010-02,0.062,
2010-03,0.033,
2010-04,0.037,
2010-05,0.145,
2010-06,0.137,
2010-07,0.140,
2010-08,0.139,
2010-09,0.113,
2010-10,0.113,
2010-11,0.120,
2010-12,0.161,
2011-01,0.160,
2011-02,0.165,
2011-03,0.151,
2011-04,0.169,
2011-05,0.193,
2011-06,0.176,
2011-07,0.168,
2011-08,0.156,
2011-09,0.166,
2011-10,0.165,
2011-11,0.180,
2011-12,0.217,
2012-01,0.228,
2012-02,0.224,
2012-03,0.224,
2012-04,0.186,
2012-05,0.170,
2012-06,0.155,
2012-07,0.159,
2012-08,0.113,
2012-09,0.070,
2012-10,0.072,
2012-11,0.077,
2012-12,0.035,
2013-01,0.034,
2013-02,0.088,
2013-03,0.035,
2013-04,0.098,
2013-05,0.100,
2013-06,0.107,
2013-07,0.107,
2013-08,0.109,
2013-09,0.072,
2013-10,0.072,
2013-11,0.083,
2013-12,0.089,
2014-01,0.092,
2014-02,0.096,
2014-03,0.097,
2014-04,0.100,
2014-05,0.100,
2014-06,0.076,
2014-07,0.095,
2014-08,0.102,
2014-09,0.103,
2014-10,0.104,
2014-11,0.102,
