"",BBK01.PC3826,BBK01.PC3826_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Long-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:09,
1985-10,0.150,
1986-01,0.128,
1986-04,0.129,
1986-07,0.131,
1986-10,0.126,
1987-01,0.109,
1987-04,0.101,
1987-07,0.110,
1987-10,0.100,
1988-01,0.102,
1988-04,0.108,
1988-07,0.122,
1988-10,0.114,
1989-01,0.106,
1989-04,0.120,
1989-07,0.117,
1989-10,0.114,
1990-01,0.138,
1990-04,0.145,
1990-07,0.143,
1990-10,0.142,
1991-01,0.142,
1991-04,0.145,
1991-07,0.159,
1991-10,0.168,
1992-01,0.172,
1992-04,0.198,
1992-07,0.186,
1992-10,0.775,
1993-01,0.734,
1993-04,0.773,
1993-07,0.814,
1993-10,0.960,
1994-01,0.985,
1994-04,1.030,
1994-07,1.819,
1994-10,1.890,
1995-01,1.975,
1995-04,1.927,
1995-07,2.026,
1995-10,2.139,
1996-01,2.185,
1996-04,2.230,
1996-07,2.283,
1996-10,2.380,
1997-01,2.417,
1997-04,2.545,
1997-07,2.540,
1997-10,2.623,
1998-01,2.628,
1998-04,2.596,
1998-07,2.535,
1998-10,2.633,
1999-01,2.459,
1999-04,2.523,
1999-07,2.654,
1999-10,2.808,
2000-01,2.823,
2000-04,2.859,
2000-07,2.768,
2000-10,2.930,
2001-01,3.112,
2001-04,3.073,
2001-07,3.097,
2001-10,3.204,
2002-01,3.392,
2002-04,6.050,
2002-07,5.903,
2002-10,5.788,
2003-01,5.762,
2003-04,5.760,
2003-07,5.890,
2003-10,6.026,
2004-01,5.916,
2004-04,5.914,
2004-07,5.898,
2004-10,5.819,
2005-01,5.817,
2005-04,5.755,
2005-07,5.767,
2005-10,28.862,
2006-01,28.543,
2006-04,27.972,
2006-07,27.567,
2006-10,26.759,
2007-01,26.334,
2007-04,25.479,
2007-07,25.015,
2007-10,25.431,
2008-01,24.263,
2008-04,24.888,
2008-07,24.431,
2008-10,23.824,
2009-01,22.914,
2009-04,21.522,
2009-07,21.188,
2009-10,21.010,
2010-01,19.871,
2010-04,19.622,
2010-07,19.249,
2010-10,19.355,
2011-01,19.342,
2011-04,19.533,
2011-07,19.510,
2011-10,21.123,
2012-01,21.444,
2012-04,21.970,
2012-07,21.777,
2012-10,21.649,
2013-01,21.525,
2013-04,20.458,
2013-07,20.958,
2013-10,20.967,
2014-01,21.044,
2014-04,20.493,
2014-07,20.545,
2014-10,20.378,
