"",BBK01.QUY012,BBK01.QUY012_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Vietnam / Currency of the debtor country",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:40:15,
2002-03,0.039,
2002-04,0.035,
2002-05,0.049,
2002-06,0.048,
2002-07,0.041,
2002-08,0.045,
2002-09,0.050,
2002-10,0.040,
2002-11,0.043,
2002-12,0.042,
2003-01,0.046,
2003-02,0.043,
2003-03,0.043,
2003-04,0.039,
2003-05,0.034,
2003-06,0.038,
2003-07,0.033,
2003-08,0.034,
2003-09,0.030,
2003-10,0.029,
2003-11,0.028,
2003-12,0.031,
2004-01,0.034,
2004-02,0.030,
2004-03,0.029,
2004-04,0.033,
2004-05,0.035,
2004-06,0.032,
2004-07,0.031,
2004-08,0.030,
2004-09,0.036,
2004-10,0.035,
2004-11,0.036,
2004-12,0.036,
2005-01,0.037,
2005-02,0.038,
2005-03,0.033,
2005-04,0.028,
2005-05,0.039,
2005-06,0.033,
2005-07,0.033,
2005-08,0.036,
2005-09,0.032,
2005-10,0.039,
2005-11,0.038,
2005-12,0.037,
2006-01,0.046,
2006-02,0.042,
2006-03,0.059,
2006-04,0.071,
2006-05,0.084,
2006-06,0.070,
2006-07,0.095,
2006-08,0.097,
2006-09,0.096,
2006-10,0.112,
2006-11,0.184,
2006-12,0.271,
2007-01,0.665,
2007-02,0.777,
2007-03,1.111,
2007-04,0.693,
2007-05,0.826,
2007-06,0.867,
2007-07,0.715,
2007-08,0.647,
2007-09,0.674,
2007-10,0.624,
2007-11,0.586,
2007-12,0.588,
2008-01,0.517,
2008-02,0.388,
2008-03,0.377,
2008-04,0.493,
2008-05,0.595,
2008-06,0.551,
2008-07,0.559,
2008-08,0.639,
2008-09,0.666,
2008-10,0.507,
2008-11,0.464,
2008-12,0.442,
2009-01,0.422,
2009-02,0.339,
2009-03,0.317,
2009-04,0.350,
2009-05,0.343,
2009-06,0.354,
2009-07,0.390,
2009-08,0.422,
2009-09,0.402,
2009-10,0.406,
2009-11,0.349,
2009-12,0.360,
2010-01,0.315,
2010-02,0.311,
2010-03,0.259,
2010-04,0.286,
2010-05,0.271,
2010-06,0.263,
2010-07,0.256,
2010-08,0.254,
2010-09,0.260,
2010-10,0.288,
2010-11,0.324,
2010-12,0.358,
2011-01,0.418,
2011-02,0.341,
2011-03,0.338,
2011-04,0.326,
2011-05,0.293,
2011-06,0.303,
2011-07,0.053,
2011-08,0.064,
2011-09,0.064,
2011-10,0.061,
2011-11,0.068,
2011-12,0.056,
2012-01,0.047,
2012-02,0.054,
2012-03,0.068,
2012-04,0.350,
2012-05,0.345,
2012-06,0.317,
2012-07,0.342,
2012-08,0.337,
2012-09,0.349,
2012-10,0.313,
2012-11,0.312,
2012-12,0.341,
2013-01,0.449,
2013-02,0.497,
2013-03,0.542,
2013-04,0.509,
2013-05,0.554,
2013-06,0.491,
2013-07,0.486,
2013-08,0.414,
2013-09,0.436,
2013-10,0.441,
2013-11,0.445,
2013-12,0.419,
2014-01,0.501,
2014-02,0.502,
2014-03,0.473,
2014-04,0.458,
2014-05,0.452,
2014-06,0.436,
2014-07,0.456,
2014-08,0.470,
2014-09,0.513,
2014-10,0.545,
