"",BBK01.OUA300,BBK01.OUA300_FLAGS
"",Time deposits of local government and local government associations / Total / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:19,
1999-01,13.494,
1999-02,14.368,
1999-03,14.548,
1999-04,13.790,
1999-05,15.504,
1999-06,14.466,
1999-07,14.732,
1999-08,16.377,
1999-09,15.483,
1999-10,14.743,
1999-11,15.496,
1999-12,16.577,
2000-01,15.277,
2000-02,16.203,
2000-03,15.559,
2000-04,14.854,
2000-05,16.851,
2000-06,15.778,
2000-07,15.541,
2000-08,17.694,
2000-09,16.652,
2000-10,16.061,
2000-11,17.041,
2000-12,17.721,
2001-01,16.556,
2001-02,16.883,
2001-03,16.553,
2001-04,15.803,
2001-05,17.706,
2001-06,16.510,
2001-07,16.139,
2001-08,17.788,
2001-09,17.043,
2001-10,15.799,
2001-11,15.589,
2001-12,15.541,
2002-01,14.743,
2002-02,14.332,
2002-03,14.385,
2002-04,14.075,
2002-05,14.916,
2002-06,14.429,
2002-07,13.959,
2002-08,15.343,
2002-09,14.314,
2002-10,13.440,
2002-11,13.762,
2002-12,14.150,
2003-01,13.207,
2003-02,13.150,
2003-03,12.901,
2003-04,12.473,
2003-05,12.931,
2003-06,12.124,
2003-07,11.981,
2003-08,12.861,
2003-09,11.878,
2003-10,11.295,
2003-11,11.609,
2003-12,12.034,
2004-01,11.154,
2004-02,11.841,
2004-03,11.608,
2004-04,11.082,
2004-05,11.742,
2004-06,11.520,
2004-07,11.313,
2004-08,12.272,
2004-09,12.079,
2004-10,11.277,
2004-11,11.847,
2004-12,11.881,
2005-01,11.158,
2005-02,11.463,
2005-03,11.717,
2005-04,11.230,
2005-05,12.139,
2005-06,11.415,
2005-07,11.301,
2005-08,12.393,
2005-09,11.811,
2005-10,11.322,
2005-11,12.330,
2005-12,13.019,
2006-01,12.553,
2006-02,13.505,
2006-03,13.549,
2006-04,13.760,
2006-05,15.274,
2006-06,14.495,
2006-07,14.285,
2006-08,16.227,
2006-09,15.777,
2006-10,15.008,
2006-11,16.155,
2006-12,16.064,
2007-01,15.467,
2007-02,16.645,
2007-03,16.758,
2007-04,16.553,
2007-05,19.664,
2007-06,19.126,
2007-07,19.386,
2007-08,22.014,
2007-09,21.860,
2007-10,20.830,
2007-11,22.985,
2007-12,23.055,
2008-01,21.806,
2008-02,23.610,
2008-03,23.962,
2008-04,24.023,
2008-05,27.107,
2008-06,25.794,
2008-07,25.729,
2008-08,28.950,
2008-09,28.750,
2008-10,27.303,
2008-11,28.160,
2008-12,25.915,
2009-01,23.796,
2009-02,23.188,
2009-03,21.473,
2009-04,20.712,
2009-05,20.850,
2009-06,19.769,
2009-07,19.061,
2009-08,19.312,
2009-09,17.209,
2009-10,16.116,
2009-11,15.197,
2009-12,14.578,
2010-01,13.591,
2010-02,13.666,
2010-03,13.089,
2010-04,13.027,
2010-05,13.992,
2010-06,13.549,
2010-07,13.665,
2010-08,14.699,
2010-09,14.341,
2010-10,13.534,
2010-11,14.389,
2010-12,14.359,
2011-01,13.779,
2011-02,14.727,
2011-03,14.775,
2011-04,14.813,
2011-05,16.349,
2011-06,16.152,
2011-07,16.432,
2011-08,18.003,
2011-09,17.839,
2011-10,17.394,
2011-11,17.916,
2011-12,17.951,
2012-01,17.733,
2012-02,18.233,
2012-03,18.108,
2012-04,18.158,
2012-05,18.855,
2012-06,18.637,
2012-07,18.423,
2012-08,18.808,
2012-09,18.437,
2012-10,17.695,
2012-11,17.965,
2012-12,17.200,
2013-01,17.149,
2013-02,17.590,
2013-03,17.617,
2013-04,17.610,
2013-05,18.276,
2013-06,17.678,
2013-07,17.522,
2013-08,18.367,
2013-09,17.657,
2013-10,17.503,
2013-11,17.762,
2013-12,17.304,
2014-01,17.089,
2014-02,17.488,
2014-03,17.611,
2014-04,17.592,
2014-05,18.783,
2014-06,18.009,
2014-07,17.864,
2014-08,19.009,
2014-09,18.454,
2014-10,17.837,
2014-11,18.104,
2014-12,18.137,Provisional value
