"",BBK01.OUB213,BBK01.OUB213_FLAGS
"",Time deposits of the federal states / for up and including 1 year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:24:26,
1968-12,0.176,
1969-01,0.191,
1969-02,0.178,
1969-03,0.172,
1969-04,0.167,
1969-05,0.169,
1969-06,0.172,
1969-07,0.172,
1969-08,0.178,
1969-09,0.178,
1969-10,0.177,
1969-11,0.182,
1969-12,0.200,
1970-01,0.189,
1970-02,0.183,
1970-03,0.195,
1970-04,0.188,
1970-05,0.195,
1970-06,0.193,
1970-07,0.183,
1970-08,0.185,
1970-09,0.172,
1970-10,0.177,
1970-11,0.146,
1970-12,0.135,
1971-01,0.164,
1971-02,0.168,
1971-03,0.165,
1971-04,0.150,
1971-05,0.131,
1971-06,0.116,
1971-07,0.112,
1971-08,0.114,
1971-09,0.119,
1971-10,0.110,
1971-11,0.074,
1971-12,0.109,
1972-01,0.105,
1972-02,0.098,
1972-03,0.100,
1972-04,0.096,
1972-05,0.106,
1972-06,0.104,
1972-07,0.104,
1972-08,0.115,
1972-09,0.114,
1972-10,0.126,
1972-11,0.092,
1972-12,0.116,
1973-01,0.114,
1973-02,0.110,
1973-03,0.134,
1973-04,0.132,
1973-05,0.126,
1973-06,0.133,
1973-07,0.129,
1973-08,0.128,
1973-09,0.123,
1973-10,0.136,
1973-11,0.118,
1973-12,0.124,
1974-01,0.120,
1974-02,0.148,
1974-03,0.145,
1974-04,0.120,
1974-05,0.138,
1974-06,0.135,
1974-07,0.109,
1974-08,0.119,
1974-09,0.149,
1974-10,0.125,
1974-11,0.117,
1974-12,0.110,
1975-01,0.150,
1975-02,0.212,
1975-03,0.474,
1975-04,0.238,
1975-05,0.135,
1975-06,0.131,
1975-07,0.105,
1975-08,0.143,
1975-09,0.130,
1975-10,0.172,
1975-11,0.228,
1975-12,0.213,
1976-01,0.279,
1976-02,0.303,
1976-03,0.362,
1976-04,0.219,
1976-05,0.229,
1976-06,0.245,
1976-07,0.243,
1976-08,0.309,
1976-09,0.325,
1976-10,0.325,
1976-11,0.281,
1976-12,0.281,
1977-01,0.264,
1977-02,0.312,
1977-03,0.336,
1977-04,0.327,
1977-05,0.191,
1977-06,0.193,
1977-07,0.203,
1977-08,0.336,
1977-09,0.342,
1977-10,0.349,
1977-11,0.329,
1977-12,0.288,
1978-01,0.334,
1978-02,0.325,
1978-03,0.355,
1978-04,0.325,
1978-05,0.342,
1978-06,0.322,
1978-07,0.500,
1978-08,0.547,
1978-09,0.577,
1978-10,0.327,
1978-11,0.283,
1978-12,0.339,
1979-01,0.463,
1979-02,0.539,
1979-03,0.531,
1979-04,0.540,
1979-05,0.520,
1979-06,0.524,
1979-07,0.528,
1979-08,0.344,
1979-09,0.320,
1979-10,0.327,
1979-11,0.228,
1979-12,0.219,
1980-01,0.333,
1980-02,0.294,
1980-03,0.480,
1980-04,0.276,
1980-05,0.279,
1980-06,0.452,
1980-07,0.306,
1980-08,0.333,
1980-09,0.272,
1980-10,0.269,
1980-11,0.171,
1980-12,0.113,
1981-01,0.131,
1981-02,0.303,
1981-03,0.344,
1981-04,0.351,
1981-05,0.330,
1981-06,0.351,
1981-07,0.360,
1981-08,0.256,
1981-09,0.382,
1981-10,0.286,
1981-11,0.144,
1981-12,0.097,
1982-01,0.081,
1982-02,0.181,
1982-03,0.558,
1982-04,0.392,
1982-05,0.236,
1982-06,0.338,
1982-07,0.200,
1982-08,0.244,
1982-09,0.460,
1982-10,0.381,
1982-11,0.128,
1982-12,0.117,
1983-01,0.161,
1983-02,0.250,
1983-03,0.343,
1983-04,0.310,
1983-05,0.205,
1983-06,0.441,
1983-07,0.174,
1983-08,0.257,
1983-09,0.466,
1983-10,0.411,
1983-11,0.207,
1983-12,0.148,
1984-01,0.301,
1984-02,0.311,
1984-03,0.448,
1984-04,0.335,
1984-05,0.289,
1984-06,0.452,
1984-07,0.298,
1984-08,0.250,
1984-09,0.498,
1984-10,0.385,
1984-11,0.210,
1984-12,0.118,
1985-01,0.234,
1985-02,0.241,
1985-03,0.254,
1985-04,0.315,
1985-05,0.226,
1985-06,0.324,
1985-07,0.253,
1985-08,0.264,
1985-09,0.259,
1985-10,0.234,
1985-11,0.136,
1985-12,0.114,
1986-01,0.172,
1986-02,0.236,
1986-03,0.389,
1986-04,0.353,
1986-05,0.219,
1986-06,0.230,
1986-07,0.239,
1986-08,0.237,
1986-09,0.237,
1986-10,0.283,
1986-11,0.157,
1986-12,0.157,
1987-01,0.242,
1987-02,0.187,
1987-03,0.284,
1987-04,0.210,
1987-05,0.174,
1987-06,0.205,
1987-07,0.206,
1987-08,0.174,
1987-09,0.189,
1987-10,0.188,
1987-11,0.131,
1987-12,0.137,
1988-01,0.200,
1988-02,0.228,
1988-03,0.356,
1988-04,0.172,
1988-05,0.141,
1988-06,0.338,
1988-07,0.193,
1988-08,0.126,
1988-09,0.196,
1988-10,0.172,
1988-11,0.149,
1988-12,0.171,
1989-01,0.151,
1989-02,0.129,
1989-03,0.146,
1989-04,0.179,
1989-05,0.076,
1989-06,0.100,
1989-07,0.100,
1989-08,0.156,
1989-09,0.210,
1989-10,0.165,
1989-11,0.127,
1989-12,0.131,
1990-01,0.149,
1990-02,0.182,
1990-03,0.224,
1990-04,0.198,
1990-05,0.202,
1990-06,0.234,
1990-07,0.220,
1990-08,0.297,
1990-09,0.381,
1990-10,0.375,
1990-11,0.213,
1990-12,0.216,
1991-01,0.355,
1991-02,0.332,
1991-03,0.364,
1991-04,0.450,
1991-05,0.291,
1991-06,0.400,
1991-07,0.321,
1991-08,0.367,
1991-09,0.494,
1991-10,0.552,
1991-11,0.817,
1991-12,0.442,
1992-01,0.347,
1992-02,0.413,
1992-03,0.314,
1992-04,0.434,
1992-05,0.407,
1992-06,0.452,
