"",BBK01.PQH350,BBK01.PQH350_FLAGS
"",Lending to domestic enterprises and resident individuals / Total / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:39,
1958-10,9.998,
1959-01,-,Nothing exists
1959-04,10.860,
1959-07,-,Nothing exists
1959-10,12.301,
1960-01,-,Nothing exists
1960-04,13.488,
1960-07,-,Nothing exists
1960-10,14.534,
1961-01,-,Nothing exists
1961-04,15.737,
1961-07,-,Nothing exists
1961-10,16.713,
1962-01,-,Nothing exists
1962-04,18.106,
1962-07,-,Nothing exists
1962-10,19.383,
1963-01,-,Nothing exists
1963-04,21.049,
1963-07,-,Nothing exists
1963-10,22.376,
1964-01,-,Nothing exists
1964-04,24.124,
1964-07,-,Nothing exists
1964-10,25.502,
1965-01,26.300,
1965-04,27.278,
1965-07,28.157,
1965-10,28.948,
1966-01,29.942,
1966-04,31.029,
1966-07,31.648,
1966-10,31.894,
1967-01,32.353,
1967-04,33.062,
1967-07,33.565,
1967-10,34.289,
1968-01,35.161,
1968-04,36.407,
1968-07,37.267,
1968-10,38.995,
1969-01,40.290,
1969-04,41.890,
1969-07,43.177,
1969-10,45.200,
1970-01,46.961,
1970-04,48.631,
1970-07,49.544,
1970-10,50.719,
1971-01,51.939,
1971-04,53.692,
1971-07,55.450,
1971-10,57.285,
1972-01,58.776,
1972-04,61.123,
1972-07,63.015,
1972-10,65.851,
1973-01,67.883,
1973-04,70.416,
1973-07,71.371,
1973-10,72.358,
1974-01,73.316,
1974-04,74.900,
1974-07,75.479,
1974-10,76.132,
1975-01,77.067,
1975-04,78.163,
1975-07,79.128,
1975-10,80.894,
1976-01,82.845,
1976-04,85.380,
1976-07,88.033,
1976-10,90.273,
1977-01,92.411,
1977-04,95.407,
1977-07,97.323,
1977-10,100.063,
1978-01,102.277,
1978-04,106.571,
1978-07,110.026,
1978-10,113.873,
1979-01,118.031,
1979-04,123.554,
1979-07,128.315,
1979-10,132.883,
1980-01,136.861,
1980-04,141.594,
1980-07,144.514,
1980-10,149.113,
1981-01,153.719,
1981-04,157.518,
1981-07,159.596,
1981-10,161.709,
1982-01,163.426,
1982-04,166.510,
1982-07,168.541,
1982-10,170.956,
1983-01,172.036,
1983-04,175.916,
1983-07,179.437,
1983-10,184.064,
1984-01,186.979,
1984-04,191.803,
1984-07,195.196,
1984-10,198.511,
1985-01,201.973,
1985-04,205.700,
1985-07,207.453,
1985-10,209.754,
1986-01,211.973,
1986-04,214.797,
1986-07,216.500,
1986-10,218.488,
1987-01,220.104,
1987-04,222.900,
1987-07,225.488,
1987-10,227.748,
1988-01,230.119,
1988-04,233.926,
1988-07,237.644,
1988-10,240.224,
1989-01,243.604,
1989-04,248.801,
1989-07,252.420,
1989-10,257.041,
1990-01,261.585,
1990-04,271.575,
1990-07,274.844,
1990-10,279.526,
1991-01,286.336,
1991-04,294.181,
1991-07,301.824,
1991-10,312.752,
1992-01,312.459,
1992-04,322.108,
1992-07,329.180,
1992-10,337.245,
1993-01,341.972,
1993-04,350.254,
1993-07,358.588,
1993-10,369.318,
1994-01,375.316,
1994-04,385.754,
1994-07,395.148,
1994-10,405.691,
1995-01,411.452,
1995-04,419.912,
1995-07,427.523,
1995-10,435.969,
1996-01,439.214,
1996-04,446.848,
1996-07,453.478,
1996-10,464.159,
1997-01,466.377,
1997-04,472.891,
1997-07,479.949,
1997-10,487.477,
1998-01,490.572,
1998-04,497.326,
1998-07,505.492,
1998-10,516.586,
1999-01,498.570,
1999-04,507.349,
1999-07,516.571,
1999-10,523.068,
2000-01,527.436,
2000-04,534.340,
2000-07,539.838,
2000-10,544.823,
2001-01,547.360,
2001-04,552.918,
2001-07,558.524,
2001-10,562.839,
2002-01,563.952,
2002-04,567.414,
2002-07,569.970,
2002-10,572.494,
2003-01,570.867,
2003-04,573.254,
2003-07,576.653,
2003-10,577.277,
2004-01,573.729,
2004-04,574.668,
2004-07,575.371,
2004-10,573.259,
2005-01,570.331,
2005-04,571.153,
2005-07,572.461,
2005-10,574.053,
2006-01,572.715,
2006-04,575.130,
2006-07,575.833,
2006-10,575.517,
2007-01,572.722,
2007-04,574.089,
2007-07,576.173,
2007-10,578.165,
2008-01,578.508,
2008-04,581.908,
2008-07,587.307,
2008-10,589.303,
2009-01,589.442,
2009-04,593.451,
2009-07,596.162,
2009-10,597.995,
2010-01,598.839,
2010-04,604.194,
2010-07,608.541,
2010-10,611.963,
2011-01,613.622,
2011-04,618.352,
2011-07,622.706,
2011-10,625.150,
2012-01,627.979,
2012-04,633.422,
2012-07,639.335,
2012-10,643.712,
2013-01,646.272,
2013-04,650.325,
2013-07,653.474,
2013-10,654.425,
2014-01,654.786,
2014-04,658.925,
2014-07,663.046,
2014-10,664.783,
