"",BBK01.CEH030,BBK01.CEH030_FLAGS
"",External financing debtor: Monetary financial institutions                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:17:03,
1991-01,3.4,
1991-04,42.4,
1991-07,36.4,
1991-10,118.3,
1992-01,19.3,
1992-04,46.0,
1992-07,72.9,
1992-10,99.7,
1993-01,48.4,
1993-04,75.1,
1993-07,55.1,
1993-10,178.8,
1994-01,-18.8,
1994-04,43.1,
1994-07,16.6,
1994-10,153.8,
1995-01,8.4,
1995-04,66.0,
1995-07,90.0,
1995-10,176.6,
1996-01,63.0,
1996-04,51.7,
1996-07,67.6,
1996-10,185.1,
1997-01,73.7,
1997-04,102.1,
1997-07,56.5,
1997-10,166.6,
1998-01,90.7,
1998-04,138.0,
1998-07,77.4,
1998-10,188.7,
1999-01,78.7,
1999-04,99.0,
1999-07,127.9,
1999-10,130.7,
2000-01,118.5,
2000-04,14.6,
2000-07,52.4,
2000-10,177.1,
2001-01,157.1,
2001-04,-23.1,
2001-07,45.3,
2001-10,14.3,
2002-01,-28.2,
2002-04,52.3,
2002-07,63.8,
2002-10,106.7,
2003-01,52.4,
2003-04,51.3,
2003-07,-63.9,
2003-10,85.1,
2004-01,37.4,
2004-04,47.6,
2004-07,66.7,
2004-10,71.8,
2005-01,64.6,
2005-04,97.5,
2005-07,30.9,
2005-10,-7.8,
2006-01,96.4,
2006-04,74.2,
2006-07,65.9,
2006-10,111.1,
2007-01,100.0,
2007-04,93.4,
2007-07,155.1,
2007-10,228.0,
2008-01,24.5,
2008-04,39.0,
2008-07,232.3,
2008-10,117.4,
2009-01,-222.7,
2009-04,51.4,
2009-07,-236.6,
2009-10,-84.1,
2010-01,11.3,
2010-04,203.9,
2010-07,-318.5,
2010-10,-9.6,
2011-01,-154.1,
2011-04,-40.5,
2011-07,227.5,
2011-10,12.0,
2012-01,397.9,
2012-04,90.2,
2012-07,-108.6,
2012-10,-244.7,
2013-01,-188.3,
2013-04,-99.0,
2013-07,-139.0,
2013-10,-99.2,
2014-01,-42.1,
